objectid,name,totalvotes,usersrated
318,Looney Leo,0,0
325,The Seafarers of Catan,119,15034
370,El Grande  K\u00f6nig & Intrigant,7,575
377,Neighbors,0,5
453,La Isla Bohnit\u00e2,10,655
467,Bohnanza Erweiterungs-Set,8,801
468,Dump,0,2
480,Age of Arguments,0,13
496,Dilemma,0,26
498,Sufferin' Spirits,0,20
502,Bretonenboule,0,15
513,WarChest,1,13
517,Shark Bait,0,8
518,Cat vs. Mouse,0,6
537,Ice Blocks,0,14
547,Flohzirkus,1,24
567,Quartier Latin,0,18
570,Terrain Game,0,15
576,Illuminati  Y2K,7,607
578,Protzen,0,17
579,Field of Fire,0,2
583,The El Grande Expansions,6,597
596,Trolley Car,0,5
597,El Grande  Grandissimo,4,300
599,Stack 21,0,9
609,Ferkelei,0,25
615,Mini Cube Fusion,2,17
616,What's That on My Head?,1,20
636,Blindside,1,17
664,Shift,0,6
666,Stump,1,29
667,Refugium,0,5
678,X-it!,0,6
683,Timeline,1,9
689,Dubble Kross,0,2
722,Over the Edge,0,9
725,Triple Threat Baseball!,0,8
732,Don't Make Me Laugh Sr.,0,25
733,Don't Make Me Laugh Jr.,0,10
734,Strange But True?,0,9
735,Hollywood's Reel Schpeel,0,5
738,Matheeno,0,2
739,Ultimate Soccer of America,0,3
744,Wicked Words,0,8
749,Dutch Mountains,1,22
750,Shocks & Scares,0,19
758,Balmy Balloonists,0,28
774,Buddel Bande,1,16
778,Auction America  The Trivia Game for Any Collector,0,1
780,Big Battle,1,3
797,Flucht aus Mangrovia,1,22
800,Camlyn's Destiny,0,17
830,FIB-OR-NOT?,0,10
868,Atlantis,0,12
874,Pythago,0,11
892,Ad Mania,0,6
893,Smuggle,0,5
894,LifeLinks,0,2
896,Stir Crazy,0,7
897,Dear Abby,0,1
898,Initial Reaction,0,16
907,Beheaded,1,4
913,High Bohn,2,347
926,The Cities and Knights of Catan,158,15833
945,Nametrain,0,6
946,Rolazone,0,0
960,Grapple,0,1
961,ZOKI,0,19
962,Contango,0,0
967,Kommissar X,0,24
972,Seven Deadly Sins,1,5
975,The Keep,0,29
985,Corner the Market,0,6
989,1848,1,25
992,Alcazar,1,29
994,Auf Trab im Sulkydrom,0,12
995,Svea Rike  Batalj,2,82
1005,Der Tiger ist los,0,16
1010,Diver,0,10
1015,Finger weg von Mona Lisa,0,9
1016,Finito,1,23
1018,Galaxis,0,25
1020,Canyon  Grand Canyon,0,109
1021,Harun,0,6
1023,Himalaya,0,11
1027,Konzern,1,26
1033,Xenophon  10,2,29
1046,Max.X,1,21
1050,Momo,0,6
1051,Mutternland,1,21
1055,Paule Panik,2,8
1056,Piratenpoker,0,28
1057,Pow Wow,0,17
1058,Rockets,0,14
1061,Sansibar,1,19
1068,Ordino,0,1
1069,Head Quarter,2,20
1075,Big Bang,0,4
1077,Baubylon,0,28
1080,Evolution,0,9
1083,Hexenjagd,0,2
1085,Kaminett,0,3
1086,Der Schatz der Erdgeister,0,10
1088,Luftschl\u00f6sser,0,10
1089,Feuer und Wasser,0,8
1092,Die Goldene Eins,0,9
1097,Don't Give Up Your Day Job!,0,0
1100,Check the Ripper,0,23
1104,Kiezk\u00f6nig,0,7
1114,Botany Bay,0,3
1129,Archimedes,0,10
1134,Road Warrior,1,11
1135,Quest For Power,0,7
1137,Die Siedler von Catan  Das Buch zum Spielen,6,681
1139,Fantastische Ballonreise,0,3
1141,Pass the Gas,0,5
1151,Money,0,0
1154,Nuts! To You,0,0
1158,Rus',0,15
1165,Delfino,1,16
1166,Dow Jones,0,16
1169,Geisterstunde,3,17
1172,Lucky Five,0,17
1179,Tendix,1,15
1180,Tower of Babylon,0,0
1181,Tschau Knacki,0,6
1183,Walkabout,0,4
1185,Casablanca,1,16
1186,C'est la Vie,0,8
1195,Cloudbusters,0,5
1201,Game,0,26
1204,RallySport Board Game,0,5
1214,Kommando,2,22
1220,Looping,0,15
1223,Fat Cats,0,20
1224,Gods,2,7
1228,Maneuver,0,11
1236,So ein Zirkus,0,25
1238,Schlangennest,1,23
1241,BattleGrid,0,5
1248,Hacker II  The Dark Side,1,170
1274,Cue Me!,3,28
1292,Octet,0,5
1316,Plem Plem,0,26
1320,The Dog's Meow,0,24
1328,Contra,1,14
1332,Ancient Empires,0,12
1340,Doubloon Lagoon,0,3
1347,Simple GBoH,3,238
1349,Atlantic,0,18
1357,Play To Become a Millionaire,0,9
1361,Die Siedler von Catan  Historische Szenarien II,8,550
1369,Earthdefenders,0,0
1384,Abenteuer im Wichtelwald,0,20
1385,Aber Hallo!,2,29
1386,Alarm,1,17
1388,Alles klar?,0,21
1389,Alles oder Nichts,0,14
1392,Banking,1,6
1393,Basta!,1,18
1409,Spawn  The Game,0,29
1432,Breakout!,0,23
1438,Scre-e-ech!,0,12
1440,Dinoquest,2,21
1441,Turtles,0,3
1451,Dimenticato,1,27
1454,RYB,0,2
1455,Rocketball,0,4
1456,Run,0,9
1458,Peep War,0,6
1462,Crazy Rummy,0,6
1466,Rebel Rails,0,18
1476,Entrepreneur,0,23
1478,VI Caesars,0,19
1479,Towers of Wyoming,0,2
1481,Blind Ignorance,0,4
1485,Domingo,0,6
1486,Plunder,0,12
1487,Another Day,0,160
1490,The Cigar Game,0,3
1492,Manic Minelayers,0,3
1494,Bohnanza Erweiterungs-Set (Revised Edition),14,1235
1495,Stash,0,17
1507,Isis,1,12
1521,Supremacy  Warlords and Pirates of the Neutral Zones,0,157
1523,Pharao,1,16
1526,PitchCar Extension 1,14,1609
1529,Ramses,3,28
1532,Supremacy  Resource Deck Two,0,124
1538,Het 1845 Spel,0,10
1539,Amro-Dam,0,11
1541,Block Mania  Mega-Mania,4,211
1548,Libero,0,2
1553,Judge 'n' Jury,0,10
1554,Total Attack!! Soccer,1,26
1557,Space Empires,1,25
1564,Avant\u00e9,0,15
1565,Mississippi Queen  The Black Rose,4,821
1569,RoboRally  Armed and Dangerous,7,1371
1573,Banzai,8,483
1592,ChessMage  Deck of the Myriad Shards,0,0
1595,Tension,1,19
1596,Nevo,2,14
1600,Russian Roulette,0,4
1601,Ivy Towers,0,1
1605,Ambush! Purple Heart,8,402
1606,Ambush! Move Out!,13,488
1609,Creature Features,2,22
1610,The Worlds of Boris Vallejo,0,28
1612,Ambush! Silver Star,9,297
1624,Quest of the Magic Ring,1,29
1630,Galileo,0,22
1639,Archie Bunker's Card Game,0,23
1643,Romeo und Julia,1,4
1646,Maul of America  Chopping Maul,0,11
1652,Escape from the Casbah,0,12
1655,Drinkers Wild,0,13
1658,Police State,0,8
1659,Beat Detroit,0,17
1661,Balance of Power,1,27
1664,Heisse \u00d6fen,0,16
1667,Battle Hymn  Leatherneck,6,151
1670,Modern Naval Battles II  The Campaign Game,1,143
1671,Modern Naval Battles III,1,127
1675,Illuminati  Brainwash,3,188
1676,Blood Bowl  DeathZone,0,712
1677,Knightmare Chess 2,5,607
1683,Hot Property!,0,10
1685,Kremlin  Revolution,1,185
1689,War of the Networks,0,24
1704,Attacke,0,0
1728,Mouse,0,7
1732,Bei Nacht und Nebel,0,22
1733,Jago,0,15
1734,Epicus,0,11
1736,Talisman  The Adventure,1,934
1737,Talisman Expansion Set,3,983
1739,Talisman Dragons,0,471
1740,Talisman City,2,1079
1741,The Talisman Dungeon,5,1227
1743,Talisman Timescape,2,938
1745,Heroes for Dungeonquest,0,393
1746,Dungeonquest  Catacombs,0,453
1747,Eyewitness Newsreel Challenge  A VCR Game,0,11
1752,Haps,0,29
1754,Kiek,0,17
1755,Fette K\u00fche,0,4
1756,Gossip,0,5
1759,Advanced Heroquest  Terror in the Dark,2,185
1761,HeroQuest  Return of the Witch Lord,11,1284
1762,HeroQuest  Kellar's Keep,11,1351
1763,HeroQuest  Barbarian Quest Pack,4,276
1764,HeroQuest  Elf Quest Pack,5,226
1765,HeroQuest  Against the Ogre Horde,3,446
1767,HeroQuest  Wizards of Morcar,4,467
1774,Sale of the Century,0,25
1775,Password Plus,1,29
1776,Divine Right  Scarlet Empire,1,3
1777,Dark World  Village of Fear,2,173
1778,Dark World  Dragon's Gate,1,75
1786,Og,0,10
1787,Pentacle,0,5
1788,Phart!  The Dispersing,0,17
1789,Raiders and Traders  The Heroic Age of Greece,1,27
1791,Space Race,0,6
1795,Risk \u00c9dition Napol\u00e9on  Extension Empire Ottoman,0,31
1798,Battle Dice,0,7
1801,Clean Sweep,0,2
1807,Shrimpin',0,10
1808,Witch Hunt,0,24
1809,Rally,0,1
1813,Chalet,0,9
1828,Doomsday Cult 2000,0,0
1834,Chill Out!,1,7
1838,The Who,1,18
1839,Odd Ball,0,12
1843,Hurricane,0,4
1845,Zocker,0,5
1846,Zock,0,10
1848,W\u00fcrfel-Duell,0,10
1849,W\u00f6rtersee,0,26
1850,Wind City,0,8
1851,Mythrole  Merchants,0,1
1852,Insikt,1,24
1854,Foqus,0,21
1856,Geni 2000,0,16
1858,Diamond City,0,23
1862,Avalon,0,28
1863,Tatort Titanic,0,26
1864,Expedition Robinson,0,9
1868,Conquistador,0,9
1870,Gold Train,0,15
1872,Hurricane  The Game of the Tropics,2,5
1880,Armour Quest  Qu\u00e6stro,0,1
1882,Blazing Camels,0,19
1885,How Much for the Camel?,0,10
1889,Office Politics,0,15
1893,Traffic Lights,2,22
1895,Salamis,2,63
1900,Maul of America  Raid on the Mall,0,6
1903,Robert Ludlum's Game of Counter Espionage,0,14
1904,Babylon 5 Component Game System  Reinforcements Pack #1,2,78
1911,Hollywood for Sale,0,15
1914,Im 7. Himmel,0,23
1918,REM,0,1
1921,Sovereign of the Seas,1,13
1928,Dark Continent,0,11
1929,Bushido Denied  The Battles of Bataan and Corregidor,0,5
1930,Anti-Monopoly III  Washington-Moskau,0,9
1944,Mogelei,1,22
1948,Pratmakarna,0,15
1949,Ok\u00e4nd planet,2,22
1951,Online,0,4
1955,Star Wars Episode I  Attack on Naboo,0,21
1966,RoboRally  Radioactive,3,716
1967,RoboRally  Grand Prix,4,646
1968,RoboRally  Crash and Burn,7,912
1971,Bump,0,5
1976,Beutezug,0,3
1978,Rasant,0,21
1979,Da Capo!,1,27
1980,Gold am Yukon,0,19
1988,Outlaw Trail  The Western Game,1,9
1990,The Great Canadian Pie,1,12
1995,Excuses,0,5
1999,Utmaningen,0,8
2005,Ursuppe  Frisch Abgeschmeckt,12,734
2006,Jati,1,21
2007,Votum,0,15
2008,Verflixt und Zugesperrt,0,1
2009,Tweedledum  The New Adventures with Alice in Wonderland,0,12
2013,Till Eulenspiegel,0,22
2015,Das Magische Hexagon,1,7
2017,Tempo,0,20
2018,Tango,0,15
2019,Talking Stones,0,22
2020,Steinbeisser,0,11
2021,Spirit,1,19
2026,Um Kopf und Kragen,2,26
2027,Der Schatz des Pharaos,1,26
2028,Sokrates,0,26
2029,Top Secret,0,27
2032,Now You See It,0,9
2034,Eye Guess,2,16
2035,The Joker's Wild,1,20
2039,Barrier,1,11
2041,They're at the Post,0,24
2045,Nomad,0,16
2046,Blue Stones,0,14
2048,Starships,1,20
2050,Life & Death & An American Chainsaw,0,38
2053,The New Dungeon  Miniatures and Game Supplement,1,52
2054,Interaction,1,22
2056,Courier,0,0
2057,Starship Command II,0,23
2058,Civilization West Extension Map,11,760
2059,Airline,1,18
2062,Deal Me In,1,16
2064,Neues aus dem Wichtelwald,0,21
2067,Double,0,26
2071,B\u00fcro Crazy,0,20
2084,Sherlock Holmes  The Game of the Great Detective,0,5
2107,The Guru's Famous Baseball Game,0,4
2108,Starwars,0,19
2109,The Game of Good Cooking,1,16
2117,Scoop the Cash,0,2
2118,Illya Kuryakin,0,7
2124,Total Depth,0,15
2141,Time Vectors,0,3
2142,GRYB Game System,0,10
2145,Domination,1,28
2152,Dingus,0,13
2155,Agent of Change,1,10
2158,Finger-Flick Sports  Baseball,0,7
2167,Jackpot Payoff,0,4
2177,Schickeria,0,20
2182,Knallbonbon,0,3
2185,Ritter Kunibert's 12er Stich,0,24
2187,Drachenlachen,0,12
2188,Hexenstich,0,23
2191,Hyano,1,15
2202,Swahili,1,22
2204,Kill Doctor Lucky  Craigdarroch,0,169
2208,The LogiQuad Game System,1,2
2219,Forte,0,5
2220,Ion Glory,0,1
2221,Clobber!,0,2
2222,Top That!,1,11
2227,The Flea Market Game,0,6
2231,Watch,2,23
2233,Colliding Circles,1,15
2237,Flying Circus,0,16
2239,4X4,1,25
2241,Sex Maniacs,0,4
2255,Kartenschach,0,20
2257,Weekend in Vegas,0,10
2261,Battles of Trenton and Princeton,0,7
2267,Space  The Game,0,0
2269,Oil Power,1,17
2270,Borderlands,0,7
2273,Hopfen & Malz,0,17
2278,Transformation,0,7
2279,PowerTechnics,0,16
2282,Blood Bowl Companion,2,283
2286,Blood Bowl Star Players,1,312
2287,Blood Bowl (Second Edition)  Elves,6,291
2292,Rubicon,0,5
2293,Hei\u00dfe Karten,1,4
2302,Bill Oddie's Great Bird Race Game,0,3
2305,Murder Mystery Party  Revenge in Rome,0,6
2309,Noah's Ark,0,5
2321,Letres,2,26
2325,Monotony,0,2
2328,Starunner,0,3
2329,Energy Quest,0,5
2330,Medical Monopoly,0,8
2333,Hacker,0,27
2345,Groo  The Game \u2013 Expansion Set,1,395
2351,Mbogo,0,2
2355,Last Frontier  The Artifact,2,27
2359,Schatztaucher,0,10
2360,Sekt oder Selters,1,9
2365,Sunset Blvd.,0,19
2374,Yukk!,0,10
2377,Kommissar,0,17
2382,Sea-Fleet,1,5
2411,Mount Everest,0,1
2419,Test Drive,0,10
2420,The Great American Auction Card Game,0,15
2424,Boogey Man,1,3
2429,Barnabas Collins Dark Shadows Game,0,27
2437,The Barons of Fyn,0,23
2438,LNL  Laplace,0,8
2439,Queen Victoria's Navy,0,10
2441,Bones,1,14
2445,Chaseback,1,6
2449,Lord of the Rings  Friends & Foes,23,2631
2450,Deuce,0,29
2451,Slasher Flick,2,7
2459,Planes & Trains,1,29
2465,Not Necessarily Rum,1,4
2466,Imagic,1,21
2467,Zillionaire,0,23
2468,Zero Zap,1,17
2469,Wildcatter,1,25
2473,Winkeladvokat,0,25
2475,Frag  Death Match,1,210
2477,Kippour 1973,2,15
2479,Candidate,2,16
2486,Flipop,1,12
2488,Casanova,0,17
2490,The Chicago Way,2,28
2498,1-2-3 Go!,1,5
2500,Express Chess,2,27
2501,Global Chess,1,17
2504,Massai,0,13
2506,Himmel und H\u00f6lle,0,6
2508,Caverns Deep,0,8
2509,Dark Heaven Apocalypse,2,6
2512,Charmed  The Book of Shadows,0,25
2514,Skyline,0,25
2519,Gammarauders  Revenge of the Factoids,0,82
2522,General Hospital,0,1
2523,Jingo,0,0
2525,Fort Worth Scene,0,0
2526,Rules of the Road,0,6
2528,Good Guys 'n Bad Guys,1,11
2530,Maelstrom  The Coming of Chaos,1,7
2534,Stargate SG-1  La Vengeance d'Apophis,0,9
2548,Loopino,0,17
2550,Snarf Quest,0,29
2551,Fire On The Suns  Tactical Command Fleet Book 1,0,0
2552,Fire On The Suns  Tactical Command!,0,0
2556,Z\u00fcndstoff,0,25
2561,Pollyanna,2,23
2568,Monsterjagd,0,25
2571,Mutabohn,1,70
2572,Quicksand,1,29
2575,Isfahan,3,83
2576,Kampf um Rom  Das Kartenspiel,1,18
2586,Trivial Pursuit  Game Show,0,29
2587,Cross of Iron,7,864
2590,Temptation Poker,0,23
2591,Carcassonne  The River,69,9477
2592,Director's Cut,0,25
2594,Quadragammon,0,4
2595,Moon Dragon,0,11
2614,Babble-On,1,24
2617,Knack den Code-X,0,7
2618,Westw\u00e4rts,0,8
2619,Welt der Winde,0,15
2620,Schwimmer in der W\u00fcste,0,6
2621,Claim,1,18
2622,Kontor  Das Exportlager,1,45
2624,Das Hornberger Schiessen,0,22
2626,Das Phantom,0,28
2628,Der Kleine Riese Kasimir,0,11
2630,Die Bombe,0,26
2631,Die Chinesische Mauer,1,25
2636,My Brain is Bleeding,0,19
2642,Frontrunner,0,4
2644,Who Framed Roger Rabbit?,1,10
2647,MediCumLaude,0,2
2648,Talk Show,0,11
2654,Snap,0,15
2658,Integralis  Die verr\u00fcckte Keilerei in der Buchbinderei,0,6
2659,Die VampirConnection,0,22
2660,Bid It Right  The Price is Right Card Game,0,14
2661,Small Soldiers Big Battle Game,1,23
2662,Super Giant Monster Showdown  Destroy Tokyo Tower,1,25
2663,Super Giant Monster Showdown  Cybernetic Attachments,1,20
2670,Web of Power  The Vatican,2,157
2671,Cheeeese Please,0,6
2673,Hesketh's Legacy,0,1
2677,Commercial Crazies,0,26
2683,Join us Together,0,0
2685,Acronym,0,3
2687,Baseball Card All Star Game,2,10
2691,Lancer,0,4
2692,Black Beauty Downs,1,1
2694,Donnerwetter,2,24
2695,Weatherslam,0,17
2696,Palenque,0,27
2700,Rauchzeichen,0,2
2702,Renaissance Traders,0,0
2703,Another Day,0,163
2704,New Tactical Games with Dice and Cards,0,19
2711,Buntb\u00e4r & Co.,0,16
2712,Samarcanda,1,13
2714,Another Day,0,154
2715,Another Day,0,150
2722,Booze Cruise,1,10
2723,Dippi Totale,0,0
2726,Crazy Clock Game,1,18
2732,Pole Position,0,21
2735,Hossa! Seefahrer-Erweiterung,0,5
2739,More Cosmic Encounter,3,478
2741,Chez Geek 3  Block Party,4,1002
2744,SHOC,0,5
2745,WaveLength,0,2
2746,Asteroid Pirates,1,24
2747,Airplay,0,2
2752,Combat Cards,0,13
2754,Clintonopoly!,0,6
2755,New America,1,5
2761,Knights of the Dinner Table  Orcs \u2013 The Reckoning,0,24
2768,Combo,0,10
2772,Mutant Chess,0,3
2789,Duck Pond,0,10
2790,Regentropfenspiel,0,2
2796,Quickely Dice,0,4
2797,Chez Geek 2  Slack Attack,5,1039
2798,The Ironclads Expansion Kit,1,95
2801,Goldraub in London,0,19
2802,War in Europe,7,167
2803,Ave,0,5
2804,200 Jahre Montgolfieren,0,6
2805,Caravans\u00e9rail,0,3
2807,The Settlers of Catan  5-6 Player Extension,120,13742
2810,Checkpoint  Danger!,1,22
2813,Scrabble Duplicate Crossword Game,0,22
2815,Chutes \u00e0 gogo,0,2
2820,Astromagie,0,20
2822,Ur\u00e4us,0,6
2827,Seneti,0,11
2828,Karnak,0,2
2829,Theben,3,5
2830,Talon,0,1
2831,Meander,0,2
2837,Ant Wars,0,3
2846,Supremacy  The Unconventional Forces,0,98
2847,Supremacy  High-Tech Edge for Strategic Forces,0,93
2848,Supremacy  High-Tech Edge for Conventional Forces,0,88
2849,Supremacy  Fortuna,2,108
2850,Supremacy  Boomers \u2013 Ballistic Missile Subs,2,86
2851,Supremacy  Mega Map,1,114
2852,Supremacy  Mega Supremacy \u2013 Challenge of the New World Order,0,89
2859,Destiny,0,1
2861,Aquitaine  Strategy and the Medieval War Ride,0,14
2862,Mr. Bunny's Internet Startup Game,0,8
2865,Kersplatt!,0,17
2869,Column,0,2
2870,The Fishing Game,0,4
2873,Warpath,1,22
2874,Pentagonal,0,5
2880,Abstracts,2,28
2883,The Book of Classic Board Games,5,245
2888,Starfire II,2,134
2890,Supremacy  Main Battle Tanks,0,95
2892,Starfire III,3,102
2893,Imperial Starfire,2,79
2894,Starfire New Empires,2,41
2896,Strike It Rich,0,4
2898,Collect,0,11
2899,The Stock Exchange Game,0,10
2900,Philately,0,4
2905,Pancho Villa,1,17
2906,Jurassic Park III  The Spinosaurus Chase Game,0,27
2912,Hounds and Jackals  Game of the Pharaohs,0,19
2913,Supremacy  Neutron Bombs and Killer Satellites,1,136
2914,Supremacy  The Middle Powers,0,117
2915,The Settlers of Catan Card Game Expansions,13,2008
2923,Listen Up!,0,28
2924,Mr. Ree!   The Fireside Detective,4,28
2926,The Goonies,0,12
2930,The Game of Hoboken,0,0
2931,New York in a Box,0,5
2934,Square Dance,0,5
2939,Fjord,1,12
2945,Teufel nochmal!,0,11
2948,Kuh & Kompagnon,0,5
2949,Dune  Spice Harvest,2,226
2950,Dune  The Duel,2,230
2951,Morecambe & Wise Game,0,4
2953,Trivial Pursuit  Genus II,3,487
2954,Supremacy  Colonial Legions and Merchant Marine,0,50
2959,Scrabble Word Rummy,0,15
2964,Underwriter,0,1
2966,Craonne,1,20
2967,Middleman,0,3
2976,Men Against Fire,0,10
2977,Headlines,0,4
2982,Task Force,0,10
2983,Head to Head Golf,0,7
2984,Save Doctor Lucky on Moon Base Copernicus,0,130
2985,Train Raider,0,14
2992,Rythmo,0,5
2993,Carcassonne  The Expansion,154,18541
2999,Gobbos' Banquet,1,22
3002,Circuit,0,0
3006,Pin Point,0,18
3009,King of the Mountain,0,15
3011,Supermoney,1,9
3012,Group Therapy,1,13
3014,HiQue,0,16
3017,Framed!,0,22
3019,Showdown Poker,0,8
3023,Video 221B Baker Street,1,29
3025,Questique,0,0
3026,The Book of Medieval Wargames,0,9
3029,Sheffield Shares,0,7
3031,Flightplan,0,27
3033,Bus Boss  USA,0,21
3038,Rhombo Continuo,0,15
3042,Survival \/ The Barbarian,2,55
3043,TurfMaster Course Collection 1,1,115
3055,Counterstrike,0,11
3058,Schaumermal,0,22
3060,Detour!,0,20
3062,Pyramis,1,29
3066,Zone X,0,24
3068,Komme Gleich,1,29
3069,Triangle Game,0,7
3073,Just Wait,0,17
3079,Dollars and Dibble,0,6
3082,Deception,0,7
3088,Dallas,0,8
3092,Spritfresser,0,9
3094,Patch Worlds,0,2
3098,Verdict,0,12
3101,Der Berg ruft,0,15
3103,Pitagoras,0,21
3104,Cham\u00e4leon,1,22
3105,Bronco Ranch,0,3
3106,Drei Chinesen mit dem Kontrabass,0,8
3111,Daumen Drauf,1,26
3113,Empire,0,20
3116,Battlebikes,1,53
3117,Peasantry,0,16
3118,Up Front  Desert War,2,255
3120,Demono,1,26
3121,Succession,0,1
3123,Tr\u00fcffeln Schn\u00fcffeln,0,10
3126,Auf + Zu,0,6
3131,Isaac Asimov presents Super Quiz II,1,21
3132,Isaac Asimov presents Super Quiz III,0,5
3134,The Card Game for Lovers,0,0
3135,GLE'X,0,0
3136,Z-Chess,0,1
3142,Willow,0,15
3145,Paroli,0,12
3146,El Grande  Grossinquisitor und Kolonien,7,374
3148,La Strada,0,8
3150,Takt Voll,0,29
3151,Star Fighter,0,13
3153,Fantasy Conflict,1,3
3158,The Home Stretch,0,26
3164,Rigatoni Intriganti,0,18
3165,Euro,0,0
3167,The Whole Brain Game,2,23
3168,Alexander's Generals,0,27
3171,Princess of Power Game,0,2
3172,Herself the Elf  Elf-Fun Game,0,2
3173,The World of Wall Street,2,24
3176,Quickit,0,0
3179,Action Test,0,2
3180,Soundbytes,0,2
3184,Travellers' Tour Through the United States,0,0
3186,The Famous Monarchs of England Card Game,1,23
3187,Clue Jr. Travel Game,0,9
3191,Juwelenzauber,2,12
3193,Oxford  Cambridge Boat Race,0,16
3195,Hydra,1,20
3196,Denkste!,0,15
3197,Kopf oder Knopf,1,18
3200,Ruslan and Liudmila,0,0
3204,PRO-GRIDIRON,0,1
3207,Respond!,0,25
3211,UFO,0,10
3213,Pagoda,1,22
3215,Smart,0,9
3217,The Three Stooges Trivia Game,0,5
3220,Lost World,0,4
3221,Nieznaika on the Moon,1,0
3222,Wizard of Oz's Emerald Town,0,1
3223,Sherlock Holmes Consulting Detective  Adventures by Gaslight,3,84
3224,Sherlock Holmes Consulting Detective  The Mansion Murders,5,275
3225,Sherlock Holmes Consulting Detective  The Queen's Park Affair,3,186
3227,Sushi-Jalape\u0144o War,0,21
3232,Fraggle Rock,2,28
3244,Hype,0,23
3250,Runngus' Game,0,9
3252,Beziehungskisten,2,11
3254,Carrott's Canny Captions,0,4
3256,King Tut,0,1
3257,Baywatch  The Game,0,2
3258,Alien Encounter,0,10
3259,Hoodwinked,0,1
3260,Gaukelspiel,1,18
3261,Little League Lunatics,0,23
3264,Crisis  A Twisted Laugh at Life,1,14
3272,Great Walls,0,19
3277,Save Our Bureaucrats,0,3
3278,Capital Punishment,0,21
3280,Miss Universe,0,0
3281,Gulliver's Travel,0,0
3282,Web of Power  The Duel,2,90
3283,Kontor  3 & 4 player expansion,0,30
3286,Holocaust,0,6
3287,Vier auf einen Streich,0,4
3288,Odyssee,0,24
3289,Der Blaumilch-Kanal,0,14
3291,Osiris,1,22
3292,Bloody Mary,0,8
3296,Plan-Cheroli,0,6
3297,Grabsch,1,29
3299,In Dubio Pro Reo,0,2
3300,Die Druiden,0,22
3301,Denkste!?,1,3
3303,Ostindien Company,1,26
3304,Im Rampenlicht,0,4
3310,Irono Ofubi,0,4
3311,Challenge the Zodiac,0,6
3315,Die LeuchtturmArchitekten,0,11
3322,Soccerboss,0,22
3323,Slapstick,0,7
3326,Frag  Fire Zone,1,141
3327,The Scotch Whisky Game,0,5
3331,Die Perlen der Scheherazade,0,7
3332,Karmas,0,5
3334,Illegal,0,15
3336,Hol's der Teufel,0,12
3345,Admiral On Deck,0,5
3346,Sea-Life,0,10
3350,Schaska,1,24
3351,Wer ist der T\u00e4ter?,1,26
3355,Junk Yard,1,29
3362,Red Dragon Dice Game,0,9
3364,Tripjat,2,7
3366,Das Zeitungsspiel,0,6
3368,Tr\u00f6deln,1,13
3372,Zamix,0,4
3375,Kaos,0,18
3379,The Amazing Spider-Man Game,0,2
3380,ReBoot Mainframe Game,0,2
3381,Chancer  The Game,0,3
3382,Sharpe's Attack,0,20
3387,Snowboard,0,4
3388,Bill  Le jeu,0,0
3391,Loft Story,0,0
3392,Outlaw & Posse,0,4
3395,Cross Over,0,3
3396,Chiamo!,2,25
3397,Kooky Kalooki,0,17
3399,SeaNochle,0,7
3401,Undercover,0,19
3407,Key Whiz,0,0
3410,Halleluja,2,21
3415,The Mystic Wood Extension Kit,1,59
3418,Danger Guy,0,16
3420,Tip the Cows!,1,24
3426,Give Us A Clue,0,3
3428,Save The World,0,19
3429,The Party Game,1,14
3431,The Idiot Box,0,6
3432,PSI,0,22
3433,ESP,0,6
3436,Schatzsucher,2,8
3437,Gogol,3,6
3438,Shendao,0,13
3440,Quip Qubes,0,26
3441,Marino,1,6
3443,Politrics,0,7
3444,Royal Comette,0,7
3445,Playing Shakespeare,0,6
3446,Game Spice  Monopoly Expansion,0,3
3448,Hazard,0,23
3450,The Dickens Game,1,27
3451,Coffee!,0,29
3453,The Zodiac Game,0,4
3454,Ludus Romanus,0,20
3455,Runestone,0,13
3456,The Hieroglyphs Game,0,19
3458,The Celtic Game,0,10
3460,Kaubojai,0,3
3461,OrkoMondo,2,21
3462,Savana,0,1
3467,Star Quest,1,24
3469,China Topf,1,17
3474,Sandsplatters,0,4
3479,Killer Instinct,0,10
3481,Nemesis,0,7
3489,Derby,0,3
3491,Dragon Ball  Alla ricerca delle Sette Sfere,0,9
3493,Ferrari F1,1,8
3494,Gran Gol,0,25
3496,Il gioco del campionato,0,6
3498,Il gioco della Formula Uno,0,5
3501,Fantasy,1,27
3505,Super Pippo,0,2
3506,D3 Time Warriors,0,4
3508,Hold Everything!,0,20
3509,Alfreds Other Game,0,9
3511,The Christmas Game,0,9
3519,Millionary,0,18
3520,U.E.F.A.,0,5
3521,Your America,1,12
3530,Stars On Stripes Football Game,0,3
3536,1-2-3 OY!,0,3
3537,A-B-C OY!,0,3
3539,Largo Winch,0,1
3541,Noble Celts,0,15
3542,XIII  Le Complot,0,15
3544,Antagon,0,8
3545,Trivial Pursuit  Flicks,0,15
3546,The Mage's Triangle,0,10
3550,Stock Market Specialist,0,20
3555,Stick Around,1,17
3556,Mime Smashing,0,4
3579,Numero,0,10
3580,Zock!,0,3
3582,Rennfieber,1,17
3583,Zon Ahl,0,6
3587,Schicksack,0,13
3588,Mini Mind Mover 3,0,12
3589,Beast Wars Transformers Mutating Card Game,0,26
3591,Cribb Derby,0,5
3592,Konradin oder Interregnum,0,24
3596,Take 4,0,5
3599,Link,0,5
3601,MegaNation,0,9
3607,Dauntless,5,304
3609,Crescendo of Doom,9,676
