objectid,cat1,cat2,cat3,cat3,cat4,cat5
160495,Ancient, card,NaN,NaN,NaN,NaN
1353,Humor, Party Game,NaN,NaN,NaN,NaN
196326,card, Deduction,NaN,NaN,NaN,NaN
205398,Bluffing, card, City Building, Fantasy, Medieval,NaN
180511,Renaissance,NaN,NaN,NaN,NaN,NaN
70512,Fantasy,NaN,NaN,NaN,NaN,NaN
88,strategy, Medieval,NaN,NaN,NaN,NaN
156858,secret_agent, War,NaN,NaN,NaN,NaN
126792,Animals, Environmental, Farming,NaN,NaN,NaN
586,card, War, War,NaN,NaN,NaN
117959,Dice,NaN,NaN,NaN,NaN,NaN
30380,Economic, Farming,NaN,NaN,NaN,NaN
216734,card, Dice, Fantasy, Fighting,NaN,NaN
3201,Adventure, Bluffing, Deduction, Fantasy, Adaptation, Adaptation
20963,Adventure, Deduction, Fighting, Horror, Adaptation,NaN
37904,Racing, Sports,NaN,NaN,NaN,NaN
21763,Deduction, murder_mystery,NaN,NaN,NaN,NaN
10547,Adventure, Exploration, Horror, Miniatures,NaN,NaN
203416,Ancient, Deduction, Puzzle, Real-time,NaN,NaN
155624,Deduction, Fighting, Miniatures, Sci_Fi, secret_agent,NaN
36235,strategy, Medieval,NaN,NaN,NaN,NaN
170561,card, Dice, Fantasy,NaN,NaN,NaN
282524,Horror, Miniatures, Adaptation,NaN,NaN,NaN
249259,strategy, Medieval, War,NaN,NaN,NaN
123540,Travel,NaN,NaN,NaN,NaN,NaN
113294,Adventure, Dice, Electronic, Exploration, Real-time,NaN
162007,Racing, Sci_Fi,NaN,NaN,NaN,NaN
15364,Economic,NaN,NaN,NaN,NaN,NaN
111799,Economic, War, Political, War,NaN,NaN
9823,War, War,NaN,NaN,NaN,NaN
192457,Fighting, Miniatures, Sci_Fi, War,NaN,NaN
234277,Economic,NaN,NaN,NaN,NaN,NaN
46,Renaissance,NaN,NaN,NaN,NaN,NaN
68425,card, Civilization, Sci_Fi, Space Exploration,NaN,NaN
13004,Ancient,NaN,NaN,NaN,NaN,NaN
158889,card, Fantasy, Fighting,NaN,NaN,NaN
269210,Dice,NaN,NaN,NaN,NaN,NaN
79127,Fighting, Miniatures, Adaptation, Sci_Fi, Space Exploration,NaN
179803,Adventure, Fantasy, Fighting, Miniatures,NaN,NaN
269207,Dice,NaN,NaN,NaN,NaN,NaN
168584,card, Adaptation, Deduction,NaN,NaN,NaN
73761,Exploration, Sports,NaN,NaN,NaN,NaN
167400,card, Dice, Fantasy, Fighting,NaN,NaN
55600,Economic, industry_manuf, War,NaN,NaN,NaN
2163,Fighting, Miniatures, Sci_Fi,NaN,NaN,NaN
154825,Economic, industry_manuf,NaN,NaN,NaN,NaN
24800,War, War,NaN,NaN,NaN,NaN
18098,War, War,NaN,NaN,NaN,NaN
107529,Medieval, Territory Building,NaN,NaN,NaN,NaN
31563,Adventure, Exploration, Fantasy, Adaptation,NaN,NaN
226522,Deduction, murder_mystery, Puzzle, Real-time,NaN,NaN
263918,Fantasy, Territory Building,NaN,NaN,NaN,NaN
146278,strategy, card, Fantasy, Fighting,NaN,NaN
137988,Horror, Miniatures, Zombies,NaN,NaN,NaN
100423,Adventure, card, Dice, Fantasy, Fighting, Horror
22345,Dice, Economic,NaN,NaN,NaN,NaN
235802,Adventure, Dice, Fantasy, Fighting,NaN,NaN
5782,Animals, card,NaN,NaN,NaN,NaN
188866,card, Deduction, Humor, Adaptation, murder_mystery,NaN
244271,card, Dice, Fantasy, Fighting,NaN,NaN
26997,War, Political, War,NaN,NaN,NaN
143741,American West, Bluffing, Deduction, Dice, Fighting, Party Game
38996,Age of Reason, American Revolutionary War, War,NaN,NaN,NaN
171499,Economic, Farming, Territory Building,NaN,NaN,NaN
173442,Civilization, Exploration, Renaissance,NaN,NaN,NaN
245654,Dice, Trains,NaN,NaN,NaN,NaN
110277,card, City Building, Sci_Fi,NaN,NaN,NaN
132018,Political, War, War,NaN,NaN,NaN
170416,Adventure, Exploration, Fantasy,NaN,NaN,NaN
143515,industry_manuf, Trains, Transportation,NaN,NaN,NaN
202426,Economic, Negotiation, Sci_Fi,NaN,NaN,NaN
43528,Economic, Medieval, Adaptation, Religious,NaN,NaN
213893,Mythology,NaN,NaN,NaN,NaN,NaN
251247,Economic, Environmental, industry_manuf,NaN,NaN,NaN
193558,Ancient, Mythology,NaN,NaN,NaN,NaN
113997,Deduction, murder_mystery,NaN,NaN,NaN,NaN
168435,City Building, Negotiation,NaN,NaN,NaN,NaN
230253,card, Fighting, Sci_Fi,NaN,NaN,NaN
173064,Math, Sci_Fi, Space Exploration,NaN,NaN,NaN
41002,War, Renaissance,NaN,NaN,NaN,NaN
232219,strategy,NaN,NaN,NaN,NaN,NaN
47185,card, Collectible, Fantasy, Fighting, Mythology,NaN
242574,War,NaN,NaN,NaN,NaN,NaN
153016,Party Game,NaN,NaN,NaN,NaN,NaN
29603,War, War,NaN,NaN,NaN,NaN
148575,Collectible, Adaptation, Dice, Fighting,NaN,NaN
160499,Dice, Fighting, Adaptation, Sci_Fi,NaN,NaN
244992,card, Number,NaN,NaN,NaN,NaN
156336,card, Exploration, Fantasy,NaN,NaN,NaN
117915,Medieval,NaN,NaN,NaN,NaN,NaN
166384,Bluffing, Deduction, Humor, Party Game, secret_agent,NaN
72321,Economic, Adaptation,NaN,NaN,NaN,NaN
131287,Economic, War, Transportation,NaN,NaN,NaN
198953,Renaissance,NaN,NaN,NaN,NaN,NaN
162286,Sci_Fi, Adaptation,NaN,NaN,NaN,NaN
169654,Dice, Exploration, War, Party Game,NaN,NaN
262215,Economic,NaN,NaN,NaN,NaN,NaN
179275,card, Dice, Fantasy, Medieval, Adaptation,NaN
7717,City Building, Medieval,NaN,NaN,NaN,NaN
30957,Ancient, Political,NaN,NaN,NaN,NaN
177590,Bluffing, War, Political, War,NaN,NaN
224710,Adventure, Fantasy, Fighting, Horror, Medieval, Miniatures
203417,Deduction, Puzzle, Real-time,NaN,NaN,NaN
91872,Adventure, Exploration, Fantasy, Fighting, Miniatures, Adaptation
224597,card, Collectible, Dice, Fantasy, Fighting, Miniatures
156943,Age of Reason, card, City Building, Economic,NaN,NaN
69789,card, Fantasy,NaN,NaN,NaN,NaN
2955,strategy, City Building, Territory Building,NaN,NaN,NaN
483,Bluffing, Negotiation, Political, Post-War, War,NaN
82421,card, Fantasy, Fighting,NaN,NaN,NaN
165401,Political,NaN,NaN,NaN,NaN,NaN
35570,Economic, industry_manuf,NaN,NaN,NaN,NaN
699,Adventure, Exploration, Fantasy, Fighting, Miniatures,NaN
103886,card, Collectible, Adaptation, Sci_Fi,NaN,NaN
1035,War, War,NaN,NaN,NaN,NaN
193949,Civilization, Exploration, Adaptation, Negotiation, Sci_Fi, Space Exploration
244228,strategy, Animals,NaN,NaN,NaN,NaN
132028,War, War,NaN,NaN,NaN,NaN
41066,Negotiation, War, Political, Religious, Renaissance, War
156689,card, Adaptation,NaN,NaN,NaN,NaN
139898,Economic, industry_manuf,NaN,NaN,NaN,NaN
200147,Animals, card,NaN,NaN,NaN,NaN
82420,card, Fantasy, Fighting,NaN,NaN,NaN
71721,card, Fighting, Sci_Fi,NaN,NaN,NaN
528,strategy,NaN,NaN,NaN,NaN,NaN
21882,City Building, Fantasy,NaN,NaN,NaN,NaN
28181,War, War,NaN,NaN,NaN,NaN
94,Economic, Trains,NaN,NaN,NaN,NaN
20100,Bluffing, Party Game, Trivia,NaN,NaN,NaN
12002,card, Economic,NaN,NaN,NaN,NaN
40628,Economic, Farming,NaN,NaN,NaN,NaN
12891,Age of Reason, War,NaN,NaN,NaN,NaN
220520,Economic, Fantasy, Farming,NaN,NaN,NaN
12962,Animals, Environmental, Territory Building,NaN,NaN,NaN
163602,Real-time, Sci_Fi, Adaptation,NaN,NaN,NaN
156566,Fantasy,NaN,NaN,NaN,NaN,NaN
137269,City Building, Economic, industry_manuf, Sci_Fi,NaN,NaN
151004,card, Fantasy, Horror, Humor, Mythology, Prehistoric
65901,Economic, industry_manuf, Transportation,NaN,NaN,NaN
2453,strategy, Territory Building,NaN,NaN,NaN,NaN
2181,card,NaN,NaN,NaN,NaN,NaN
256916,Ancient, Economic,NaN,NaN,NaN,NaN
432,card,NaN,NaN,NaN,NaN,NaN
161417,card, Number,NaN,NaN,NaN,NaN
171273,Dexterity, Dice, Real-time,NaN,NaN,NaN
119788,Civilization, Exploration, Fantasy, Fighting,NaN,NaN
258036,Stonemaier Games, Arclight, CrowD Games, Delta Vision Publishing, Feuerland Spiele, Ghenos Games
2398,card,NaN,NaN,NaN,NaN,NaN
12902,City Building, Medieval,NaN,NaN,NaN,NaN
201825,card, Fantasy,NaN,NaN,NaN,NaN
183840,card, Economic, Medieval,NaN,NaN,NaN
191051,Sci_Fi,NaN,NaN,NaN,NaN,NaN
145659,Farming,NaN,NaN,NaN,NaN,NaN
27976,Adventure, Fantasy, Fighting, Miniatures, Sci_Fi,NaN
26566,American West, City Building, Economic,NaN,NaN,NaN
1345,Negotiation, Renaissance,NaN,NaN,NaN,NaN
220,card,NaN,NaN,NaN,NaN,NaN
148319,Bluffing, Deduction, murder_mystery,NaN,NaN,NaN
9440,City Building,NaN,NaN,NaN,NaN,NaN
1041,Medieval, Political,NaN,NaN,NaN,NaN
155362,Bluffing, Fighting, Humor, Mafia, Negotiation, Party Game
194879,Bluffing, card, Deduction, Sci_Fi,NaN,NaN
491,Medieval, Territory Building,NaN,NaN,NaN,NaN
8125,Farming,NaN,NaN,NaN,NaN,NaN
154458,Civilization, Economic, Exploration,NaN,NaN,NaN
129948,City Building, Economic, Renaissance,NaN,NaN,NaN
53953,card, Fantasy, Fighting,NaN,NaN,NaN
108784,card, Fantasy,NaN,NaN,NaN,NaN
202408,Fighting, Miniatures, Sci_Fi, Adaptation,NaN,NaN
256730,Economic, industry_manuf,NaN,NaN,NaN,NaN
13642,Age of Reason, card, Political,NaN,NaN,NaN
98351,card, Civilization, Sci_Fi, Space Exploration,NaN,NaN
51,strategy, Maze, Puzzle, Real-time,NaN,NaN
106217,2011/2012 Boardgames Australia Awards Best International Game Nominee, 2012 Deutscher Spiele Preis Best Family/Adult Game 3rd Place, 2012 Golden Geek Best Strategy Board Game Nominee, 2012 International Gamers Award - General Strategy: Multi-player Nominee, 2012 Spiel des Jahres Kennerspiel des Jahres Recommended,NaN
45,Bluffing, Dice, Adaptation, Party Game,NaN,NaN
175117,Adventure, Aviation, card, Fantasy,NaN,NaN
29368,Fighting, Horror, Miniatures, Zombies,NaN,NaN
69779,Ancient, Civilization, Economic, Fighting, Territory Building, War
201921,Adventure, Fantasy, Adaptation,NaN,NaN,NaN
158275,Collectible, Adaptation, Dice, Fighting,NaN,NaN
108906,Racing, Sports,NaN,NaN,NaN,NaN
26990,Economic, industry_manuf, War, Transportation,NaN,NaN
52461,Age of Reason, card, Economic,NaN,NaN,NaN
197443,Bluffing, card, Deduction, Number, secret_agent,NaN
66356,Adventure, Exploration, Fantasy, Fighting, Miniatures,NaN
181687,Economic,NaN,NaN,NaN,NaN,NaN
240,Ancient, Civilization, Medieval, War,NaN,NaN
169124,Dexterity, American West, Fighting,NaN,NaN,NaN
172047,Fantasy, Fighting, Horror, Miniatures,NaN,NaN
37380,Ancient, City Building, Civilization, Dice,NaN,NaN
98229,Dexterity, Party Game, Real-time,NaN,NaN,NaN
170624,Medieval,NaN,NaN,NaN,NaN,NaN
260605,Animals, Dice, Racing,NaN,NaN,NaN
191977,card,NaN,NaN,NaN,NaN,NaN
226320,Childrens Game, Economic, Exploration, Fantasy, Fighting, Math
16747,Dexterity, Dice, Party Game,NaN,NaN,NaN
122298,card, Educational,NaN,NaN,NaN,NaN
231581,Economic, Exploration, Fantasy, Horror,NaN,NaN
904,Adaptation,NaN,NaN,NaN,NaN,NaN
8051,Ancient, City Building, Territory Building,NaN,NaN,NaN
65244,Adventure, Fantasy,NaN,NaN,NaN,NaN
223040,card, Fantasy,NaN,NaN,NaN,NaN
177678,Dice, Renaissance,NaN,NaN,NaN,NaN
95064,card, Fantasy,NaN,NaN,NaN,NaN
160851,2015 Cardboard Republic Socializer Laurel Nominee, 2015 Golden Geek Best Family Board Game Nominee, 2015 Mensa Select Winner, 2016 SXSW Tabletop Game of the Year Nominee,NaN,NaN
72225,Economic, Environmental, industry_manuf,NaN,NaN,NaN
233247,Civilization,NaN,NaN,NaN,NaN,NaN
89409,card, Fighting, Print & Play,NaN,NaN,NaN
174570,card, Adaptation, Sci_Fi,NaN,NaN,NaN
158435,strategy, Fantasy, Negotiation, Renaissance, War,NaN
147151,Deduction, Party Game,NaN,NaN,NaN,NaN
939,Fighting, Miniatures, Adaptation, Sci_Fi, War,NaN
91514,Dexterity, Animals, Childrens Game, Party Game,NaN,NaN
207830,card, Fantasy, Fighting, Real-time,NaN,NaN
171669,American West, Dice,NaN,NaN,NaN,NaN
15512,Adventure, Bluffing, Exploration,NaN,NaN,NaN
19600,Ancient, Civilization, Fighting, War, Territory Building,NaN
554,City Building, Civilization, Renaissance, Territory Building,NaN,NaN
85897,card, Fantasy,NaN,NaN,NaN,NaN
207243,Adventure, Exploration, Fantasy, Fighting, Puzzle,NaN
30645,Negotiation, Political, Territory Building,NaN,NaN,NaN
163839,Adventure, Economic, Fantasy, Medieval,NaN,NaN
41,Dice,NaN,NaN,NaN,NaN,NaN
38054,Animals, Racing, Sports,NaN,NaN,NaN
27588,Animals,NaN,NaN,NaN,NaN,NaN
150145,card, War, Pirates,NaN,NaN,NaN
179172,card, City Building, Economic, Print & Play,NaN,NaN
168917,Animals, card, Fantasy, Humor,NaN,NaN
45986,Fantasy, Fighting, Medieval,NaN,NaN,NaN
195560,Miniatures,NaN,NaN,NaN,NaN,NaN
203427,Animals, card,NaN,NaN,NaN,NaN
161866,Horror, Miniatures, Zombies,NaN,NaN,NaN
131646,Economic, Exploration, Sci_Fi, Space Exploration, Transportation,NaN
160018,card, Fantasy, Humor, Mythology, Sci_Fi, Zombies
66505,Economic,NaN,NaN,NaN,NaN,NaN
135779,Bluffing, Deduction, Party Game,NaN,NaN,NaN
2093,strategy,NaN,NaN,NaN,NaN,NaN
165838,Fighting, Miniatures, Sci_Fi,NaN,NaN,NaN
59946,Adventure, Exploration, Fantasy, Fighting, Horror, Miniatures
200077,card, Economic, industry_manuf,NaN,NaN,NaN
180680,Racing, Sports, Transportation,NaN,NaN,NaN
224,Ancient, Civilization, Medieval, Renaissance, War,NaN
1301,card, Collectible, Sci_Fi,NaN,NaN,NaN
104363,Fighting, Negotiation, Political, Sci_Fi,NaN,NaN
72287,Bluffing, Deduction, murder_mystery, Post-War,NaN,NaN
204516,Educational, Medieval, War,NaN,NaN,NaN
195137,Dexterity, Adventure, Fantasy, Fighting,NaN,NaN
22825,Miniatures, War, War,NaN,NaN,NaN
104710,Fantasy, Fighting,NaN,NaN,NaN,NaN
15817,War, Pirates, Transportation,NaN,NaN,NaN
1822,Age of Reason, War, War,NaN,NaN,NaN
217780,Ancient, Civilization,NaN,NaN,NaN,NaN
154086,American West, Economic, Territory Building,NaN,NaN,NaN
156776,card, Collectible, Fighting,NaN,NaN,NaN
60,Ancient, Civilization, Territory Building,NaN,NaN,NaN
67492,Fantasy, Medieval, Miniatures, Adaptation, War,NaN
131260,Dice,NaN,NaN,NaN,NaN,NaN
234671,2017 Golden Geek Best Cooperative Game Nominee,NaN,NaN,NaN,NaN,NaN
190082,Bluffing, Deduction, Memory, murder_mystery,NaN,NaN
256382,card, Fantasy, Medieval, Adaptation, Mythology, Adaptation
141517,Bluffing, Fantasy, Horror, murder_mystery, Adaptation, Political
150999,Ancient, card, Religious,NaN,NaN,NaN
222514,Adventure, Adaptation, Fighting, Miniatures,NaN,NaN
178336,Post-War,NaN,NaN,NaN,NaN,NaN
55427,Deduction, murder_mystery,NaN,NaN,NaN,NaN
204027,Farming, Puzzle,NaN,NaN,NaN,NaN
157403,War, Pirates, Transportation,NaN,NaN,NaN
218333,Dexterity, Animals, Childrens Game,NaN,NaN,NaN
8045,Economic, Negotiation, Renaissance,NaN,NaN,NaN
182340,Adaptation, Sci_Fi, Space Exploration,NaN,NaN,NaN
1465,card,NaN,NaN,NaN,NaN,NaN
223953,Real-time,NaN,NaN,NaN,NaN,NaN
216459,Adventure, card, Exploration,NaN,NaN,NaN
241724,card, City Building, industry_manuf, Medieval,NaN,NaN
175324,Bluffing, card, Deduction,NaN,NaN,NaN
255692,Sci_Fi, Space Exploration,NaN,NaN,NaN,NaN
125678,card, Adaptation,NaN,NaN,NaN,NaN
25669,strategy,NaN,NaN,NaN,NaN,NaN
551,American War, War,NaN,NaN,NaN,NaN
56692,card, Adaptation,NaN,NaN,NaN,NaN
136991,Dexterity, Fantasy, Real-time,NaN,NaN,NaN
185589,War, Pirates,NaN,NaN,NaN,NaN
25568,City Building,NaN,NaN,NaN,NaN,NaN
75449,Economic, Renaissance,NaN,NaN,NaN,NaN
200954,card, City Building, Farming,NaN,NaN,NaN
249381,City Building, Economic,NaN,NaN,NaN,NaN
269144,City Building, Civilization,NaN,NaN,NaN,NaN
66056,card, City Building, Medieval, Territory Building,NaN,NaN
180593,card, Economic, Horror,NaN,NaN,NaN
1382,Animals, Racing, Sports,NaN,NaN,NaN
171233,card, Fantasy,NaN,NaN,NaN,NaN
197070,Adventure, Exploration, Fantasy, Fighting, Miniatures,NaN
193214,Dexterity, Animals,NaN,NaN,NaN,NaN
135382,Adventure, card, Sci_Fi,NaN,NaN,NaN
230080,card, Medieval,NaN,NaN,NaN,NaN
18100,Ancient, Territory Building,NaN,NaN,NaN,NaN
207691,Trains,NaN,NaN,NaN,NaN,NaN
127518,War, War,NaN,NaN,NaN,NaN
197405,strategy,NaN,NaN,NaN,NaN,NaN
97903,Dexterity, Horror,NaN,NaN,NaN,NaN
191231,Territory Building, Transportation,NaN,NaN,NaN,NaN
242639,Bluffing, Deduction, Exploration, Adaptation, Pirates,NaN
253344,Fantasy, Fighting, Horror,NaN,NaN,NaN
122522,card, Fantasy, Humor, Pirates, Sci_Fi, Zombies
198454,Deduction, Party Game, Real-time, Word Game,NaN,NaN
137649,Fighting, Horror, Miniatures, Sci_Fi,NaN,NaN
230244,Sci_Fi,NaN,NaN,NaN,NaN,NaN
6830,strategy, Deduction, Puzzle,NaN,NaN,NaN
176165,Animals, card, Fantasy,NaN,NaN,NaN
11825,War, War, War,NaN,NaN,NaN
202670,Trains,NaN,NaN,NaN,NaN,NaN
87890,Economic, industry_manuf,NaN,NaN,NaN,NaN
184151,card, Collectible, Fantasy,NaN,NaN,NaN
157809,Ancient, Civilization, Dice, Medieval, Renaissance,NaN
8203,strategy, Animals,NaN,NaN,NaN,NaN
35497,Animals, Educational, Trivia,NaN,NaN,NaN
94246,War, Educational, War,NaN,NaN,NaN
71671,Mythology,NaN,NaN,NaN,NaN,NaN
251658,card, City Building, Territory Building,NaN,NaN,NaN
217449,strategy, Number, Puzzle,NaN,NaN,NaN
5737,Medieval, Territory Building,NaN,NaN,NaN,NaN
164265,Adaptation, Deduction, Memory, murder_mystery,NaN,NaN
68264,War, War,NaN,NaN,NaN,NaN
239464,card, City Building,NaN,NaN,NaN,NaN
130176,Animals, card, Childrens Game, Adaptation, Racing,NaN
219215,Deduction, Party Game, Real-time, Word Game,NaN,NaN
142326,Civilization, Exploration, Mythology, Territory Building,NaN,NaN
212402,Animals, Fantasy,NaN,NaN,NaN,NaN
17396,War, War,NaN,NaN,NaN,NaN
35052,War, War,NaN,NaN,NaN,NaN
156091,Mafia, Adaptation, Negotiation, Territory Building,NaN,NaN
152162,card,NaN,NaN,NaN,NaN,NaN
287954,strategy,NaN,NaN,NaN,NaN,NaN
50768,Fighting, Medieval, Political,NaN,NaN,NaN
1634,Adventure, Exploration, Fantasy, Fighting, Miniatures,NaN
91536,Dice, Fantasy, Fighting,NaN,NaN,NaN
104020,Economic, War,NaN,NaN,NaN,NaN
221,War, Medieval, Territory Building, War,NaN,NaN
207336,card, City Building, Territory Building,NaN,NaN,NaN
40793,American West, Dice,NaN,NaN,NaN,NaN
38823,War, War,NaN,NaN,NaN,NaN
159473,War, War,NaN,NaN,NaN,NaN
121410,City Building, Dice, Real-time, Sci_Fi,NaN,NaN
1608,Exploration, Fighting, War, War,NaN,NaN
34084,Bluffing, card, Fantasy,NaN,NaN,NaN
153065,card,NaN,NaN,NaN,NaN,NaN
177524,Dexterity, Animals, Childrens Game,NaN,NaN,NaN
151007,card, Fantasy, Fighting, Pirates,NaN,NaN
823,Adventure, Fantasy, Adaptation,NaN,NaN,NaN
214887,Economic, Environmental, industry_manuf,NaN,NaN,NaN
27364,card, City Building, Economic, Medieval,NaN,NaN
124,Prehistoric,NaN,NaN,NaN,NaN,NaN
21523,Adventure, Exploration, Fantasy, Fighting,NaN,NaN
134352,Bluffing, card, Deduction, Negotiation, Party Game, Print & Play
183880,Adaptation, Sci_Fi, War,NaN,NaN,NaN
198830,Exploration, Fantasy, Fighting, Medieval, Miniatures, War
176544,Economic, industry_manuf,NaN,NaN,NaN,NaN
44163,Economic, industry_manuf,NaN,NaN,NaN,NaN
229265,War, Economic, Farming, Fighting,NaN,NaN
327,Dexterity, Animals, Aviation, Childrens Game, Electronic, Adaptation
833,American War, War,NaN,NaN,NaN,NaN
37628,card,NaN,NaN,NaN,NaN,NaN
112,Bluffing, card, Medieval, Negotiation,NaN,NaN
229892,Economic, industry_manuf, War, Transportation,NaN,NaN
42910,Ancient, City Building, Civilization,NaN,NaN,NaN
163154,Ancient, War,NaN,NaN,NaN,NaN
187377,card, City Building, Fantasy, Humor, Medieval, Mythology
17329,Dexterity, Animals, Childrens Game,NaN,NaN,NaN
216092,card, Exploration, Puzzle, Real-time,NaN,NaN
227460,Ancient, card, Miniatures, Political, War,NaN
274960,card,NaN,NaN,NaN,NaN,NaN
121297,card, War,NaN,NaN,NaN,NaN
182694,Bluffing, Deduction, murder_mystery, Adaptation,NaN,NaN
157001,card, Territory Building, Trains,NaN,NaN,NaN
23094,Economic, industry_manuf, Sci_Fi,NaN,NaN,NaN
175199,card, Print & Play,NaN,NaN,NaN,NaN
30381,City Building, Economic, War,NaN,NaN,NaN
140933,Dice,NaN,NaN,NaN,NaN,NaN
24068,Adventure, Bluffing, card, Deduction, Horror, Party Game
8989,Economic, Medieval, War, Transportation,NaN,NaN
235488,Dice,NaN,NaN,NaN,NaN,NaN
4099,City Building, Medieval,NaN,NaN,NaN,NaN
145639,Dexterity, Animals, Childrens Game,NaN,NaN,NaN
252328,Aviation, Bluffing, Collectible, Miniatures, Adaptation, Sci_Fi
91873,City Building, Economic, Medieval,NaN,NaN,NaN
194880,card,NaN,NaN,NaN,NaN,NaN
95103,Adventure, Miniatures,NaN,NaN,NaN,NaN
91080,War, Political, War,NaN,NaN,NaN
38159,Bluffing, card, Deduction, Horror, murder_mystery, Negotiation
18258,Sci_Fi, Space Exploration,NaN,NaN,NaN,NaN
2507,War, Political,NaN,NaN,NaN,NaN
154246,Animals,NaN,NaN,NaN,NaN,NaN
204836,Electronic, Puzzle, Real-time,NaN,NaN,NaN
230,Economic, Exploration, Sci_Fi, Space Exploration, Transportation,NaN
57390,Dexterity, Adventure, Fantasy, Fighting,NaN,NaN
251678,Dice, Trains,NaN,NaN,NaN,NaN
253284,Trains,NaN,NaN,NaN,NaN,NaN
19100,Animals, Economic, Farming, Territory Building,NaN,NaN
214880,Economic, Educational, industry_manuf,NaN,NaN,NaN
221318,American West, Trains,NaN,NaN,NaN,NaN
37836,Ancient, War, War,NaN,NaN,NaN
278,card, City Building, Territory Building,NaN,NaN,NaN
123955,Aviation, War, War,NaN,NaN,NaN
132372,card, Medieval,NaN,NaN,NaN,NaN
16992,strategy, Fantasy,NaN,NaN,NaN,NaN
218509,Civilization, Economic, Exploration, Sci_Fi, Space Exploration,NaN
195162,Medical, Adaptation,NaN,NaN,NaN,NaN
527,strategy,NaN,NaN,NaN,NaN,NaN
855,City Building,NaN,NaN,NaN,NaN,NaN
39953,card, Collectible, Fantasy, Fighting, Medieval, Negotiation
223750,card, Word Game,NaN,NaN,NaN,NaN
164338,Civilization, Territory Building,NaN,NaN,NaN,NaN
147303,Economic, War,NaN,NaN,NaN,NaN
30618,Humor, Party Game,NaN,NaN,NaN,NaN
13823,card, Fantasy,NaN,NaN,NaN,NaN
218479,Fantasy,NaN,NaN,NaN,NaN,NaN
183571,Dice, Print & Play, Sci_Fi,NaN,NaN,NaN
60435,Racing, Sports,NaN,NaN,NaN,NaN
152470,Medieval, Negotiation, Political, Territory Building,NaN,NaN
174660,City Building,NaN,NaN,NaN,NaN,NaN
198740,card, Deduction, Fantasy, Horror,NaN,NaN
234477,Fantasy, Medieval,NaN,NaN,NaN,NaN
175095,Horror, Zombies,NaN,NaN,NaN,NaN
244115,card, Fantasy, Sci_Fi,NaN,NaN,NaN
