objectid,name,yearpublished,sortindex,minplayers,maxplayers,minplaytime,maxplaytime,totalvotes,usersrated,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic
868,Atlantis,2000,18478,0,0,0,0,0,12,Historien Spiele Galerie (Historien Spielegalerie),NaN,NaN,NaN,NaN,NaN
874,Pythago,2000,18479,1,6,60,60,0,11,Puzzle,NaN,NaN,NaN,NaN,NaN
892,Ad Mania,1997,18480,2,4,60,60,0,6,Acting,NaN,NaN,NaN,NaN,NaN
893,Smuggle,2000,18481,2,6,90,90,0,5,Cooperative Game,NaN,NaN,NaN,NaN,NaN
894,LifeLinks,2000,18482,1,8,10,10,0,2,Auction/Bidding, Betting and Bluffing, Cooperative Game, Trading,NaN,NaN
896,Stir Crazy,1996,18483,6,12,180,180,0,7,Party Game,NaN,NaN,NaN,NaN,NaN
897,Dear Abby,1992,18484,3,4,60,60,0,1,Party Game,NaN,NaN,NaN,NaN,NaN
898,Initial Reaction,1985,18485,2,6,45,45,0,16,Party Game, Trivia,NaN,NaN,NaN,NaN
907,Beheaded,1998,18486,2,30,30,30,1,4,Pattern Recognition,NaN,NaN,NaN,NaN,NaN
913,High Bohn,2000,18487,3,5,45,45,2,347,Hand Management, Set Collection, Trading,NaN,NaN,NaN
926,The Cities and Knights of Catan,1998,18488,3,4,90,90,158,15833,Dice Rolling, Hand Management, Memory, Modular Board, Network and Route Building, Trading
945,Nametrain,1993,18489,2,6,45,45,0,6,Dice, Memory, Music, Sports, Trivia, Word Game
946,Rolazone,1999,18490,2,2,30,30,0,0,Action / Dexterity, Sports,NaN,NaN,NaN,NaN
960,Grapple,1999,18491,2,6,10,10,0,1,Card Game, Fighting, Memory, Sports,NaN,NaN
961,ZOKI,2000,18492,1,6,30,30,0,19,Betting and Bluffing, Memory, Set Collection, Tile Placement, Trick-taking,NaN
962,Contango,2000,18493,2,6,90,90,0,0,Auction/Bidding, Commodity Speculation, Simultaneous Action Selection, Stock Holding, Trading,NaN
967,Kommissar X,1992,18494,2,6,30,30,0,24,Card Game, Memory,NaN,NaN,NaN,NaN
972,Seven Deadly Sins,2000,18495,2,7,90,90,1,5,Card Drafting, Roll / Spin and Move, Simultaneous Action Selection,NaN,NaN,NaN
975,The Keep,1983,18496,3,6,45,45,0,29,Cooperative Game,NaN,NaN,NaN,NaN,NaN
985,Corner the Market,1999,18497,2,6,120,120,0,6,Commodity Speculation, Stock Holding,NaN,NaN,NaN,NaN
989,1848,1998,18498,2,2,0,0,1,25,Card Game,NaN,NaN,NaN,NaN,NaN
992,Alcazar,1978,18499,2,2,30,30,1,29,Enclosure,NaN,NaN,NaN,NaN,NaN
994,Auf Trab im Sulkydrom,1998,18500,2,8,30,30,0,12,Racing, Sports,NaN,NaN,NaN,NaN
995,Svea Rike  Batalj,1998,18501,2,5,180,180,2,82,Campaign / Battle Card Driven, Cooperative Game, Dice Rolling, Simulation,NaN,NaN
1005,Der Tiger ist los,1998,18502,2,4,15,15,0,16,Cooperative Game, Roll / Spin and Move,NaN,NaN,NaN,NaN
1010,Diver,1998,18503,2,6,0,0,0,10,Schleef/Jacobsen,NaN,NaN,NaN,NaN,NaN
1015,Finger weg von Mona Lisa,1999,18504,2,5,60,60,0,9,Secret Unit Deployment, Team-Based Game,NaN,NaN,NaN,NaN
1016,Finito,1996,18505,2,3,20,20,1,23,Card Drafting, Set Collection,NaN,NaN,NaN,NaN
1018,Galaxis,1999,18506,3,4,20,20,0,25,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
1020,Canyon  Grand Canyon,1999,18507,3,6,0,0,0,109,Card Game, Expansion for Base-game,NaN,NaN,NaN,NaN
1021,Harun,1984,18508,2,20,25,25,0,6,Auction/Bidding, Dice Rolling,NaN,NaN,NaN,NaN
1023,Himalaya,1998,18509,2,5,45,45,0,11,Hand Management, Point to Point Movement, Roll / Spin and Move,NaN,NaN,NaN
1027,Konzern,1997,18510,3,6,90,90,1,26,Card Game, Dice, Economic,NaN,NaN,NaN
1033,Xenophon  10,2000,18511,2,2,120,120,2,29,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
1046,Max.X,1989,18512,1,8,10,10,1,21,Dice Rolling,NaN,NaN,NaN,NaN,NaN
1050,Momo,1987,18513,2,8,60,60,0,6,Cooperative Game, Storytelling,NaN,NaN,NaN,NaN
1051,Mutternland,1997,18514,2,6,45,45,1,21,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
1055,Paule Panik,1996,18515,2,5,45,45,2,8,Card Drafting,NaN,NaN,NaN,NaN,NaN
1056,Piratenpoker,1998,18516,3,5,20,20,0,28,Auction/Bidding, Card Drafting,NaN,NaN,NaN,NaN
1057,Pow Wow,1996,18517,2,6,10,10,0,17,Card Drafting, Dice Rolling, Roll / Spin and Move,NaN,NaN,NaN
1058,Rockets,1998,18518,3,4,45,45,0,14,Card Game, Space Exploration,NaN,NaN,NaN,NaN
1061,Sansibar,1991,18519,3,5,45,45,1,19,Roll / Spin and Move, Set Collection,NaN,NaN,NaN,NaN
1068,Ordino,1972,18520,2,6,30,30,0,1,Card Game, Racing,NaN,NaN,NaN,NaN
1069,Head Quarter,1995,18521,2,2,15,15,2,20,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
1075,Big Bang,1995,18522,2,4,15,15,0,4,Zoch Verlag,NaN,NaN,NaN,NaN,NaN
1077,Baubylon,1981,18523,2,6,60,60,0,28,Dice Rolling,NaN,NaN,NaN,NaN,NaN
1080,Evolution,1986,18524,2,6,0,0,0,9,Prehistoric,NaN,NaN,NaN,NaN,NaN
1083,Hexenjagd,1993,18525,2,6,0,0,0,2,Dice Rolling,NaN,NaN,NaN,NaN,NaN
1085,Kaminett,1992,18526,2,4,45,45,0,3,Dice Rolling,NaN,NaN,NaN,NaN,NaN
1086,Der Schatz der Erdgeister,1998,18527,2,4,45,45,0,10,Fantasy, Memory,NaN,NaN,NaN,NaN
1088,Luftschl\u00f6sser,1988,18528,2,4,60,60,0,10,Schmidt Spiele,NaN,NaN,NaN,NaN,NaN
1089,Feuer und Wasser,1999,18529,2,2,10,10,0,8,Rock-Paper-Scissors,NaN,NaN,NaN,NaN,NaN
1092,Die Goldene Eins,1990,18530,2,6,30,30,0,9,Movies / TV / Radio theme,NaN,NaN,NaN,NaN,NaN
1097,Don't Give Up Your Day Job!,2000,18531,6,41,120,120,0,0,Acting, Cooperative Game, Singing,NaN,NaN,NaN
1100,Check the Ripper,1994,18532,2,4,45,45,0,23,ASS Altenburger Spielkarten,NaN,NaN,NaN,NaN,NaN
1104,Kiezk\u00f6nig,2000,18533,3,6,60,60,0,7,Heidelberger Spieleverlag,NaN,NaN,NaN,NaN,NaN
1114,Botany Bay,1999,18534,3,4,360,360,0,3,Economic,NaN,NaN,NaN,NaN,NaN
1129,Archimedes,1995,18535,2,3,20,20,0,10,Area Movement,NaN,NaN,NaN,NaN,NaN
1134,Road Warrior,1996,18536,2,8,0,0,1,11,Campaign / Battle Card Driven, Player Elimination, Roll / Spin and Move,NaN,NaN,NaN
1135,Quest For Power,1997,18537,1,8,90,90,0,7,Cooperative Game, Modular Board, Variable Player Powers,NaN,NaN,NaN
1137,Die Siedler von Catan  Das Buch zum Spielen,2000,18538,2,6,60,60,6,681,Dice Rolling, Modular Board, Pick-up and Deliver, Trading,NaN,NaN
1139,Fantastische Ballonreise,1977,18539,2,5,45,45,0,3,Dice Rolling,NaN,NaN,NaN,NaN,NaN
1141,Pass the Gas,1999,18540,2,6,45,45,0,5,Aviation / Flight, Dice, Racing,NaN,NaN,NaN
1151,Money,2000,18541,2,6,90,90,0,0,Trading,NaN,NaN,NaN,NaN,NaN
1154,Nuts! To You,1987,18542,2,2,20,20,0,0,Abstract Strategy, Puzzle,NaN,NaN,NaN,NaN
1158,Rus',2000,18543,3,4,180,180,0,15,Variable Player Powers,NaN,NaN,NaN,NaN,NaN
1165,Delfino,1989,18544,2,4,45,45,1,16,Dice Rolling, Tile Placement,NaN,NaN,NaN,NaN
1166,Dow Jones,1993,18545,3,7,0,0,0,16,Dice Rolling,NaN,NaN,NaN,NaN,NaN
1169,Geisterstunde,1997,18546,2,6,30,30,3,17,Childrens Game,NaN,NaN,NaN,NaN,NaN
1172,Lucky Five,1998,18547,2,6,30,30,0,17,Betting and Bluffing,NaN,NaN,NaN,NaN,NaN
1179,Tendix,1998,18548,2,3,45,45,1,15,db-Spiele,NaN,NaN,NaN,NaN,NaN
1180,Tower of Babylon,0,18549,0,0,0,0,0,0,Freie Spiel,NaN,NaN,NaN,NaN,NaN
1181,Tschau Knacki,1996,18550,3,4,20,60,0,6,Card Game,NaN,NaN,NaN,NaN,NaN
1183,Walkabout,1996,18551,3,6,0,0,0,4,Paper-and-Pencil,NaN,NaN,NaN,NaN,NaN
1185,Casablanca,1977,18552,2,4,30,30,1,16,Betting and Bluffing, Set Collection,NaN,NaN,NaN,NaN
1186,C'est la Vie,1991,18553,2,5,10,10,0,8,Set Collection,NaN,NaN,NaN,NaN,NaN
1195,Cloudbusters,1998,18554,3,4,60,60,0,5,Science Fiction, Wargame,NaN,NaN,NaN,NaN
1201,Game,1999,18555,2,8,10,10,0,26,Card Game, Childrens Game, Puzzle, Sports,NaN,NaN
1204,RallySport Board Game,2001,18556,2,6,240,240,0,5,Cooperative Game, Team-Based Game,NaN,NaN,NaN,NaN
1214,Kommando,1998,18557,2,2,15,15,2,22,Card Game, Fighting,NaN,NaN,NaN,NaN
1220,Looping,1991,18558,2,6,20,20,0,15,Childrens Game, Racing,NaN,NaN,NaN,NaN
1223,Fat Cats,1993,18559,3,6,20,20,0,20,Betting and Bluffing,NaN,NaN,NaN,NaN,NaN
1224,Gods,1997,18560,2,4,45,45,2,7,Hexagon Grid, Variable Player Powers,NaN,NaN,NaN,NaN
1228,Maneuver,1979,18561,2,2,45,45,0,11,Secret Unit Deployment,NaN,NaN,NaN,NaN,NaN
1236,So ein Zirkus,1998,18562,2,4,10,10,0,25,Memory,NaN,NaN,NaN,NaN,NaN
1238,Schlangennest,1995,18563,2,4,20,20,1,23,Tile Placement,NaN,NaN,NaN,NaN,NaN
1241,BattleGrid,2001,18564,2,2,45,45,0,5,Area-Impulse, Campaign / Battle Card Driven, Secret Unit Deployment,NaN,NaN,NaN
1248,Hacker II  The Dark Side,1993,18565,2,8,120,120,1,170,Card Game, Expansion for Base-game, Political,NaN,NaN,NaN
1274,Cue Me!,1989,18566,3,8,60,60,3,28,Dice Rolling, Team-Based Game,NaN,NaN,NaN,NaN
1292,Octet,1999,18567,2,6,30,30,0,5,Racing, Sports,NaN,NaN,NaN,NaN
1316,Plem Plem,2001,18568,3,7,60,60,0,26,Party Game,NaN,NaN,NaN,NaN,NaN
1320,The Dog's Meow,2001,18569,2,6,10,10,0,24,Card Game, Childrens Game, Real-time,NaN,NaN,NaN
1328,Contra,2001,18570,2,2,30,30,1,14,Tile Placement,NaN,NaN,NaN,NaN,NaN
1332,Ancient Empires,1998,18571,4,7,360,360,0,12,Action Points, Trading,NaN,NaN,NaN,NaN
1340,Doubloon Lagoon,2001,18572,2,4,30,30,0,3,Campaign / Battle Card Driven, Hexagon Grid, Secret Unit Deployment,NaN,NaN,NaN
1347,Simple GBoH,2000,18573,2,2,90,90,3,238,Ancient, Book, Expansion for Base-game, Wargame,NaN,NaN
1349,Atlantic,2001,18574,2,6,120,120,0,18,Stock Holding, Voting,NaN,NaN,NaN,NaN
1357,Play To Become a Millionaire,1999,18575,2,8,60,60,0,9,Trick-taking,NaN,NaN,NaN,NaN,NaN
1361,Die Siedler von Catan  Historische Szenarien II,2001,18576,4,6,90,90,8,550,Dice Rolling, Network and Route Building, Trading,NaN,NaN,NaN
1369,Earthdefenders,2001,18577,1,1,10,10,0,0,Wargame,NaN,NaN,NaN,NaN,NaN
1384,Abenteuer im Wichtelwald,2000,18578,2,4,0,0,0,20,Mythology,NaN,NaN,NaN,NaN,NaN
1385,Aber Hallo!,2000,18579,3,4,0,0,2,29,Trick-taking,NaN,NaN,NaN,NaN,NaN
1386,Alarm,1992,18580,3,5,20,40,1,17,Push Your Luck,NaN,NaN,NaN,NaN,NaN
1388,Alles klar?,1999,18581,2,5,0,0,0,21,Hand Management,NaN,NaN,NaN,NaN,NaN
1389,Alles oder Nichts,1988,18582,3,6,30,30,0,14,Trick-taking,NaN,NaN,NaN,NaN,NaN
1392,Banking,1999,18583,2,6,60,60,1,6,Dice Rolling, Stock Holding,NaN,NaN,NaN,NaN
1393,Basta!,1994,18584,2,6,0,0,1,18,Push Your Luck,NaN,NaN,NaN,NaN,NaN
1409,Spawn  The Game,1995,18585,2,4,30,30,0,29,Action Points, Tile Placement,NaN,NaN,NaN,NaN
1432,Breakout!,1975,18586,2,6,45,45,0,23,Modular Board, Roll / Spin and Move, Tile Placement,NaN,NaN,NaN
1438,Scre-e-ech!,1989,18587,2,4,20,20,0,12,Modular Board,NaN,NaN,NaN,NaN,NaN
1440,Dinoquest,1989,18588,2,6,60,60,2,21,Cooperative Game, Set Collection,NaN,NaN,NaN,NaN
1441,Turtles,1982,18589,2,4,30,30,0,3,Pick-up and Deliver,NaN,NaN,NaN,NaN,NaN
1451,Dimenticato,1998,18590,2,4,20,20,1,27,Modular Board,NaN,NaN,NaN,NaN,NaN
1454,RYB,2000,18591,2,5,20,20,0,2,Trading,NaN,NaN,NaN,NaN,NaN
1455,Rocketball,2001,18592,2,2,30,30,0,4,Area-Impulse, Hexagon Grid, Tile Placement,NaN,NaN,NaN
1456,Run,2000,18593,2,5,45,45,0,9,Action Points, Simultaneous Action Selection,NaN,NaN,NaN,NaN
1458,Peep War,2001,18594,2,6,90,90,0,6,Hexagon Grid, Modular Board,NaN,NaN,NaN,NaN
1462,Crazy Rummy,1998,18595,2,2,20,20,0,6,Set Collection,NaN,NaN,NaN,NaN,NaN
1466,Rebel Rails,2001,18596,2,6,150,150,0,18,Pick-up and Deliver,NaN,NaN,NaN,NaN,NaN
1476,Entrepreneur,1987,18597,2,6,45,45,0,23,Card Game, Economic,NaN,NaN,NaN,NaN
1478,VI Caesars,1982,18598,2,6,180,180,0,19,Area Movement, Dice Rolling,NaN,NaN,NaN,NaN
1479,Towers of Wyoming,2000,18599,2,4,20,20,0,2,Set Collection,NaN,NaN,NaN,NaN,NaN
1481,Blind Ignorance,1999,18600,2,10,30,30,0,4,Deduction, Party Game, Trivia,NaN,NaN,NaN
1485,Domingo,1982,18601,2,4,20,20,0,6,Tile Placement,NaN,NaN,NaN,NaN,NaN
1486,Plunder,1997,18602,4,6,90,90,0,12,Set Collection, Variable Player Powers,NaN,NaN,NaN,NaN
1487,Another Day,2000,18603,3,8,45,45,0,160,Acting, Dice Rolling,NaN,NaN,NaN,NaN
1490,The Cigar Game,1998,18604,3,6,45,45,0,3,Set Collection,NaN,NaN,NaN,NaN,NaN
1492,Manic Minelayers,2000,18605,2,2,10,10,0,3,Abstract Strategy, Print & Play,NaN,NaN,NaN,NaN
1494,Bohnanza Erweiterungs-Set (Revised Edition),2001,18606,3,7,60,60,14,1235,Hand Management, Set Collection, Trading,NaN,NaN,NaN
1495,Stash,1992,18607,2,5,120,120,0,17,Pick-up and Deliver,NaN,NaN,NaN,NaN,NaN
1507,Isis,1992,18608,2,7,30,30,1,12,Abstract Strategy, Ancient,NaN,NaN,NaN,NaN
1521,Supremacy  Warlords and Pirates of the Neutral Zones,1987,18609,0,0,10,10,0,157,Economic, Expansion for Base-game, Wargame,NaN,NaN,NaN
1523,Pharao,1984,18610,2,2,30,30,1,16,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
1526,PitchCar Extension 1,1997,18611,2,8,20,20,14,1609,Modular Board,NaN,NaN,NaN,NaN,NaN
1529,Ramses,1988,18612,2,2,30,30,3,28,Area Movement,NaN,NaN,NaN,NaN,NaN
1532,Supremacy  Resource Deck Two,1987,18613,2,6,340,340,0,124,Expansion for Base-game,NaN,NaN,NaN,NaN,NaN
1538,Het 1845 Spel,1965,18614,2,6,30,30,0,10,Commodity Speculation, Dice Rolling, Roll / Spin and Move,NaN,NaN,NaN
1539,Amro-Dam,1977,18615,3,3,30,30,0,11,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
1541,Block Mania  Mega-Mania,1987,18616,3,4,120,180,4,211,Action Points,NaN,NaN,NaN,NaN,NaN
1548,Libero,1984,18617,2,2,45,45,0,2,Abstract Strategy, Sports,NaN,NaN,NaN,NaN
1553,Judge 'n' Jury,1995,18618,2,4,45,45,0,10,Team-Based Game,NaN,NaN,NaN,NaN,NaN
1554,Total Attack!! Soccer,1993,18619,2,2,120,120,1,26,Sports,NaN,NaN,NaN,NaN,NaN
1557,Space Empires,1981,18620,2,6,120,120,1,25,Hexagon Grid, Variable Player Powers,NaN,NaN,NaN,NaN
1564,Avant\u00e9,1967,18621,2,2,30,30,0,15,Set Collection,NaN,NaN,NaN,NaN,NaN
1565,Mississippi Queen  The Black Rose,1998,18622,2,6,45,45,4,821,Action Points, Grid Movement, Modular Board, Pick-up and Deliver, Race,NaN
1569,RoboRally  Armed and Dangerous,1995,18623,2,8,90,90,7,1371,Modular Board, Simultaneous Action Selection,NaN,NaN,NaN,NaN
1573,Banzai,1984,18624,1,2,60,60,8,483,Campaign / Battle Card Driven, Hand Management,NaN,NaN,NaN,NaN
1592,ChessMage  Deck of the Myriad Shards,2001,18625,2,2,45,45,0,0,Elemental Designer Games,NaN,NaN,NaN,NaN,NaN
1595,Tension,1970,18626,2,4,10,10,1,19,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
1596,Nevo,1979,18627,2,2,30,30,2,14,Point to Point Movement,NaN,NaN,NaN,NaN,NaN
1600,Russian Roulette,1986,18628,2,6,45,45,0,4,Betting and Bluffing,NaN,NaN,NaN,NaN,NaN
1601,Ivy Towers,1981,18629,2,4,60,60,0,1,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
1605,Ambush! Purple Heart,1985,18630,1,1,240,240,8,402,Action Points, Hexagon Grid, Secret Unit Deployment,NaN,NaN,NaN
1606,Ambush! Move Out!,1984,18631,1,1,240,240,13,488,Action Points, Hexagon Grid, Secret Unit Deployment,NaN,NaN,NaN
1609,Creature Features,1975,18632,2,6,120,120,2,22,Horror,NaN,NaN,NaN,NaN,NaN
1610,The Worlds of Boris Vallejo,1984,18633,1,6,60,60,0,28,Modular Board,NaN,NaN,NaN,NaN,NaN
1612,Ambush! Silver Star,1987,18634,1,1,240,240,9,297,Action Points, Hexagon Grid, Secret Unit Deployment,NaN,NaN,NaN
1624,Quest of the Magic Ring,1975,18635,2,7,60,60,1,29,Pick-up and Deliver, Roll / Spin and Move, Variable Player Powers,NaN,NaN,NaN
1630,Galileo,2001,18636,2,5,45,45,0,22,Betting and Bluffing, Tile Placement,NaN,NaN,NaN,NaN
1639,Archie Bunker's Card Game,1972,18637,2,4,30,30,0,23,Trick-taking,NaN,NaN,NaN,NaN,NaN
1643,Romeo und Julia,2000,18638,2,4,45,45,1,4,Trick-taking,NaN,NaN,NaN,NaN,NaN
1646,Maul of America  Chopping Maul,1999,18639,2,6,120,120,0,11,Modular Board,NaN,NaN,NaN,NaN,NaN
1652,Escape from the Casbah,1975,18640,2,6,90,90,0,12,Pick-up and Deliver, Roll / Spin and Move, Variable Player Powers,NaN,NaN,NaN
1655,Drinkers Wild,1981,18641,2,4,90,90,0,13,Humor,NaN,NaN,NaN,NaN,NaN
1658,Police State,1976,18642,2,8,120,120,0,8,Idea Development Company (IDEVCO), LA Producers Partnership,NaN,NaN,NaN,NaN
1659,Beat Detroit,1972,18643,2,6,90,90,0,17,Transportation,NaN,NaN,NaN,NaN,NaN
1661,Balance of Power,1979,18644,2,2,30,30,1,27,Dice Rolling, Point to Point Movement,NaN,NaN,NaN,NaN
1664,Heisse \u00d6fen,1999,18645,2,4,10,10,0,16,Dice Rolling, Modular Board, Push Your Luck,NaN,NaN,NaN
1667,Battle Hymn  Leatherneck,1988,18646,1,1,240,240,6,151,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
1670,Modern Naval Battles II  The Campaign Game,1990,18647,2,6,90,90,1,143,Action Points,NaN,NaN,NaN,NaN,NaN
1671,Modern Naval Battles III,1990,18648,2,6,120,120,1,127,Action Points,NaN,NaN,NaN,NaN,NaN
1675,Illuminati  Brainwash,2001,18649,2,8,180,180,3,188,Variable Player Powers,NaN,NaN,NaN,NaN,NaN
1676,Blood Bowl  DeathZone,1994,18650,2,2,120,120,0,712,Dice Rolling, Variable Player Powers,NaN,NaN,NaN,NaN
1677,Knightmare Chess 2,1998,18651,2,2,60,60,5,607,Grid Movement,NaN,NaN,NaN,NaN,NaN
1683,Hot Property!,1985,18652,2,6,90,90,0,10,Action Points,NaN,NaN,NaN,NaN,NaN
1685,Kremlin  Revolution,1989,18653,3,6,90,90,1,185,Expansion for Base-game,NaN,NaN,NaN,NaN,NaN
1689,War of the Networks,1979,18654,2,4,90,90,0,24,Auction/Bidding, Secret Unit Deployment, Simultaneous Action Selection, Tile Placement,NaN,NaN
1704,Attacke,1977,18655,2,4,45,45,0,0,Bluffing, Wargame,NaN,NaN,NaN,NaN
1728,Mouse,1994,18656,2,4,30,30,0,7,Action / Dexterity, Childrens Game, Real-time,NaN,NaN,NaN
1732,Bei Nacht und Nebel,1990,18657,2,4,45,45,0,22,Exploration, Memory,NaN,NaN,NaN,NaN
1733,Jago,1972,18658,2,2,30,30,0,15,Word Game,NaN,NaN,NaN,NaN,NaN
1734,Epicus,2001,18659,2,4,180,180,0,11,Cooperative Game,NaN,NaN,NaN,NaN,NaN
1736,Talisman  The Adventure,1986,18660,2,6,240,240,1,934,Dice Rolling, Role Playing, Roll / Spin and Move, Variable Player Powers,NaN,NaN
1737,Talisman Expansion Set,1986,18661,2,6,120,120,3,983,Dice Rolling, Role Playing, Roll / Spin and Move, Variable Player Powers,NaN,NaN
1739,Talisman Dragons,1993,18662,2,6,240,240,0,471,Dice Rolling, Role Playing, Roll / Spin and Move, Variable Player Powers,NaN,NaN
1740,Talisman City,1989,18663,2,6,240,240,2,1079,Dice Rolling, Role Playing, Roll / Spin and Move, Variable Player Powers,NaN,NaN
1741,The Talisman Dungeon,1987,18664,2,6,240,240,5,1227,Dice Rolling, Role Playing, Roll / Spin and Move, Variable Player Powers,NaN,NaN
1743,Talisman Timescape,1988,18665,2,6,240,240,2,938,Dice Rolling, Role Playing, Roll / Spin and Move, Variable Player Powers,NaN,NaN
1745,Heroes for Dungeonquest,1987,18666,1,4,90,90,0,393,Modular Board, Rock-Paper-Scissors, Role Playing, Tile Placement, Variable Player Powers,NaN
1746,Dungeonquest  Catacombs,1988,18667,1,4,90,90,0,453,Modular Board, Rock-Paper-Scissors, Tile Placement, Variable Player Powers,NaN,NaN
1747,Eyewitness Newsreel Challenge  A VCR Game,1985,18668,2,12,60,60,0,11,Movies / TV / Radio theme, Party Game, Trivia,NaN,NaN,NaN
1752,Haps,2000,18669,2,2,45,45,0,29,Secret Unit Deployment, Variable Player Powers,NaN,NaN,NaN,NaN
1754,Kiek,1999,18670,3,8,10,100,0,17,Splotter Spellen,NaN,NaN,NaN,NaN,NaN
1755,Fette K\u00fche,1995,18671,3,5,60,60,0,4,Farming,NaN,NaN,NaN,NaN,NaN
1756,Gossip,1998,18672,4,6,30,30,0,5,Splotter Spellen,NaN,NaN,NaN,NaN,NaN
1759,Advanced Heroquest  Terror in the Dark,1991,18673,2,5,120,120,2,185,Cooperative Game, Modular Board, Role Playing, Variable Player Powers,NaN,NaN
1761,HeroQuest  Return of the Witch Lord,1991,18674,2,5,120,120,11,1284,Roll / Spin and Move, Team-Based Game, Variable Player Powers,NaN,NaN,NaN
1762,HeroQuest  Kellar's Keep,1991,18675,2,5,120,120,11,1351,Roll / Spin and Move, Team-Based Game, Variable Player Powers,NaN,NaN,NaN
1763,HeroQuest  Barbarian Quest Pack,1992,18676,2,5,120,120,4,276,Cooperative Game, Role Playing, Variable Player Powers,NaN,NaN,NaN
1764,HeroQuest  Elf Quest Pack,1992,18677,2,5,120,120,5,226,Cooperative Game, Role Playing, Variable Player Powers,NaN,NaN,NaN
1765,HeroQuest  Against the Ogre Horde,1993,18678,2,5,120,120,3,446,Cooperative Game, Role Playing, Variable Player Powers,NaN,NaN,NaN
1767,HeroQuest  Wizards of Morcar,1993,18679,2,5,120,120,4,467,Cooperative Game, Role Playing, Variable Player Powers,NaN,NaN,NaN
1774,Sale of the Century,1969,18680,3,5,30,30,0,25,Commodity Speculation,NaN,NaN,NaN,NaN,NaN
1775,Password Plus,1978,18681,4,4,30,30,1,29,Deduction, Movies / TV / Radio theme, Puzzle, Word Game,NaN,NaN
1776,Divine Right  Scarlet Empire,1997,18682,2,6,180,180,1,3,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
1777,Dark World  Village of Fear,1993,18683,2,5,90,90,2,173,Role Playing,NaN,NaN,NaN,NaN,NaN
1778,Dark World  Dragon's Gate,1993,18684,2,5,90,90,1,75,Role Playing,NaN,NaN,NaN,NaN,NaN
1786,Og,1994,18685,2,4,60,60,0,10,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
1787,Pentacle,1990,18686,3,6,60,60,0,5,Card Game, Fantasy, Fighting, Medieval,NaN,NaN
1788,Phart!  The Dispersing,1995,18687,2,6,60,60,0,17,Action Queue,NaN,NaN,NaN,NaN,NaN
1789,Raiders and Traders  The Heroic Age of Greece,1979,18688,1,4,120,120,1,27,Ancient, Economic, Negotiation, Political, Wargame,NaN
1791,Space Race,1991,18689,1,6,90,90,0,6,Action Points, Tile Placement, Trading,NaN,NaN,NaN
1795,Risk \u00c9dition Napol\u00e9on  Extension Empire Ottoman,2000,18690,2,6,120,120,0,31,Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling,NaN,NaN
1798,Battle Dice,2000,18691,2,5,30,30,0,7,Action Points,NaN,NaN,NaN,NaN,NaN
1801,Clean Sweep,2001,18692,2,5,20,20,0,2,(Unknown),NaN,NaN,NaN,NaN,NaN
1807,Shrimpin',2003,18693,2,6,90,90,0,10,Card Game,NaN,NaN,NaN,NaN,NaN
1808,Witch Hunt,2000,18694,3,5,60,60,0,24,Card Game,NaN,NaN,NaN,NaN,NaN
1809,Rally,2001,18695,2,6,30,30,0,1,Racing,NaN,NaN,NaN,NaN,NaN
1813,Chalet,0,18696,2,6,90,90,0,9,Abstract Strategy, City Building,NaN,NaN,NaN,NaN
1828,Doomsday Cult 2000,1998,18697,2,6,30,30,0,0,Card Game,NaN,NaN,NaN,NaN,NaN
1834,Chill Out!,1996,18698,2,4,10,10,1,7,Awesome Games,NaN,NaN,NaN,NaN,NaN
1838,The Who,1969,18699,3,5,30,30,1,18,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
1839,Odd Ball,0,18700,2,4,30,30,0,12,Dice Rolling, Set Collection,NaN,NaN,NaN,NaN
1843,Hurricane,1981,18701,2,4,60,60,0,4,Coldicutt Games,NaN,NaN,NaN,NaN,NaN
1845,Zocker,1999,18702,2,4,20,20,0,5,Theta,NaN,NaN,NaN,NaN,NaN
1846,Zock,0,18703,2,4,45,45,0,10,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
1848,W\u00fcrfel-Duell,1991,18704,4,6,45,45,0,10,Dice Rolling,NaN,NaN,NaN,NaN,NaN
1849,W\u00f6rtersee,1998,18705,2,4,20,20,0,26,Real-time, Word Game,NaN,NaN,NaN,NaN
1850,Wind City,1997,18706,2,5,45,45,0,8,Edition Perlhuhn (Gu00f6ttinger Spiele),NaN,NaN,NaN,NaN,NaN
1851,Mythrole  Merchants,2001,18707,2,6,240,240,0,1,Commodity Speculation, Trading,NaN,NaN,NaN,NaN
