object_id,game_name,year_published,min_players,max_players,min_playtime,max_playtime,category_1,category_2,category_3,category_4,category_5,category_6,mech_1,mech_2,mech_3,mech_4,mech_5,mech_6,total_votes,users_rated,average,baverage,stddev,complexity,site_views
226610,What Do You Meme?  A Millennial Card Game For Millennials And Their Millennial Friends,2016,3,20,30,90,card, Humor, Adult, Party Game,error,error,Hand Management, Simultaneous Action Selection,NaN,NaN,NaN,NaN,7,856,5.14397,5.34755,1.93531,1,62535
5788,Battle of the Sexes Card Game,2001,2,12,30,30,card, Party Game,error,error,error,error,Card Game, Party Game,NaN,NaN,NaN,NaN,1,107,3.34626,5.34715,1.46916,1.1,13762
24783,24 DVD Board Game,2006,2,2,0,0,Adaptation, Puzzle,error,error,error,error,Movies / TV / Radio theme, Puzzle,NaN,NaN,NaN,NaN,2,70,2.26043,5.34714,1.651,1,27146
2878,ThinkBlot,1997,2,6,45,45,Party Game, Puzzle,error,error,error,error,Party Game, Puzzle,NaN,NaN,NaN,NaN,1,211,4.39661,5.34672,1.72542,1,28089
3623,Survivor,2000,4,8,60,60,Adaptation, Negotiation, Party Game, Political, Trivia,error,Roll / Spin and Move, Team-Based Game, Voting,NaN,NaN,NaN,4,164,4.02807,5.34609,1.80726,1.25,45538
4040,Tri-Ominos,1965,2,6,30,30,strategy, Adaptation,error,error,error,error,Hand Management, Pattern Building, Tile Placement,NaN,NaN,NaN,17,2025,5.30264,5.34607,1.48536,1.4294,146259
3285,Star Wars  Jedi Unleashed,2002,2,5,45,45,Dice, Fighting, Adaptation, Sci_Fi, War,error,Dice Rolling, Grid Movement, Player Elimination,NaN,NaN,NaN,2,285,4.6447,5.34589,1.70385,1.4444,50016
4907,PAC-MAN Game,1982,2,4,20,20,Childrens Game, Adaptation,error,error,error,error,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN,8,423,4.83546,5.34569,1.62193,1.2821,95925
126207,Deer in the Headlights Game,2012,2,6,30,30,card,error,error,error,error,error,Dice Rolling, Hand Management,NaN,NaN,NaN,NaN,2,312,4.74,5.34567,1.86171,1.1875,41081
41541,Are You the Traitor?,2009,4,10,10,30,Bluffing, Deduction, Negotiation, Party Game,error,error,Role Playing, Team-Based Game, Variable Player Powers,NaN,NaN,NaN,13,687,5.06162,5.34554,1.90635,1.4762,90081
13805,The Lord of the Rings  The Return of the King,2004,2,6,60,60,Adventure, Dice, Fantasy, Adaptation, Adaptation,error,Dice Rolling, Modular Board, Roll / Spin and Move,NaN,NaN,NaN,5,127,3.66661,5.34435,1.94286,1.625,39395
13945,Trivial Pursuit  90's Time Capsule Edition,2004,2,4,90,90,Party Game, Trivia,error,error,error,error,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN,4,712,5.12423,5.34427,1.60692,1.4082,45944
18901,Monopoly  The Here and Now Limited Edition,2005,2,8,180,180,Economic, Negotiation,error,error,error,error,Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading,NaN,1,417,4.92227,5.34363,1.84347,1.7188,41489
5650,Pass-out,1962,2,6,240,240,Humor, Adult, Trivia,error,error,error,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN,3,113,3.58929,5.34326,2.02488,1.125,115070
3602,Kriegspiel,1970,2,2,60,60,War,error,error,error,error,error,Hexagon Grid, Modular Board,NaN,NaN,NaN,NaN,2,263,4.63182,5.34313,1.92462,1.881,67459
6485,Quidditch  The Game,2000,2,14,30,30,Dexterity, Childrens Game, Fantasy, Adaptation, Sports,error,Dice Rolling, Roll / Spin and Move,NaN,NaN,NaN,NaN,0,86,2.77244,5.34291,1.70232,1.75,34744
18041,Bunco Party,2004,2,12,60,60,Dice, Party Game,error,error,error,error,Dice Rolling, Paper-and-Pencil, Team-Based Game,NaN,NaN,NaN,0,114,3.44355,5.34273,2.30637,1.25,11345
204887,Potions Brew,2016,3,5,30,30,card,error,error,error,error,error,Set Collection,NaN,NaN,NaN,NaN,NaN,0,111,3.50027,5.34008,1.76653,1,14071
9214,Manga Manga,2004,2,6,30,30,card,error,error,error,error,error,Card Game,NaN,NaN,NaN,NaN,NaN,2,200,4.25635,5.33939,1.59651,1.1333,37633
2980,The Simpsons Ultimate Trivia Game,2000,2,5,60,60,Adaptation, Trivia,error,error,error,error,Movies / TV / Radio theme, Trivia,NaN,NaN,NaN,NaN,1,249,4.51943,5.339,1.67015,1.3684,17885
8569,The Haunting House,2003,2,6,45,45,Horror, Racing,error,error,error,error,Action Queue, Modular Board,NaN,NaN,NaN,NaN,7,714,5.08347,5.33859,1.6838,1.3968,105374
99079,The Walking Dead Board Game,2011,1,4,45,45,Horror, Adaptation, Zombies,error,error,error,Area Movement, Dice Rolling, Roll / Spin and Move,NaN,NaN,NaN,8,566,5.09388,5.338,1.93488,1.75,146915
3422,Fantasy,2001,2,4,20,20,card, Fantasy,error,error,error,error,Hand Management, Set Collection,NaN,NaN,NaN,NaN,5,456,4.8877,5.33708,1.80113,1.1282,46616
28257,Intelligent Design vs. Evolution,2006,2,8,60,60,Animals, Environmental, Prehistoric, Religious, Trivia,error,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN,17,59,1.37119,5.33645,1.36096,1.5,26347
11415,Warriors,2004,2,4,30,30,card, Dice, Fantasy, Fighting,error,error,Dice Rolling, Set Collection, Take That,NaN,NaN,NaN,10,588,4.98928,5.33638,1.58195,1.4082,95769
6711,Hit the Deck,2001,2,6,20,20,Bluffing, card,error,error,error,error,Bluffing, Card Game,NaN,NaN,NaN,NaN,2,233,4.41704,5.33556,1.37393,1,39000
32260,The Club,2008,2,4,60,60,Humor, Music, Party Game,error,error,error,Set Collection, Tile Placement,NaN,NaN,NaN,NaN,6,236,4.45599,5.33472,1.83957,1.72,41378
35173,Pop the Pig,2007,2,6,15,15,Animals, Childrens Game,error,error,error,error,Dice Rolling,NaN,NaN,NaN,NaN,NaN,1,184,4.13967,5.33291,1.71743,1,14628
4041,Go To The Top Of The Class,1936,2,6,45,45,Childrens Game, Educational, Math, Music, Trivia, Word Game,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN,2,288,4.55696,5.33274,1.59731,1.2,67126
22861,Feed the Kitty,2006,2,5,15,15,Animals, Childrens Game, Dice, Educational,error,error,Dice Rolling,NaN,NaN,NaN,NaN,NaN,8,414,4.86368,5.33239,1.71614,1.0263,27893
2593,Pass the Pigs,1977,2,10,30,30,Animals, Dice, Party Game,error,error,error,Betting and Bluffing, Dice Rolling, Push Your Luck,NaN,NaN,NaN,37,4849,5.34508,5.33201,1.68664,1.0622,248338
125879,Fallen City of Karez,2012,1,5,120,120,City Building, Fantasy,error,error,error,error,Dice Rolling, Modular Board, Worker Placement,NaN,NaN,NaN,14,282,4.49206,5.33149,2.34527,3.0645,140708
4492,Trivial Pursuit  20th Anniversary Edition,2002,2,6,180,180,Party Game, Trivia,error,error,error,error,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN,8,1206,5.20971,5.33024,1.615,1.8514,66814
1932,Anti-Monopoly II,1977,2,6,120,120,Economic,error,error,error,error,error,Roll / Spin and Move, Set Collection,NaN,NaN,NaN,NaN,1,165,3.80691,5.32953,1.50437,1.4706,32644
26696,Monopoly  Star Wars Limited Collector's Edition,1996,2,8,60,60,Economic, Adaptation, Negotiation,error,error,error,Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading,NaN,4,995,5.18257,5.32938,1.67859,1.6386,58385
101737,Angry Birds  The Card Game,2011,2,5,10,10,Dexterity, card, Adaptation,error,error,error,Dice Rolling,NaN,NaN,NaN,NaN,NaN,5,330,4.65158,5.32812,1.52639,1.0909,29372
3504,Super Deck!,1994,2,2,20,20,card, Collectible, Math, Sci_Fi,error,error,Card Game, Collectible Components, Math, Science Fiction,NaN,NaN,0,73,2.05329,5.32791,1.33347,1.4444,17382
2688,Battlestar Galactica,1978,2,4,30,30,Adaptation, Sci_Fi,error,error,error,error,Pick-up and Deliver,NaN,NaN,NaN,NaN,NaN,0,186,4.14059,5.32722,1.75349,1.1481,55378
399,Tom Clancy's Politika,1997,2,8,90,90,Political,error,error,error,error,error,Trading, Variable Player Powers,NaN,NaN,NaN,NaN,4,209,4.23335,5.32569,1.70599,2.7368,46948
155250,HeroQuest 25th Anniversary Edition,0,0,0,0,0,Fantasy, Fighting, Miniatures,error,error,error,Dice Rolling, Grid Movement, Team-Based Game,NaN,NaN,NaN,1,127,3.26787,5.32502,3.62711,2.75,318231
38558,Pogs,1920,2,0,1,5,Dexterity, Collectible,error,error,error,error,Set Collection,NaN,NaN,NaN,NaN,NaN,6,167,4.01078,5.32362,1.95178,1.1,24314
1446,Cheater,1995,2,4,45,45,card,error,error,error,error,error,Set Collection,NaN,NaN,NaN,NaN,NaN,4,184,4.07473,5.32131,1.65546,1.0625,17669
4845,Star Wars   Escape From Death Star Game,1977,2,4,20,20,Adventure, Adaptation, Sci_Fi,error,error,error,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN,3,437,4.78555,5.31911,1.69548,1.1471,104299
19370,Quelf,2005,3,8,60,60,Dexterity, Humor, Party Game, Trivia,error,error,Acting, Paper-and-Pencil, Singing, Storytelling,NaN,NaN,20,2360,5.29567,5.31631,2.00076,1.2793,481476
2243,Yahtzee,1956,2,10,30,30,Childrens Game, Adaptation, Dice, Adaptation, Music, Sports,Dice Rolling, Paper-and-Pencil, Push Your Luck, Re-rolling and Locking, Set Collection,NaN,91,10413,5.34834,5.31543,1.54823,1.1848,564254
8487,Ants in the Pants,1969,2,4,10,10,Dexterity, Animals, Childrens Game,error,error,error,Action / Dexterity, Animals, Childrens Game,NaN,NaN,NaN,4,264,4.3325,5.31535,1.52116,1.0667,32885
32032,Monopoly  Electronic Banking,2007,2,6,160,160,Economic, Electronic, Negotiation,error,error,error,Auction/Bidding, Roll / Spin and Move, Set Collection, Trading,NaN,NaN,5,626,5.00105,5.31393,1.82747,2.05,39967
6549,Pretty Pretty Princess,1990,2,4,20,20,Childrens Game, Party Game,error,error,error,error,Roll / Spin and Move, Set Collection,NaN,NaN,NaN,NaN,4,239,4.30665,5.31133,2.03469,1.0417,120651
144110,Oneupmanship  Mine's Bigger,2013,2,4,90,90,Economic, Negotiation,error,error,error,error,Auction/Bidding, Dice Rolling, Player Elimination, Roll / Spin and Move, Trading,NaN,15,63,1.04921,5.31065,0.212971,1,34875
29613,DICEcapades!,2007,2,6,30,30,Dexterity, Dice, Math, Party Game, Trivia,error,Dice Rolling, Paper-and-Pencil,NaN,NaN,NaN,NaN,8,700,5.01558,5.3105,1.64256,1.5,69554
7308,Rock 'Em Sock 'Em Robots,1967,2,2,10,10,Dexterity, Childrens Game, Sci_Fi,error,error,error,Action / Dexterity, Childrens Game, Science Fiction,NaN,NaN,NaN,2,337,4.59332,5.31041,1.755,1.037,22478
9004,Pop-Up Pirate!,1979,2,4,20,20,Dexterity, Childrens Game, Adaptation, Pirates,error,error,Action / Dexterity, Childrens Game, Movies / TV / Radio theme, Pirates,NaN,NaN,7,385,4.67571,5.30866,1.69777,1.0645,30958
120426,Redshirts,2012,2,7,30,30,card, Humor, Sci_Fi,error,error,error,Hand Management, Variable Player Powers,NaN,NaN,NaN,NaN,7,347,4.59079,5.30585,1.77342,1.4348,39976
2770,Stay Alive,1965,2,4,30,30,strategy,error,error,error,error,error,Abstract Strategy,NaN,NaN,NaN,NaN,NaN,8,753,4.98181,5.30482,1.36018,1.2029,107842
31145,Are You Smarter Than a 5th Grader?,2007,2,4,30,30,Educational, Math, Adaptation, Party Game, Trivia,error,Educational, Math, Movies / TV / Radio theme, Party Game, Trivia,NaN,3,227,4.10573,5.3047,1.57016,1.4615,24730
5546,Marbles,-3000,0,0,10,10,Dexterity, Childrens Game, Game System,error,error,error,Action / Dexterity, Childrens Game, Game System,NaN,NaN,NaN,6,417,4.67789,5.30363,1.72737,1.1064,16836
3804,Slamwich,1994,2,6,20,20,card, Childrens Game,error,error,error,error,Pattern Recognition,NaN,NaN,NaN,NaN,NaN,6,1016,5.0895,5.3025,1.49522,1.1014,67879
1426,Lord of the Rings  The Search,2001,2,2,30,30,Adventure, Exploration, Fantasy, Adaptation,error,error,Modular Board, Tile Placement,NaN,NaN,NaN,NaN,6,1030,5.04411,5.2998,1.51124,1.5974,76096
4910,Wheel of Fortune  Revised Edition,1975,2,4,60,60,Adaptation, Word Game,error,error,error,error,Movies / TV / Radio theme, Word Game,NaN,NaN,NaN,NaN,4,354,4.56845,5.29929,1.6256,1.2571,49192
240624,Overturn  Rising Sands,0,2,6,90,160,Adventure, Ancient, Arabian, Fantasy, Fighting, Adult,Action Queue, Campaign / Battle Card Driven, Cooperative Game, Dice Rolling, Storytelling, Time Track,0,83,1.49398,5.2992,1.95352,0,70623
7467,The Lord of the Rings  The Two Towers Board Game,2003,2,6,60,60,Dice, Fantasy, Adaptation, Adaptation,error,error,Dice Rolling, Roll / Spin and Move,NaN,NaN,NaN,NaN,1,149,3.5455,5.29909,2.01348,1.2222,41393
2910,Power Lunch,1994,2,6,45,45,card, Political,error,error,error,error,Voting,NaN,NaN,NaN,NaN,NaN,0,104,2.72413,5.2988,1.50472,1.5,19979
6535,Don't Wake Hulk,1992,2,4,20,20,card, Childrens Game, Humor,error,error,error,Card Game, Childrens Game, Humor,NaN,NaN,NaN,1,317,4.45536,5.29819,1.7504,1,119451
182875,Hengist,2015,2,2,20,20,card, Exploration,error,error,error,error,Hand Management, Modular Board, Point to Point Movement,NaN,NaN,NaN,5,554,4.90049,5.29776,1.86109,1.68,90683
4122,Electronic Battleship,1977,2,2,30,30,Deduction, Electronic, War,error,error,error,Secret Unit Deployment,NaN,NaN,NaN,NaN,NaN,2,450,4.75823,5.29752,1.67136,1.2812,116935
2979,Bionicle Adventure Game  Quest For Makuta,2001,2,6,60,60,Adventure, Childrens Game, Exploration,error,error,error,Modular Board, Set Collection, Tile Placement, Variable Player Powers,NaN,NaN,3,229,4.10146,5.29704,1.81149,2,58856
417,Edison & Co.,1998,2,4,45,45,Sci_Fi,error,error,error,error,error,Hand Management,NaN,NaN,NaN,NaN,NaN,5,334,4.48856,5.2955,1.76427,2.0333,41777
7972,Crocodile Pool Party,1968,2,2,30,30,strategy, Animals,error,error,error,error,Grid Movement,NaN,NaN,NaN,NaN,NaN,3,303,4.39057,5.29397,1.78097,1.2973,58073
89953,Carcassonne  The Dice Game,2011,2,5,10,10,City Building, Dice,error,error,error,error,Dice Rolling, Push Your Luck,NaN,NaN,NaN,NaN,5,755,4.9749,5.2938,1.68306,1.1136,47064
4004,Harry Potter and the Sorcerer's Stone Quidditch Card Game,2000,2,2,60,60,card, Childrens Game, Fantasy, Adaptation, Adaptation,error,Hand Management,NaN,NaN,NaN,NaN,NaN,0,243,4.21428,5.29242,1.72174,1.2778,51050
10712,Bondespelet,1953,2,6,90,90,Farming,error,error,error,error,error,Dice Rolling, Roll / Spin and Move,NaN,NaN,NaN,NaN,6,282,4.38418,5.29197,1.79955,1.6316,21942
7320,Elefun,1993,2,4,10,10,Dexterity, Animals, Childrens Game, Electronic,error,error,Action / Dexterity, Animals, Childrens Game, Electronic,NaN,NaN,9,358,4.48777,5.29119,1.64839,1.0286,39148
2318,Scrabble Junior,1958,2,4,30,30,Childrens Game, Word Game,error,error,error,error,Tile Placement,NaN,NaN,NaN,NaN,NaN,6,468,4.66566,5.28985,1.60277,1.4324,85916
89962,Angry Birds  Knock on Wood,2011,2,4,25,25,Dexterity, Childrens Game, Adaptation,error,error,error,Action / Dexterity, Childrens Game, Video Game Theme,NaN,NaN,NaN,6,398,4.59651,5.28972,1.68759,1.2414,68676
2223,UNO,1971,2,10,30,30,card, Adaptation, Adaptation, Number,error,error,Hand Management, Lose a Turn, Take That,NaN,NaN,NaN,169,18222,5.37011,5.28944,1.61313,1.1208,395348
40508,Scrabble Slam!,2008,2,4,15,15,card, Real-time, Word Game,error,error,error,Card Game, Real-time, Word Game,NaN,NaN,NaN,15,1424,5.11881,5.28787,1.4748,1.1828,52344
4127,Arne,2002,2,4,15,15,card, Party Game,error,error,error,error,Card Game, Party Game,NaN,NaN,NaN,NaN,1,171,3.63211,5.28461,1.72161,1.2174,26953
9851,Shut the Box,1750,2,4,30,30,Dice, Math,error,error,error,error,Dice Rolling,NaN,NaN,NaN,NaN,NaN,15,1035,5.04714,5.2763,1.65032,1.0864,119735
24067,Dragonology  The Game,2006,2,6,60,60,Fantasy, Adaptation,error,error,error,error,Betting and Bluffing, Pick-up and Deliver, Point to Point Movement, Rock-Paper-Scissors, Roll / Spin and Move, Set Collection,2,346,4.5152,5.27594,1.71082,1.4667,80091
42050,Eurobusiness,1983,2,5,90,90,Economic, Negotiation,error,error,error,error,Auction/Bidding, Dice Rolling, Roll / Spin and Move, Set Collection, Trading,NaN,11,428,4.69661,5.27592,1.91241,1.52,16092
50849,Le Boomb!,2009,2,16,5,15,Dice, Party Game,error,error,error,error,Dice Rolling, Player Elimination,NaN,NaN,NaN,NaN,2,325,4.36351,5.27228,1.86658,1,29722
65611,Giant Cthulhu Dice,2010,2,6,5,5,Dice, Horror, Humor, Party Game,error,error,Dice Rolling, Player Elimination,NaN,NaN,NaN,NaN,33,2594,5.21066,5.27213,1.79337,1.1237,99561
152758,Penguin,2007,2,6,20,20,Dexterity, Animals,error,error,error,error,Hand Management, Pattern Building,NaN,NaN,NaN,NaN,1,477,4.65463,5.27145,1.8138,1.0725,32093
29096,Letter of Marque,2009,3,6,20,20,Bluffing, card, War, Pirates,error,error,Hand Management,NaN,NaN,NaN,NaN,NaN,16,667,4.78937,5.25937,1.72594,1.1458,88056
1422,Wadjet,1996,2,4,90,90,Adventure, Ancient, Deduction, Exploration,error,error,Hand Management, Paper-and-Pencil, Roll / Spin and Move,NaN,NaN,NaN,4,214,3.86089,5.25897,2.05181,2.1111,40367
3934,Bowling Dice Game,1999,1,10,10,10,Dice, Sports,error,error,error,error,Dice Rolling, Set Collection,NaN,NaN,NaN,NaN,5,390,4.50336,5.2587,1.73742,1.0294,29767
1527,Bitin' Off Hedz,1996,2,8,60,60,Prehistoric, Racing,error,error,error,error,Roll / Spin and Move, Variable Player Powers,NaN,NaN,NaN,NaN,0,469,4.60092,5.25703,1.66571,1.2037,24468
175512,A Chaotic Life!,2015,2,4,30,30,card, Humor,error,error,error,error,Card Game, Humor,NaN,NaN,NaN,NaN,1,162,3.16562,5.2564,1.69589,1.0909,16507
5015,Don't Spill the Beans,1957,2,4,10,10,Dexterity, Childrens Game,error,error,error,error,Action / Dexterity, Childrens Game,NaN,NaN,NaN,NaN,1,315,4.23676,5.2552,1.49813,1.16,35671
11028,Lotto,1530,2,48,30,30,Childrens Game, Party Game,error,error,error,error,Childrens Game, Party Game,NaN,NaN,NaN,NaN,3,210,3.722,5.25505,1.8074,1.2857,31900
276022,Alien  USCSS Nostromo,2019,2,7,20,40,Adaptation,error,error,error,error,error,Movies / TV / Radio theme,NaN,NaN,NaN,NaN,NaN,0,113,1.2354,5.25496,1.29703,0,8410
4367,Nero  Legacy of a Despot,2002,3,4,100,100,Ancient, War,error,error,error,error,Ancient, Wargame,NaN,NaN,NaN,NaN,1,210,3.66214,5.25054,1.93596,2.3462,82598
10715,CSI  Crime Scene Investigation \u2013 The Board Game,2004,2,4,90,90,Deduction, Adaptation, murder_mystery,error,error,error,Deduction, Movies / TV / Radio theme, Murder/Mystery,NaN,NaN,NaN,2,259,3.89197,5.24859,1.8305,1.9524,66783
11416,Burn in Hell,2004,2,5,90,90,card,error,error,error,error,error,Set Collection,NaN,NaN,NaN,NaN,NaN,4,384,4.43503,5.24703,1.72156,1.7805,40238
3074,Uncle Wiggily,1916,2,4,30,30,Animals, Childrens Game, Adaptation, Racing,error,error,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN,6,297,4.11219,5.24625,1.7408,1.0333,62019
764,Mad Gab,1996,2,12,45,45,Party Game, Word Game,error,error,error,error,Party Game, Word Game,NaN,NaN,NaN,NaN,6,1281,5.00354,5.24141,1.63628,1.2597,276859
8392,Buckaroo!,1970,2,4,10,10,Dexterity, American West, Animals, Childrens Game,error,error,Action / Dexterity, American West, Animals, Childrens Game,NaN,NaN,7,464,4.52317,5.23977,1.57336,1,33959
17003,Snap,1866,2,12,10,10,card, Childrens Game, Adaptation, Adaptation, Real-time,error,Pattern Recognition,NaN,NaN,NaN,NaN,NaN,2,186,3.37446,5.23698,1.3885,1.1481,23602
2004,Titanic  The Board Game,1998,2,6,90,90,War,error,error,error,error,error,Dice Rolling, Roll / Spin and Move, Set Collection,NaN,NaN,NaN,4,331,4.22927,5.23157,1.99012,1.3103,75407
113819,Tenzi Snazzy Set,2011,2,4,1,5,Dice, Real-time,error,error,error,error,Dice Rolling,NaN,NaN,NaN,NaN,NaN,9,748,4.81414,5.22709,2.01697,1,47164
3052,Sim City  The Card Game,1994,1,99,120,120,card, City Building, Collectible, Adaptation,error,error,Hand Management, Network and Route Building, Tile Placement, Voting,NaN,NaN,10,447,4.40957,5.22234,1.73567,2.3261,72733
13166,Let's Go Fishin',1979,1,4,10,10,Dexterity, Animals, Childrens Game, Electronic, Adaptation,error,Action / Dexterity, Animals, Childrens Game, Electronic, Movies / TV / Radio theme,NaN,5,431,4.39829,5.22139,1.60771,1.1212,34242
15393,Jacks,0,2,2,1,1,Dexterity, Ancient, Bluffing, Childrens Game,error,error,Action / Dexterity, Ancient, Bluffing, Childrens Game,NaN,NaN,3,253,3.78907,5.22089,1.69414,1.1111,13820
2502,Global Survival,1992,2,8,120,300,Dice, Economic,error,error,error,error,Dice, Economic,NaN,NaN,NaN,NaN,0,115,1.85,5.21882,1.43701,2.1818,30274
7601,Urban Myth,2002,2,6,45,45,Trivia,error,error,error,error,error,Trivia,NaN,NaN,NaN,NaN,NaN,5,219,3.3826,5.21301,1.60054,1.2,46383
18905,Spank The Berry Bird,1934,2,8,30,30,Dexterity, card, Childrens Game, Sci_Fi,error,error,Action / Dexterity, Card Game, Childrens Game, Science Fiction,NaN,NaN,3,196,3.25362,5.20931,1.51385,1,33206
4035,Man Bites Dog,2002,2,6,10,10,card, Humor, Word Game,error,error,error,Card Game, Humor, Word Game,NaN,NaN,NaN,7,735,4.67624,5.20497,1.62728,1.1091,72359
23964,The Game of Life (40th Anniversary Edition),1999,2,6,30,30,Economic,error,error,error,error,error,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN,4,508,4.4778,5.20377,1.78484,1.2857,34049
1824,Trump  The Game,1989,3,4,90,90,Economic, Memory, Adaptation, Negotiation,error,error,Auction/Bidding, Memory, Roll / Spin and Move, Set Collection, Trading,NaN,6,633,4.45671,5.20172,2.78504,1.7368,265452
2456,The Hobbit  The Defeat of the Evil Dragon Smaug,2001,2,6,30,30,Adventure, Dice, Fantasy, Adaptation,error,error,Point to Point Movement, Rock-Paper-Scissors, Roll / Spin and Move,NaN,NaN,NaN,11,1114,4.8321,5.19814,1.50499,1.3214,126982
24959,Lost  The Game,2006,2,8,60,60,Adventure, Exploration, Adaptation, Political,error,error,Dice Rolling, Hand Management, Modular Board, Team-Based Game, Variable Player Powers,NaN,3,287,3.6954,5.19525,1.90115,2.48,82379
2952,Trivial Pursuit  Genus Edition,1981,2,24,90,90,Party Game, Trivia,error,error,error,error,Roll / Spin and Move, Set Collection,NaN,NaN,NaN,NaN,47,7085,5.21255,5.19359,1.77553,1.6531,295796
232895,Coaster Park,2017,2,4,30,60,Dexterity,error,error,error,error,error,Auction/Bidding, Card Drafting, Modular Board,NaN,NaN,NaN,2,276,3.67964,5.1858,2.06916,2.3333,88747
2272,Vexation,1962,2,6,45,45,Airfix, CO-5, Hasbro, IRWIN Games, Lakeside, Milton Bradley,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN,19,978,4.78858,5.18017,1.6456,1.191,93530
2386,Chinese Checkers,1893,2,6,30,30,strategy,error,error,error,error,error,Enclosure, Grid Movement, Trading,NaN,NaN,NaN,69,3800,5.11809,5.17845,1.53195,1.5875,120582
1094,Assassin,1993,3,6,30,90,card,error,error,error,error,error,Card Game,NaN,NaN,NaN,NaN,NaN,3,251,3.47558,5.17717,2.01145,1.4286,63161
4724,The Lord of the Rings  The Fellowship of the Ring,2002,2,6,45,45,Adventure, Fantasy, Adaptation, Adaptation,error,error,Modular Board, Roll / Spin and Move,NaN,NaN,NaN,NaN,0,224,3.24125,5.17322,2.00288,1.4286,64797
1748,A Question of Scruples,1984,4,12,60,60,Bluffing, Party Game,error,error,error,error,Voting,NaN,NaN,NaN,NaN,NaN,5,711,4.62525,5.17272,1.93287,1.3729,88026
1604,The Mad Magazine Game,1979,2,4,60,60,Adaptation, Humor,error,error,error,error,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN,11,1306,4.90912,5.17214,1.76679,1.1981,114953
4077,Who Wants to Be a Millionaire,2000,2,5,60,60,Adaptation, Party Game, Trivia,error,error,error,Push Your Luck,NaN,NaN,NaN,NaN,NaN,6,796,4.62704,5.16768,1.67772,1.4545,65536
4888,Don't Break the Ice,1965,2,4,20,20,Dexterity, Childrens Game,error,error,error,error,Player Elimination,NaN,NaN,NaN,NaN,NaN,10,1001,4.74575,5.16207,1.55916,1.1096,73277
1511,Outdoor Survival,1972,1,4,30,30,Adventure, Exploration,error,error,error,error,Dice Rolling, Hexagon Grid, Roll / Spin and Move, Simulation,NaN,NaN,11,917,4.71457,5.15397,1.78649,1.75,146379
3728,Ker Plunk,1967,2,4,20,20,Dexterity, Childrens Game, Party Game,error,error,error,Action / Dexterity, Childrens Game, Party Game,NaN,NaN,NaN,14,1217,4.78039,5.15225,1.46438,1.0306,100068
1298,Monopoly  Star Wars Classic Trilogy,1997,2,8,90,90,Economic, Adaptation, Negotiation,error,error,error,Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading,NaN,8,1689,4.94931,5.14463,1.72108,1.7692,139948
8689,Bunco,1855,2,12,45,45,Dice, Party Game,error,error,error,error,Dice Rolling, Paper-and-Pencil, Team-Based Game,NaN,NaN,NaN,6,245,3.07441,5.12021,1.77807,1.0968,30656
677,Zobmondo!! Would You Rather Classic Card Game,1998,3,8,20,20,Party Game,error,error,error,error,error,Voting,NaN,NaN,NaN,NaN,NaN,2,631,4.34702,5.11238,1.73572,1.2195,140364
3343,Go for Broke!,1965,2,6,60,60,Economic, Humor,error,error,error,error,Betting and Bluffing, Dice Rolling, Roll / Spin and Move, Stock Holding,NaN,NaN,11,1116,4.66868,5.10679,1.56427,1.125,94565
6546,Labyrinth,1940,1,1,20,20,Dexterity, Maze,error,error,error,error,Action / Dexterity, Maze,NaN,NaN,NaN,NaN,14,1021,4.5877,5.0999,1.63921,1.3299,46671
1751,Jumanji,1995,2,4,45,45,Adventure, Animals, Childrens Game, Dice, Adaptation, Racing,Cooperative Game, Roll / Spin and Move,NaN,NaN,NaN,NaN,12,796,4.48431,5.09281,1.76244,1.4474,386002
1923,MindTrap,1991,2,16,60,60,Deduction, Party Game,error,error,error,error,Team-Based Game,NaN,NaN,NaN,NaN,NaN,11,1649,4.75019,5.08655,1.6956,1.9635,117298
2956,Dirty Minds  The Game of Naughty Clues,1990,2,6,45,45,Party Game, Word Game,error,error,error,error,Party Game, Word Game,NaN,NaN,NaN,NaN,5,535,4.05256,5.08475,1.7161,1.16,416526
12205,In a Pickle,2004,2,6,20,20,Party Game, Word Game,error,error,error,error,Hand Management, Storytelling,NaN,NaN,NaN,NaN,8,1271,4.67874,5.0822,1.66653,1.2093,56731
1258,Phase 10,1982,2,6,45,45,card,error,error,error,error,error,Set Collection,NaN,NaN,NaN,NaN,NaN,51,6705,5.097,5.08094,1.88008,1.3041,292046
