object_id,game_name,year_published,min_players,max_players,min_playtime,max_playtime,category_1,category_2,category_3,category_4,category_5,category_6,mech_1,mech_2,mech_3,mech_4,mech_5,mech_6,total_votes,users_rated,average,baverage,stddev,complexity,site_views
284291,Bloom Town,2019,1,4,30,40,City Building,error,error,error,error,error,Tile Placement,NaN,NaN,NaN,NaN,NaN,4,172,6.83176,5.64326,1.29559,1.8333,20888
102835,Lost Temple,2011,2,8,40,40,Adventure, Exploration, Racing,error,error,error,Card Drafting, Variable Phase Order,NaN,NaN,NaN,NaN,10,853,5.88614,5.6432,1.29072,1.7333,139831
144632,City Council,2013,2,5,60,60,City Building, Negotiation, Political,error,error,error,Tile Placement, Voting, Worker Placement,NaN,NaN,NaN,11,407,6.15109,5.6432,1.60293,3,89568
241106,Masque of the Red Death,2018,4,7,60,90,Deduction, Adaptation,error,error,error,error,Action Queue, Hand Management, Memory, Take That,NaN,NaN,4,182,6.82066,5.64305,1.66992,2.6,42167
210295,Lightseekers,2017,2,99,10,20,card, Collectible, Fantasy, Fighting,error,error,Card Drafting, Hand Management, Player Elimination, Take That, Variable Player Powers,NaN,4,160,7.40438,5.64304,1.8257,2.5,30702
271064,Ascension  Skulls & Sails,2019,2,4,30,30,card, Pirates,error,error,error,error,Deck,NaN,NaN,NaN,NaN,NaN,2,89,8.00843,5.64304,1.32205,2,11894
3637,Triplanetary  The Classic Game of Space Combat,1973,2,3,45,45,Sci_Fi, War,error,error,error,error,Hexagon Grid,NaN,NaN,NaN,NaN,NaN,2,156,6.99782,5.64301,1.49729,2.3,79818
188991,Alienation,2016,2,4,15,30,card, Sci_Fi,error,error,error,error,Card Drafting, Take That, Tile Placement,NaN,NaN,NaN,2,184,7.43265,5.64298,1.43732,1.1667,15533
243994,Swordcrafters,2018,1,5,20,30,strategy, Fantasy, Puzzle,error,error,error,Pattern Building, Set Collection, Tile Placement,NaN,NaN,NaN,2,226,6.65539,5.64297,1.45603,1.3333,78172
183264,Spookies,2015,2,5,30,30,Dice,error,error,error,error,error,Dice Rolling, Push Your Luck,NaN,NaN,NaN,NaN,7,364,6.1842,5.64293,1.27117,1.2308,32905
275973,Curios,2019,2,5,15,20,Bluffing, Deduction,error,error,error,error,Auction/Bidding,NaN,NaN,NaN,NaN,NaN,4,200,6.66532,5.64292,1.19133,1.1667,17795
131121,Equinox,2012,2,2,25,25,strategy,error,error,error,error,error,Card Drafting, Take That, Tile Placement,NaN,NaN,NaN,8,221,6.51532,5.64292,1.31234,2,25971
171541,Flying Kiwis,2015,2,4,10,10,Animals, Childrens Game, Real-time,error,error,error,Action Queue, Pattern Building,NaN,NaN,NaN,NaN,5,335,6.2449,5.64284,1.32459,1.0909,17923
7109,Fifth Corps,1980,2,2,120,120,War, War,error,error,error,error,Hexagon Grid,NaN,NaN,NaN,NaN,NaN,3,181,6.88934,5.64283,1.4768,3.2333,41291
12764,City and Guilds,2004,3,5,90,90,City Building, Medieval,error,error,error,error,Area Majority / Influence, Tile Placement,NaN,NaN,NaN,NaN,6,190,6.6292,5.64283,1.05189,2.6786,30651
201406,OrganATTACK!,2016,2,6,15,15,card, Adaptation, Educational, Humor, Medical,error,Hand Management, Player Elimination, Take That,NaN,NaN,NaN,9,452,6.33604,5.64282,1.83054,1.4444,27417
4318,Cannes  Stars,2002,2,4,90,90,Economic, Adaptation,error,error,error,error,Modular Board, Network and Route Building, Tile Placement,NaN,NaN,NaN,6,361,6.17645,5.6428,1.3702,2.4828,50739
59335,Wherewolf,2009,6,33,60,60,Bluffing, card, Deduction, Horror, murder_mystery, Party Game,Acting, Player Elimination, Team-Based Game, Variable Player Powers, Voting,NaN,12,136,7.28382,5.64278,2.03843,1.9286,43526
10559,Why Did the Chicken...?,2004,4,8,30,60,Humor, Party Game,error,error,error,error,Paper-and-Pencil, Voting,NaN,NaN,NaN,NaN,6,392,6.1222,5.64266,1.74247,1.2162,54577
130134,Burning Suns,2013,2,5,80,200,Civilization, Fighting, Print & Play, Sci_Fi, Space Exploration, Territory Building,Action Points, Action Queue, Area Majority / Influence, Area Movement, Area-Impulse, Dice Rolling,7,168,7.01423,5.64263,2.06355,3.3889,139600
154902,Diner,2014,2,4,15,15,card, Real-time,error,error,error,error,Hand Management, Set Collection, Variable Phase Order,NaN,NaN,NaN,3,335,6.19606,5.64262,1.32736,1.2381,24468
137480,El oro del Orinoco,2013,2,4,20,20,Childrens Game,error,error,error,error,error,Dice Rolling,NaN,NaN,NaN,NaN,NaN,6,200,6.58765,5.64259,1.11642,1.3846,20398
31575,The Eye of Judgment  Wood Swarm Theme Deck,2007,1,2,30,30,card, Collectible, Fantasy,error,error,error,Area Majority / Influence, Area Movement, Rock-Paper-Scissors,NaN,NaN,NaN,3,186,6.83161,5.64256,1.79666,2.45,23807
94365,\u63a8\u7ffb\u8607\u4e39,2011,5,15,60,60,Arabian, Bluffing,error,error,error,error,Player Elimination, Team-Based Game, Variable Player Powers,NaN,NaN,NaN,13,311,6.33746,5.64256,1.46454,1.7826,26397
251723,Zombicide  Dark Side,2019,1,6,60,60,Miniatures, Sci_Fi, Zombies,error,error,error,Action Points, Cooperative Game, Dice Rolling, Modular Board, Variable Player Powers,NaN,3,90,8.27778,5.64249,1.32277,2,14717
170909,Ca\u00e7adores da Gal\u00e1xia,2015,2,4,180,180,Economic, Sci_Fi,error,error,error,error,Modular Board, Tile Placement, Variable Player Powers, Worker Placement,NaN,NaN,2,117,7.69538,5.6423,1.62524,3,10747
220730,The Scarlet Pimpernel,2019,2,6,60,90,Adaptation,error,error,error,error,error,Variable Player Powers, Worker Placement,NaN,NaN,NaN,NaN,10,133,7.15992,5.6423,1.62283,2.6,28442
4228,1918  Storm in the West,1992,2,2,240,240,War, War,error,error,error,error,Hexagon Grid,NaN,NaN,NaN,NaN,NaN,2,176,6.77585,5.64226,1.40336,2.76,40132
376,DruidenWalzer,1999,2,2,45,45,card,error,error,error,error,error,Mancala, Point to Point Movement,NaN,NaN,NaN,NaN,9,746,5.9169,5.64222,1.54191,2.3636,54460
18606,Birds of Prey  Air Combat in the Jet Age,2008,2,8,120,480,Aviation, Miniatures, War, War,error,error,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN,11,126,7.61429,5.64212,2.22596,4.4898,114239
137,Travel Pass the Bomb,1994,2,10,20,20,Electronic, Party Game, Real-time, Word Game,error,error,Dice Rolling,NaN,NaN,NaN,NaN,NaN,4,1160,5.82521,5.642,1.42663,1.32,111380
166109,Mini Meteor,2014,1,6,15,15,card, Real-time, Sci_Fi,error,error,error,Cooperative Game, Hand Management,NaN,NaN,NaN,NaN,4,427,6.15349,5.642,1.45068,1.8889,55562
170041,\u5629\u5566\u5566\u771f\u75db\u5feb,2014,2,8,10,20,Dexterity, Childrens Game, Party Game,error,error,error,Pattern Building,NaN,NaN,NaN,NaN,NaN,3,321,6.26271,5.642,1.21951,1,19069
1449,Kings Cribbage,1997,2,4,30,30,strategy,error,error,error,error,error,Hand Management, Tile Placement,NaN,NaN,NaN,NaN,5,227,6.50815,5.64186,1.6584,1.7826,35300
163354,Cypher,2014,2,4,10,25,card, Sci_Fi,error,error,error,error,Card Drafting, Hand Management,NaN,NaN,NaN,NaN,20,635,5.95885,5.64184,1.24266,1.4815,58098
5042,Flashpoint  Golan,1991,2,2,360,360,War, War,error,error,error,error,Hexagon Grid,NaN,NaN,NaN,NaN,NaN,2,149,7.22819,5.64176,1.35459,3.7917,50740
2904,John Prados' Third Reich,2001,2,5,360,360,Economic, War, War,error,error,error,Chit-Pull System, Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,8,278,6.43601,5.64175,1.93959,4.0196,129704
122691,Magnum Opus,2014,2,4,60,60,card, Fantasy, Medieval, Mythology,error,error,Deck, Hand Management, Modular Board, Set Collection,NaN,NaN,7,149,7.00168,5.64175,1.43856,2.5833,26823
164027,Uruk II  Die Entwicklung geht weiter,2014,2,5,30,30,card, Civilization,error,error,error,error,Action Points, Card Drafting, Hand Management,NaN,NaN,NaN,3,189,6.66773,5.64174,1.34728,2.6429,26161
226089,Alicematic \u82f1\u5091\u4f1d,2017,3,5,60,80,Fantasy,error,error,error,error,error,Area Majority / Influence, Hand Management,NaN,NaN,NaN,NaN,2,140,7.06871,5.6417,1.25306,2.6667,31190
150014,Pixel Glory,2014,2,4,25,25,card, Fantasy, Adaptation,error,error,error,Auction/Bidding, Deck, Rock-Paper-Scissors,NaN,NaN,NaN,9,366,6.67402,5.64168,1.69991,1.8947,40527
91739,Somme 1918,2012,2,2,240,240,War, War,error,error,error,error,Hexagon Grid,NaN,NaN,NaN,NaN,NaN,2,85,7.98471,5.64166,1.08644,3.5833,36218
37441,Pala,2012,3,5,30,30,card,error,error,error,error,error,Betting and Bluffing, Trick-taking,NaN,NaN,NaN,NaN,6,168,6.75714,5.64163,1.21717,2.2,29707
131232,Mafia City,2012,3,5,60,60,Mafia,error,error,error,error,error,Area Majority / Influence, Auction/Bidding, Hand Management,NaN,NaN,NaN,12,172,6.78227,5.64157,1.45116,2.5,47020
11432,Harpoon 4,1997,2,8,150,150,War, War, War,error,error,error,Dice Rolling, Paper-and-Pencil,NaN,NaN,NaN,NaN,2,139,7.32194,5.64137,1.8249,4.3704,93393
250481,Meltwater  A Game of Tactical Starvation,2018,2,2,60,60,War,error,error,error,error,error,Action Points, Area Majority / Influence, Hexagon Grid,NaN,NaN,NaN,4,97,7.76959,5.64132,1.11051,2.4,18643
13728,Naval Battles,2004,2,6,30,30,card, War, War,error,error,error,Campaign / Battle Card Driven,NaN,NaN,NaN,NaN,NaN,12,729,5.92946,5.64111,1.41415,1.8655,101723
54221,Push Fight,2008,2,2,5,15,strategy, Fighting,error,error,error,error,Area Movement,NaN,NaN,NaN,NaN,NaN,4,116,7.44793,5.6411,1.5987,2.8333,31222
103469,Risk  Metal Gear Solid Limited Edition,2011,3,5,120,120,Territory Building, Adaptation, War,error,error,error,Area Majority / Influence, Area Movement, Dice Rolling, Player Elimination, Set Collection,NaN,6,191,7.08832,5.64108,1.56362,2.3529,89046
280132,Robin von Locksley,2019,2,2,30,45,Medieval, Racing,error,error,error,error,Grid Movement, Modular Board, Set Collection,NaN,NaN,NaN,2,118,7.22524,5.641,1.07898,1.8333,33484
144150,Four Tribes,2013,2,2,30,30,Deduction, Medieval, Memory, War,error,error,Area Majority / Influence, Hand Management, Memory,NaN,NaN,NaN,2,136,7.16434,5.64086,1.36133,1.9,25539
1253,Limits,2001,2,6,45,45,card, Memory,error,error,error,error,Card Game, Memory,NaN,NaN,NaN,NaN,9,563,5.98639,5.64076,1.3439,1.1379,35461
33088,Chabyrinthe,2007,2,4,15,15,Animals, card, Maze,error,error,error,Card Drafting, Modular Board, Pick-up and Deliver,NaN,NaN,NaN,9,523,6.09063,5.64073,1.3236,1.3125,30183
11202,The First World War,2004,2,4,90,90,War, War,error,error,error,error,Area Majority / Influence, Dice Rolling, Secret Unit Deployment,NaN,NaN,NaN,11,443,6.11639,5.64071,1.71738,2.3291,158000
184371,Justice League  Hero Dice \u2013 Batman,2015,1,4,15,15,Adaptation, Dice,error,error,error,error,Cooperative Game, Dice Rolling, Variable Player Powers,NaN,NaN,NaN,3,276,6.45045,5.64069,1.49856,1.7143,30224
21704,Fiji,2006,2,5,30,30,Humor,error,error,error,error,error,Auction/Bidding, Set Collection,NaN,NaN,NaN,NaN,15,884,5.858,5.64068,1.42757,1.767,78321
9962,Chez Goth,2004,2,5,60,60,card,error,error,error,error,error,Set Collection, Take That,NaN,NaN,NaN,NaN,6,661,5.98611,5.64066,1.42735,1.4286,29953
11436,La Bataille d'Orthez,2000,1,2,180,180,War, War,error,error,error,error,Hexagon Grid,NaN,NaN,NaN,NaN,NaN,0,105,7.79048,5.64066,1.36108,3.8235,30403
46669,1914  Offensive \u00e0 outrance,2013,2,4,17280,17280,War, War,error,error,error,error,Hexagon Grid,NaN,NaN,NaN,NaN,NaN,5,96,7.99896,5.64062,1.36645,3.9231,76468
178754,Z War One  Damnation,2016,1,5,40,120,Adaptation, Horror, Zombies,error,error,error,Action Points, Cooperative Game, Dice Rolling,NaN,NaN,NaN,3,118,7.92619,5.64061,1.82885,2.8,39967
229240,Ancestree,2017,2,6,20,20,Calliope Games,error,error,error,error,error,Card Drafting, Tile Placement,NaN,NaN,NaN,NaN,9,261,6.41612,5.64049,1.28032,2,30380
43530,Party Alias,2009,4,24,30,30,Humor, Party Game, Racing, Trivia, Word Game,error,Acting, Point to Point Movement, Role Playing, Storytelling, Team-Based Game,NaN,4,495,6.23905,5.64049,1.63852,1.2917,41945
282463,Copenhagen  Roll & Write,2019,2,4,20,40,Puzzle,error,error,error,error,error,Dice Rolling, Paper-and-Pencil, Pattern Building,NaN,NaN,NaN,3,152,6.928,5.64048,1.42647,1.5,11419
241796,Nut So Fast,2018,3,6,15,20,Dexterity, Party Game,error,error,error,error,Pattern Recognition,NaN,NaN,NaN,NaN,NaN,1,195,6.87067,5.64044,1.77032,1,16654
248763,Magic  The Gathering \u2013 Heroes of Dominaria Board Game,2018,2,4,45,75,Fantasy,error,error,error,error,error,Automatic Resource Growth, Events, Network and Route Building, Pick-up and Deliver, Point to Point Movement, Race,3,170,6.76265,5.64042,1.61986,2.2,91170
232134,Wander  The Cult of Barnacle Bay,2019,1,5,45,120,Adventure, Fantasy, Miniatures,error,error,error,Action Points, Cooperative Game, Dice Rolling, Modular Board,NaN,NaN,4,118,8.10543,5.64024,1.76358,2.3333,43561
229599,Time Arena,2017,2,4,3,10,Fighting, Real-time,error,error,error,error,Dice Rolling, Grid Movement,NaN,NaN,NaN,NaN,8,171,6.95222,5.64022,1.5457,2.125,22802
8812,No Better Place to Die,1994,2,2,360,360,American War, War,error,error,error,error,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN,1,126,7.18056,5.64022,1.24309,3.1905,31833
121615,Shadows over the Empire,2013,2,4,30,30,card, Medieval,error,error,error,error,Area Majority / Influence, Modular Board,NaN,NaN,NaN,NaN,19,559,5.99174,5.6402,1.59787,2.8444,119655
40483,Anima  Beyond Good and Evil,2008,2,4,60,60,card, Fantasy,error,error,error,error,Card Drafting, Dice Rolling, Hand Management,NaN,NaN,NaN,6,402,6.21366,5.64018,1.484,2.3103,50503
2471,Zombies!!!  PG Edition,2001,2,6,60,90,Exploration, Fighting, Horror, Miniatures, Adaptation, Zombies,Dice Rolling, Grid Movement, Hand Management, Modular Board, Roll / Spin and Move,NaN,109,13931,5.8183,5.64011,1.9183,1.6196,907671
35599,Witchcraft,2008,2,2,30,30,Fantasy, Fighting,error,error,error,error,Grid Movement, Tile Placement,NaN,NaN,NaN,NaN,8,253,6.37391,5.6401,1.51481,2.8333,54836
246366,Prowler's Passage,2018,2,2,25,25,Medieval, Territory Building,error,error,error,error,Area Majority / Influence, Network and Route Building, Set Collection,NaN,NaN,NaN,2,155,6.93949,5.64004,1.40812,2,28198
103235,Singapore,2011,3,4,90,90,Economic,error,error,error,error,error,Action Points, Card Drafting, Grid Movement, Modular Board, Tile Placement,NaN,3,375,6.14544,5.63994,1.38962,2.6,75258
12248,Alexander the Great,2005,2,5,75,75,Ancient, City Building,error,error,error,error,Area Majority / Influence,NaN,NaN,NaN,NaN,NaN,14,514,6.05401,5.63977,1.36172,2.7237,112701
1633,Spies!,1981,2,5,180,180,Negotiation, secret_agent, War,error,error,error,Action Points, Pick-up and Deliver, Point to Point Movement, Take That,NaN,NaN,4,296,6.33037,5.6397,1.5133,2.45,49391
2298,Kasserine  Rommel's Battle for Tunisia,2001,1,2,120,120,War, War,error,error,error,error,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN,3,144,7.08889,5.63954,1.33821,3.4333,47307
2613,Intruder,1980,1,2,30,30,Horror, Sci_Fi,error,error,error,error,Cooperative Game, Hexagon Grid, Roll / Spin and Move, Secret Unit Deployment, Simultaneous Action Selection,NaN,6,234,6.54577,5.63939,1.50661,1.8857,83798
5687,Dirtside II,1993,2,4,120,120,Book, Miniatures, Sci_Fi, War,error,error,Simulation, Variable Phase Order,NaN,NaN,NaN,NaN,2,138,7.18333,5.63935,1.33929,2.9677,39945
72285,Totemo,2010,2,4,30,30,strategy, Childrens Game, Educational,error,error,error,Pattern Building,NaN,NaN,NaN,NaN,NaN,6,174,6.6908,5.63927,1.29557,1.5833,25824
203042,Microworld,2016,2,2,15,20,strategy,error,error,error,error,error,Area Majority / Influence, Modular Board, Variable Player Powers,NaN,NaN,NaN,3,218,6.52002,5.63924,1.24429,2.2,21647
140997,Romans Go Home!,2013,1,4,15,15,Ancient, card,error,error,error,error,Action Queue,NaN,NaN,NaN,NaN,NaN,8,525,6.02326,5.6392,1.42141,1.2609,42448
99655,Swinging Jivecat Voodoo Lounge,2016,2,5,60,60,Adult, Number, Territory Building,error,error,error,Area Majority / Influence, Hand Management, Network and Route Building, Pattern Building,NaN,NaN,6,205,6.54449,5.63919,1.52026,2.625,47224
178099,1500 m,2018,3,8,40,80,Racing, Sports,error,error,error,error,Auction/Bidding, Simulation, Simultaneous Action Selection,NaN,NaN,NaN,4,126,7.20794,5.63913,1.53479,2.3333,19027
8711,Landships! Tactical Weapons Innovations 1914-1918,1994,2,2,120,120,War, War,error,error,error,error,Hexagon Grid,NaN,NaN,NaN,NaN,NaN,2,189,6.75159,5.63903,1.40302,3.16,61470
129946,AttrAction,2012,2,5,10,10,Dexterity,error,error,error,error,error,Action / Dexterity,NaN,NaN,NaN,NaN,NaN,3,277,6.31986,5.63902,1.3333,1.1667,15737
217547,Choice,1989,1,4,30,30,Dice,error,error,error,error,error,Dice Rolling,NaN,NaN,NaN,NaN,NaN,5,271,6.30321,5.63901,1.51448,1.4,28737
253743,Fuji Koro,2019,1,6,60,120,Adventure, Dice, Exploration, Fantasy, Fighting, Miniatures,Action Points, Cooperative Game, Dice Rolling, Modular Board, Push Your Luck, Tile Placement,7,140,7.29345,5.639,2.03349,3,98949
284429,Paris  New Eden,2019,2,4,45,45,City Building, Sci_Fi,error,error,error,error,Betting and Bluffing, Deck,NaN,NaN,NaN,NaN,7,178,6.70408,5.63892,1.4048,2.3636,31997
27490,Bloom,2008,2,5,60,60,strategy, Farming,error,error,error,error,Set Collection, Tile Placement,NaN,NaN,NaN,NaN,9,235,6.44553,5.63889,1.24336,2.2,29993
5171,War Without Mercy,1998,2,6,360,360,War, War,error,error,error,error,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN,4,148,7.05608,5.63871,1.62024,3.56,75341
15235,Legends of the Old West,2004,2,8,45,45,American West, Fighting, Miniatures, War,error,error,Dice Rolling, Modular Board, Variable Player Powers,NaN,NaN,NaN,2,126,7.25754,5.6387,1.4828,2.5833,61283
173759,Cauldron,2015,2,5,60,90,Economic, Fantasy,error,error,error,error,Dice Rolling, Modular Board, Set Collection, Take That, Variable Player Powers,NaN,23,205,7.05268,5.63866,1.77627,2.4737,38142
536,Visionary,1997,4,8,60,60,Dexterity, Party Game,error,error,error,error,Pattern Building, Team-Based Game,NaN,NaN,NaN,NaN,5,224,6.49147,5.63865,1.39993,1.2692,30416
6928,Typhoon!,1995,1,4,360,360,War,error,error,error,error,error,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN,5,120,7.41208,5.63842,1.43592,4.1304,39581
82424,Bangkok Klongs,2010,2,4,60,60,Economic,error,error,error,error,error,Set Collection, Tile Placement,NaN,NaN,NaN,NaN,10,304,6.27286,5.63839,1.30392,2.3448,36166
145722,Eat Me,2012,3,6,10,10,Bluffing, Deduction,error,error,error,error,Push Your Luck,NaN,NaN,NaN,NaN,NaN,10,483,6.02971,5.6383,1.36671,1.0357,41579
40759,Cartagena  Die Meuterei,2009,2,4,45,45,Adventure, Pirates,error,error,error,error,Adventure, Pirates,NaN,NaN,NaN,NaN,5,217,6.4788,5.63827,1.15084,2.1875,29267
241066,Papillon,2019,2,4,30,45,strategy, Animals,error,error,error,error,Area Majority / Influence, Auction/Bidding, Card Drafting, Tile Placement,NaN,NaN,4,152,7.05232,5.63824,1.36341,2.1667,38437
249410,U.S. Telegraph,2018,2,4,45,60,Territory Building,error,error,error,error,error,Modular Board, Network and Route Building, Tile Placement,NaN,NaN,NaN,7,161,6.86981,5.63816,1.29793,1.625,30744
7483,Schatz der Drachen,2003,2,5,20,20,card, Childrens Game, Memory,error,error,error,Memory, Set Collection,NaN,NaN,NaN,NaN,3,191,6.60456,5.63814,1.24353,1.2222,26116
514,True Colors,1989,3,6,30,30,Deduction, Humor, Party Game,error,error,error,Betting and Bluffing, Voting,NaN,NaN,NaN,NaN,6,470,6.07796,5.638,1.62243,1.1579,82120
180937,The Squirrel Mania,2015,2,4,10,15,Animals, card, Childrens Game, Memory,error,error,Memory,NaN,NaN,NaN,NaN,NaN,2,175,6.79257,5.6377,1.46862,1,8404
17654,18GL,2005,2,6,300,300,Economic, Trains,error,error,error,error,Network and Route Building, Stock Holding, Tile Placement,NaN,NaN,NaN,3,97,7.51289,5.63768,1.09693,4.1818,20920
404,Worm Up!,1994,3,5,15,20,Animals, Childrens Game, Racing,error,error,error,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN,11,903,5.85191,5.63767,1.26621,1.1,62346
254189,Snow White and the Seven Dwarfs  A Gemstone Mining Game,2018,3,7,45,60,card, Math, Adaptation,error,error,error,Betting and Bluffing, Card Drafting, Push Your Luck, Take That,NaN,NaN,2,150,7.15392,5.63756,1.3253,1.25,21205
189056,Tales & Games  The Pied Piper,2016,2,5,20,20,Childrens Game,error,error,error,error,error,Action Queue, Hand Management, Player Elimination, Take That,NaN,NaN,6,249,6.37717,5.63754,1.27286,1.4286,24464
194392,Moscow '41,2016,2,2,60,120,War, War,error,error,error,error,Area-Impulse, Dice Rolling,NaN,NaN,NaN,NaN,4,82,8.07805,5.63744,1.64391,2.75,41624
204886,Suspicion,2016,2,6,60,60,Deduction,error,error,error,error,error,Roll / Spin and Move, Set Collection,NaN,NaN,NaN,NaN,9,405,6.21178,5.63742,1.44402,1.9,88191
120447,Get Lucky,2014,2,6,20,20,card, Humor, Print & Play,error,error,error,Hand Management,NaN,NaN,NaN,NaN,NaN,9,568,6.01951,5.6374,1.51691,1.5938,38855
46362,High Noon Saloon,2011,2,6,45,45,American West, card,error,error,error,error,Area Movement, Hand Management,NaN,NaN,NaN,NaN,4,314,6.31643,5.63738,1.56328,1.625,45877
12533,Entrapment,1999,2,2,30,30,strategy,error,error,error,error,error,Enclosure,NaN,NaN,NaN,NaN,NaN,7,99,7.98013,5.63737,1.26735,3.125,49116
8139,The Lord of the Rings  Combat Hex Tradeable Miniatures Game,2003,2,2,60,60,Collectible, Fantasy, Miniatures, Adaptation, Adaptation,error,Action Points,NaN,NaN,NaN,NaN,NaN,6,293,6.49113,5.63735,1.76937,2.4054,92246
608,Siesta,1999,2,4,60,60,strategy,error,error,error,error,error,Pattern Building, Pattern Recognition, Tile Placement,NaN,NaN,NaN,3,300,6.28767,5.63735,1.34651,2.52,32329
142432,Continental Express,2014,2,4,20,20,card, Trains,error,error,error,error,Card Drafting, Set Collection,NaN,NaN,NaN,NaN,5,529,6.04888,5.63734,1.30685,1.2432,49166
175989,Pillars of Eternity  Lords of the Eastern Reach,2016,1,4,60,120,card, City Building, Fantasy, Adaptation,error,error,Hand Management,NaN,NaN,NaN,NaN,NaN,3,277,6.55632,5.63734,1.72828,2.375,70988
1814,Dilbert  Corporate Shuffle,1997,4,6,15,15,card, Adaptation, Humor,error,error,error,Card Game, Comic Book / Strip, Humor,NaN,NaN,NaN,8,607,5.96965,5.6373,1.52191,1.3167,38451
94331,Legions of Darkness,2011,1,1,30,30,Fantasy,error,error,error,error,error,Action Points, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement,NaN,NaN,5,158,6.84082,5.63726,1.49487,2.1053,51445
120269,Red White & Blue Racin' Stock Car Action Game,2012,1,2,45,45,Racing, Sports,error,error,error,error,Dice Rolling,NaN,NaN,NaN,NaN,NaN,7,79,8.4962,5.63721,1.37845,1.8571,17282
4657,Replay Baseball,1973,1,2,30,30,card, Sports,error,error,error,error,Card Game, Sports,NaN,NaN,NaN,NaN,3,100,7.9601,5.63719,1.70959,2.5,29867
227995,Raiders of the Deep  U-boats of the Great War,2018,1,2,120,120,War, War, War,error,error,error,Dice Rolling, Simulation,NaN,NaN,NaN,NaN,8,88,8.64148,5.6371,1.14446,3.375,57367
144789,The Sheep Race,2013,2,6,45,45,Animals, Dice, Miniatures, Racing, Sports,error,Betting and Bluffing, Dice Rolling, Grid Movement,NaN,NaN,NaN,3,219,6.55297,5.63706,1.21336,1.5333,19275
184372,Justice League  Hero Dice \u2013 Superman,2015,1,1,15,25,Adaptation, Dice,error,error,error,error,Cooperative Game, Dice Rolling, Variable Player Powers,NaN,NaN,NaN,3,243,6.54202,5.63703,1.37777,1.375,16510
127432,Columba,2012,2,4,30,30,strategy, Animals, Territory Building,error,error,error,Area Majority / Influence, Team-Based Game, Tile Placement,NaN,NaN,NaN,5,138,7.00457,5.63699,1.21645,2.25,16987
105023,Fleet Commander  Nimitz,2014,1,1,180,180,War, War, War,error,error,error,Area Movement, Dice Rolling,NaN,NaN,NaN,NaN,8,192,6.8451,5.63691,1.82816,2.5789,153067
197408,Phalanxx,2016,1,4,60,60,Ancient, card, Dice, Fighting, Territory Building,error,Area Majority / Influence, Dice Rolling, Set Collection, Variable Player Powers,NaN,NaN,5,159,6.92774,5.63687,1.26343,2.4286,49050
131183,Wings of Glory  WW2 Rules and Accessories Pack,2013,2,99,45,45,Aviation, card, Expansion for Base-game, Miniatures, War, War,Simulation, Simultaneous Action Selection,NaN,NaN,NaN,NaN,1,107,7.70047,5.63685,1.45783,2.5,22607
34829,Ilium,2008,2,4,35,35,Ancient,error,error,error,error,error,Area Majority / Influence, Set Collection,NaN,NaN,NaN,NaN,17,352,6.18166,5.63685,1.32857,2.125,64302
104575,Steam Torpedo  First Contact,2011,2,2,40,40,Fantasy, Fighting, War, War,error,error,Modular Board, Variable Player Powers, Worker Placement,NaN,NaN,NaN,2,380,6.22248,5.6368,1.62105,2.45,80425
265260,Revolution of 1828,2019,2,2,30,60,Political,error,error,error,error,error,Political,NaN,NaN,NaN,NaN,NaN,2,179,6.63299,5.63675,1.21652,1.8571,32323
27802,Anno 1701  Das Kartenspiel,2007,2,2,60,60,Age of Reason, card, City Building, Exploration,error,error,Dice Rolling, Modular Board, Trading,NaN,NaN,NaN,6,259,6.34413,5.63674,1.38452,2.2059,42755
8003,Warhammer Ancient Battles 2.0,1998,2,2,120,120,Ancient, Book, Fighting, Miniatures, War,error,Dice Rolling, Variable Player Powers,NaN,NaN,NaN,NaN,0,207,6.68357,5.63673,1.85215,3.5417,44650
38904,Wind River,2008,3,4,60,60,strategy, American West, Animals,error,error,error,Grid Movement,NaN,NaN,NaN,NaN,NaN,4,231,6.52857,5.6367,1.25952,2.16,36506
4288,Panzer (first edition),1979,2,2,120,120,War, War,error,error,error,error,Hexagon Grid,NaN,NaN,NaN,NaN,NaN,3,125,7.2276,5.63668,1.50983,3.75,46679
270233,Heul doch! Mau Mau,2019,3,6,15,25,card,error,error,error,error,error,Hand Management,NaN,NaN,NaN,NaN,NaN,2,164,6.76013,5.63663,1.29601,1.3333,9445
181120,Pocket Invaders,2016,2,4,10,20,strategy, Dice,error,error,error,error,Grid Movement, Roll / Spin and Move,NaN,NaN,NaN,NaN,7,202,6.66701,5.63655,1.40324,2.2857,20253
30057,Burger Joint,2009,2,2,30,30,Economic,error,error,error,error,error,Set Collection,NaN,NaN,NaN,NaN,NaN,5,512,6.0376,5.63651,1.32339,1.871,63462
8790,Word Trio,1990,3,16,45,45,card, Party Game,error,error,error,error,Acting, Dice Rolling, Line Drawing, Team-Based Game,NaN,NaN,19,800,5.96677,5.6365,1.63652,1.1429,163418
