objectid,name,yearpublished,minplayers,maxplayers,minplaytime,maxplaytime
1248,Hacker II  The Dark Side,1993,2,8,120,120
1274,Cue Me!,1989,3,8,60,60
1292,Octet,1999,2,6,30,30
1316,Plem Plem,2001,3,7,60,60
1320,The Dog's Meow,2001,2,6,10,10
1328,Contra,2001,2,2,30,30
1332,Ancient Empires,1998,4,7,360,360
1340,Doubloon Lagoon,2001,2,4,30,30
1347,Simple GBoH,2000,2,2,90,90
1349,Atlantic,2001,2,6,120,120
1357,Play To Become a Millionaire,1999,2,8,60,60
1361,Die Siedler von Catan  Historische Szenarien II,2001,4,6,90,90
1369,Earthdefenders,2001,1,1,10,10
1384,Abenteuer im Wichtelwald,2000,2,4,0,0
1385,Aber Hallo!,2000,3,4,0,0
1386,Alarm,1992,3,5,20,40
1388,Alles klar?,1999,2,5,0,0
1389,Alles oder Nichts,1988,3,6,30,30
1392,Banking,1999,2,6,60,60
1393,Basta!,1994,2,6,0,0
1409,Spawn  The Game,1995,2,4,30,30
1432,Breakout!,1975,2,6,45,45
1438,Scre-e-ech!,1989,2,4,20,20
1440,Dinoquest,1989,2,6,60,60
1441,Turtles,1982,2,4,30,30
1451,Dimenticato,1998,2,4,20,20
1454,RYB,2000,2,5,20,20
1455,Rocketball,2001,2,2,30,30
1456,Run,2000,2,5,45,45
1458,Peep War,2001,2,6,90,90
1462,Crazy Rummy,1998,2,2,20,20
1466,Rebel Rails,2001,2,6,150,150
1476,Entrepreneur,1987,2,6,45,45
1478,VI Caesars,1982,2,6,180,180
1479,Towers of Wyoming,2000,2,4,20,20
1481,Blind Ignorance,1999,2,10,30,30
1485,Domingo,1982,2,4,20,20
1486,Plunder,1997,4,6,90,90
1487,Another Day,2000,3,8,45,45
1490,The Cigar Game,1998,3,6,45,45
1492,Manic Minelayers,2000,2,2,10,10
1494,Bohnanza Erweiterungs-Set (Revised Edition),2001,3,7,60,60
1495,Stash,1992,2,5,120,120
1507,Isis,1992,2,7,30,30
1521,Supremacy  Warlords and Pirates of the Neutral Zones,1987,0,0,10,10
1523,Pharao,1984,2,2,30,30
1526,PitchCar Extension 1,1997,2,8,20,20
1529,Ramses,1988,2,2,30,30
1532,Supremacy  Resource Deck Two,1987,2,6,340,340
1538,Het 1845 Spel,1965,2,6,30,30
1539,Amro-Dam,1977,3,3,30,30
1541,Block Mania  Mega-Mania,1987,3,4,120,180
1548,Libero,1984,2,2,45,45
1553,Judge 'n' Jury,1995,2,4,45,45
1554,Total Attack!! Soccer,1993,2,2,120,120
1557,Space Empires,1981,2,6,120,120
1564,Avant\u00e9,1967,2,2,30,30
1565,Mississippi Queen  The Black Rose,1998,2,6,45,45
1569,RoboRally  Armed and Dangerous,1995,2,8,90,90
1573,Banzai,1984,1,2,60,60
1592,ChessMage  Deck of the Myriad Shards,2001,2,2,45,45
1595,Tension,1970,2,4,10,10
1596,Nevo,1979,2,2,30,30
1600,Russian Roulette,1986,2,6,45,45
1601,Ivy Towers,1981,2,4,60,60
1605,Ambush! Purple Heart,1985,1,1,240,240
1606,Ambush! Move Out!,1984,1,1,240,240
1609,Creature Features,1975,2,6,120,120
1610,The Worlds of Boris Vallejo,1984,1,6,60,60
1612,Ambush! Silver Star,1987,1,1,240,240
1624,Quest of the Magic Ring,1975,2,7,60,60
1630,Galileo,2001,2,5,45,45
1639,Archie Bunker's Card Game,1972,2,4,30,30
1643,Romeo und Julia,2000,2,4,45,45
1646,Maul of America  Chopping Maul,1999,2,6,120,120
1652,Escape from the Casbah,1975,2,6,90,90
1655,Drinkers Wild,1981,2,4,90,90
1658,Police State,1976,2,8,120,120
1659,Beat Detroit,1972,2,6,90,90
1661,Balance of Power,1979,2,2,30,30
1664,Heisse \u00d6fen,1999,2,4,10,10
1667,Battle Hymn  Leatherneck,1988,1,1,240,240
1670,Modern Naval Battles II  The Campaign Game,1990,2,6,90,90
1671,Modern Naval Battles III,1990,2,6,120,120
1675,Illuminati  Brainwash,2001,2,8,180,180
1676,Blood Bowl  DeathZone,1994,2,2,120,120
1677,Knightmare Chess 2,1998,2,2,60,60
1683,Hot Property!,1985,2,6,90,90
1685,Kremlin  Revolution,1989,3,6,90,90
1689,War of the Networks,1979,2,4,90,90
1704,Attacke,1977,2,4,45,45
1728,Mouse,1994,2,4,30,30
1732,Bei Nacht und Nebel,1990,2,4,45,45
1733,Jago,1972,2,2,30,30
1734,Epicus,2001,2,4,180,180
1736,Talisman  The Adventure,1986,2,6,240,240
1737,Talisman Expansion Set,1986,2,6,120,120
1739,Talisman Dragons,1993,2,6,240,240
1740,Talisman City,1989,2,6,240,240
1741,The Talisman Dungeon,1987,2,6,240,240
1743,Talisman Timescape,1988,2,6,240,240
1745,Heroes for Dungeonquest,1987,1,4,90,90
1746,Dungeonquest  Catacombs,1988,1,4,90,90
1747,Eyewitness Newsreel Challenge  A VCR Game,1985,2,12,60,60
1752,Haps,2000,2,2,45,45
1754,Kiek,1999,3,8,10,100
1755,Fette K\u00fche,1995,3,5,60,60
1756,Gossip,1998,4,6,30,30
1759,Advanced Heroquest  Terror in the Dark,1991,2,5,120,120
1761,HeroQuest  Return of the Witch Lord,1991,2,5,120,120
1762,HeroQuest  Kellar's Keep,1991,2,5,120,120
1763,HeroQuest  Barbarian Quest Pack,1992,2,5,120,120
1764,HeroQuest  Elf Quest Pack,1992,2,5,120,120
1765,HeroQuest  Against the Ogre Horde,1993,2,5,120,120
1767,HeroQuest  Wizards of Morcar,1993,2,5,120,120
1774,Sale of the Century,1969,3,5,30,30
1775,Password Plus,1978,4,4,30,30
1776,Divine Right  Scarlet Empire,1997,2,6,180,180
1777,Dark World  Village of Fear,1993,2,5,90,90
1778,Dark World  Dragon's Gate,1993,2,5,90,90
1786,Og,1994,2,4,60,60
1787,Pentacle,1990,3,6,60,60
1788,Phart!  The Dispersing,1995,2,6,60,60
1789,Raiders and Traders  The Heroic Age of Greece,1979,1,4,120,120
1791,Space Race,1991,1,6,90,90
1795,Risk \u00c9dition Napol\u00e9on  Extension Empire Ottoman,2000,2,6,120,120
1798,Battle Dice,2000,2,5,30,30
1801,Clean Sweep,2001,2,5,20,20
1807,Shrimpin',2003,2,6,90,90
1808,Witch Hunt,2000,3,5,60,60
1809,Rally,2001,2,6,30,30
1813,Chalet,0,2,6,90,90
1828,Doomsday Cult 2000,1998,2,6,30,30
1834,Chill Out!,1996,2,4,10,10
1838,The Who,1969,3,5,30,30
1839,Odd Ball,0,2,4,30,30
1843,Hurricane,1981,2,4,60,60
1845,Zocker,1999,2,4,20,20
1846,Zock,0,2,4,45,45
1848,W\u00fcrfel-Duell,1991,4,6,45,45
1849,W\u00f6rtersee,1998,2,4,20,20
1850,Wind City,1997,2,5,45,45
1851,Mythrole  Merchants,2001,2,6,240,240
1852,Insikt,1991,2,6,120,120
1854,Foqus,1993,2,6,45,45
1856,Geni 2000,1999,2,6,60,60
1858,Diamond City,1995,2,6,90,90
1862,Avalon,1994,3,6,45,45
1863,Tatort Titanic,1987,3,6,60,60
1864,Expedition Robinson,1999,2,5,60,60
1868,Conquistador,2001,2,4,60,60
1870,Gold Train,2000,2,6,120,120
1872,Hurricane  The Game of the Tropics,1988,2,4,120,120
1880,Armour Quest  Qu\u00e6stro,1995,2,5,120,120
1882,Blazing Camels,2000,3,7,30,30
1885,How Much for the Camel?,1999,3,9,30,30
1889,Office Politics,1995,2,6,120,120
1893,Traffic Lights,1992,2,2,10,10
1895,Salamis,1999,2,2,360,360
1900,Maul of America  Raid on the Mall,2000,2,6,120,120
1903,Robert Ludlum's Game of Counter Espionage,1988,3,6,60,60
1904,Babylon 5 Component Game System  Reinforcements Pack #1,1998,2,6,120,120
1911,Hollywood for Sale,1994,3,6,20,20
1914,Im 7. Himmel,1989,2,6,60,60
1918,REM,1984,2,6,20,20
1921,Sovereign of the Seas,1979,2,6,120,120
1928,Dark Continent,2000,2,5,180,180
1929,Bushido Denied  The Battles of Bataan and Corregidor,2000,2,2,240,240
1930,Anti-Monopoly III  Washington-Moskau,1987,2,6,120,120
1944,Mogelei,1995,3,8,30,30
1948,Pratmakarna,1999,4,8,45,45
1949,Ok\u00e4nd planet,0,2,6,60,60
1951,Online,1995,2,4,30,30
1955,Star Wars Episode I  Attack on Naboo,1999,2,4,45,45
1966,RoboRally  Radioactive,1998,2,8,120,120
1967,RoboRally  Grand Prix,1997,2,8,120,120
1968,RoboRally  Crash and Burn,1997,2,8,120,120
1971,Bump,1990,2,4,20,20
1976,Beutezug,1989,2,6,30,30
1978,Rasant,1993,3,5,30,30
1979,Da Capo!,1993,2,6,30,30
1980,Gold am Yukon,1990,3,6,45,45
1988,Outlaw Trail  The Western Game,1972,2,8,60,60
1990,The Great Canadian Pie,1977,4,9,120,120
1995,Excuses,1981,2,6,90,90
1999,Utmaningen,1995,2,6,90,90
2005,Ursuppe  Frisch Abgeschmeckt,1998,3,6,90,90
2006,Jati,1965,2,4,20,20
2007,Votum,1987,4,6,0,0
2008,Verflixt und Zugesperrt,1998,2,4,0,0
2009,Tweedledum  The New Adventures with Alice in Wonderland,1988,2,5,60,60
2013,Till Eulenspiegel,1987,2,5,15,45
2015,Das Magische Hexagon,1994,2,2,60,60
2017,Tempo,1974,2,6,20,30
2018,Tango,1991,2,6,15,15
2019,Talking Stones,1997,3,8,30,30
2020,Steinbeisser,1999,2,6,0,0
2021,Spirit,1990,3,6,45,45
2026,Um Kopf und Kragen,1996,3,7,30,30
2027,Der Schatz des Pharaos,1996,2,6,30,30
2028,Sokrates,1994,2,4,20,20
2029,Top Secret,1995,2,6,20,20
2032,Now You See It,1975,3,4,60,60
2034,Eye Guess,1966,3,5,60,60
2035,The Joker's Wild,1973,3,6,30,30
2039,Barrier,1975,2,2,20,20
2041,They're at the Post,1975,1,100,60,60
2045,Nomad,2001,2,5,120,120
2046,Blue Stones,1987,2,4,120,120
2048,Starships,1980,2,4,45,45
2050,Life & Death & An American Chainsaw,1987,1,1,90,90
2053,The New Dungeon  Miniatures and Game Supplement,1989,1,6,45,45
2054,Interaction,1978,1,2,20,20
2056,Courier,1976,2,2,20,20
2057,Starship Command II,1995,2,10,45,45
2058,Civilization West Extension Map,1986,2,7,360,360
2059,Airline,1985,1,6,90,90
2062,Deal Me In,1988,2,4,45,45
2064,Neues aus dem Wichtelwald,1999,3,5,45,45
2067,Double,1996,2,6,30,30
2071,B\u00fcro Crazy,1997,3,5,30,30
2084,Sherlock Holmes  The Game of the Great Detective,1956,3,5,90,90
2107,The Guru's Famous Baseball Game,2001,1,32,30,30
2108,Starwars,1977,2,2,30,60
2109,The Game of Good Cooking,1989,2,4,60,60
2117,Scoop the Cash,1985,2,25,30,30
2118,Illya Kuryakin,1966,2,4,30,30
2124,Total Depth,1984,2,5,120,120
2141,Time Vectors,1986,2,2,30,30
2142,GRYB Game System,2001,2,2,30,30
2145,Domination,1986,2,4,60,180
2152,Dingus,1999,2,6,30,30
2155,Agent of Change,1991,2,4,90,90
2158,Finger-Flick Sports  Baseball,1996,2,2,20,20
2167,Jackpot Payoff,1979,2,4,45,45
2177,Schickeria,1964,3,6,30,30
2182,Knallbonbon,1991,4,6,10,10
2185,Ritter Kunibert's 12er Stich,1987,3,6,15,15
2187,Drachenlachen,1984,2,6,30,30
2188,Hexenstich,1994,2,6,10,10
2191,Hyano,2001,2,5,20,20
2202,Swahili,1968,2,4,30,30
2204,Kill Doctor Lucky  Craigdarroch,1998,3,10,60,60
2208,The LogiQuad Game System,1969,2,2,30,30
2219,Forte,1981,2,2,30,30
2220,Ion Glory,1994,2,6,60,60
2221,Clobber!,1977,2,6,30,30
2222,Top That!,1987,2,6,30,30
2227,The Flea Market Game,1986,3,6,60,60
2231,Watch,1967,2,2,10,10
2233,Colliding Circles,1995,2,2,45,45
2237,Flying Circus,2001,2,6,20,20
2239,4X4,2000,2,4,20,20
2241,Sex Maniacs,1990,2,8,10,10
2255,Kartenschach,2000,2,2,60,60
2257,Weekend in Vegas,1974,2,6,180,180
2261,Battles of Trenton and Princeton,1976,2,2,360,360
2267,Space  The Game,1995,2,4,120,120
2269,Oil Power,1982,0,0,60,60
2270,Borderlands,1995,2,4,90,90
2273,Hopfen & Malz,1992,3,6,30,30
2278,Transformation,1971,2,4,30,30
2279,PowerTechnics,1992,2,6,120,120
2282,Blood Bowl Companion,1990,2,2,180,180
2286,Blood Bowl Star Players,1989,2,2,180,180
2287,Blood Bowl (Second Edition)  Elves,1989,2,2,180,180
2292,Rubicon,1990,3,6,45,45
2293,Hei\u00dfe Karten,1975,2,6,20,20
2302,Bill Oddie's Great Bird Race Game,1988,2,6,240,240
2305,Murder Mystery Party  Revenge in Rome,1985,6,6,60,60
2309,Noah's Ark,1986,2,4,45,45
2321,Letres,1998,1,4,20,20
2325,Monotony,1984,2,4,90,90
2328,Starunner,1985,1,6,120,120
2329,Energy Quest,1977,2,6,120,120
2330,Medical Monopoly,1979,2,4,90,90
2333,Hacker,1991,3,6,180,180
2345,Groo  The Game \u2013 Expansion Set,1997,2,6,45,45
2351,Mbogo,1966,2,6,20,20
2355,Last Frontier  The Artifact,2001,3,8,120,120
2359,Schatztaucher,1992,3,6,45,45
2360,Sekt oder Selters,1992,2,4,30,30
2365,Sunset Blvd.,1992,2,6,30,30
2374,Yukk!,2001,3,5,10,10
2377,Kommissar,1966,2,4,60,60
2382,Sea-Fleet,1991,2,2,25,25
2411,Mount Everest,1980,1,4,20,20
2419,Test Drive,1986,3,6,60,60
2420,The Great American Auction Card Game,1975,2,5,30,30
2424,Boogey Man,1987,3,5,30,30
2429,Barnabas Collins Dark Shadows Game,1969,2,4,60,60
2437,The Barons of Fyn,1994,2,6,60,60
2438,LNL  Laplace,1994,2,2,90,90
2439,Queen Victoria's Navy,1996,1,2,90,90
2441,Bones,1994,2,2,30,30
2445,Chaseback,1962,2,2,30,30
2449,Lord of the Rings  Friends & Foes,2001,2,5,90,90
2450,Deuce,1985,2,6,20,20
2451,Slasher Flick,1983,2,2,30,30
2459,Planes & Trains,2001,1,5,360,360
2465,Not Necessarily Rum,1988,2,6,120,120
2466,Imagic,1974,2,2,30,30
2467,Zillionaire,1987,3,6,45,45
2468,Zero Zap,1987,2,4,45,45
2469,Wildcatter,1981,2,8,120,120
2473,Winkeladvokat,1986,2,4,20,20
2475,Frag  Death Match,2001,2,6,45,45
2477,Kippour 1973,2001,2,2,120,120
2479,Candidate,1979,2,6,90,90
2486,Flipop,1998,2,2,20,20
2488,Casanova,1990,3,5,45,45
2490,The Chicago Way,2000,3,4,0,0
2498,1-2-3 Go!,1970,1,2,10,10
2500,Express Chess,1996,2,2,0,0
2501,Global Chess,1997,2,2,90,90
2504,Massai,1993,2,2,30,30
2506,Himmel und H\u00f6lle,2001,2,2,30,30
2508,Caverns Deep,1980,2,2,360,360
2509,Dark Heaven Apocalypse,1988,2,2,300,300
2512,Charmed  The Book of Shadows,2001,1,4,90,90
2514,Skyline,1988,3,4,45,45
2519,Gammarauders  Revenge of the Factoids,1989,2,6,60,60
2522,General Hospital,1982,2,10,60,60
2523,Jingo,1941,2,6,30,30
2525,Fort Worth Scene,1980,2,6,60,60
2526,Rules of the Road,1977,2,6,60,60
2528,Good Guys 'n Bad Guys,1973,2,2,30,30
2530,Maelstrom  The Coming of Chaos,1997,2,5,180,180
2534,Stargate SG-1  La Vengeance d'Apophis,2001,2,6,120,120
2548,Loopino,1997,2,10,10,10
2550,Snarf Quest,2001,2,5,20,20
2551,Fire On The Suns  Tactical Command Fleet Book 1,2001,2,3,60,60
2552,Fire On The Suns  Tactical Command!,2001,2,2,60,60
2556,Z\u00fcndstoff,1995,2,5,45,45
2561,Pollyanna,1915,2,4,30,30
2568,Monsterjagd,2000,2,4,20,20
2571,Mutabohn,2001,2,7,60,60
2572,Quicksand,1981,2,2,20,20
2575,Isfahan,1999,2,5,30,30
2576,Kampf um Rom  Das Kartenspiel,2000,3,4,45,45
2586,Trivial Pursuit  Game Show,1993,3,6,30,30
2587,Cross of Iron,1978,1,2,60,60
2590,Temptation Poker,1982,1,6,45,45
2591,Carcassonne  The River,2001,2,5,30,45
2592,Director's Cut,1996,2,18,60,60
2594,Quadragammon,1977,4,4,45,45
2595,Moon Dragon,1997,2,4,0,0
2614,Babble-On,1992,2,99,30,30
2617,Knack den Code-X,2001,1,0,30,30
2618,Westw\u00e4rts,1995,2,6,60,60
2619,Welt der Winde,2000,2,6,75,75
2620,Schwimmer in der W\u00fcste,1999,3,4,0,0
2621,Claim,1999,2,4,30,30
2622,Kontor  Das Exportlager,2000,2,2,45,45
2624,Das Hornberger Schiessen,1993,2,5,45,45
2626,Das Phantom,1993,2,6,45,45
2628,Der Kleine Riese Kasimir,1998,2,4,30,30
2630,Die Bombe,1998,3,6,20,20
2631,Die Chinesische Mauer,1994,1,4,45,45
2636,My Brain is Bleeding,2001,2,6,60,60
2642,Frontrunner,1992,2,4,90,90
2644,Who Framed Roger Rabbit?,1987,2,4,60,60
2647,MediCumLaude,1993,2,6,45,45
2648,Talk Show,1994,3,6,30,30
2654,Snap,1997,3,5,30,30
2658,Integralis  Die verr\u00fcckte Keilerei in der Buchbinderei,2001,2,4,60,60
2659,Die VampirConnection,2001,3,6,60,60
2660,Bid It Right  The Price is Right Card Game,1964,2,4,20,20
2661,Small Soldiers Big Battle Game,1998,1,4,30,30
2662,Super Giant Monster Showdown  Destroy Tokyo Tower,1999,2,6,120,120
2663,Super Giant Monster Showdown  Cybernetic Attachments,2000,2,6,120,120
2670,Web of Power  The Vatican,2001,3,5,30,30
2671,Cheeeese Please,1997,2,4,30,30
2673,Hesketh's Legacy,1999,2,8,30,30
2677,Commercial Crazies,1985,2,4,20,20
2683,Join us Together,1997,2,4,10,10
2685,Acronym,1985,2,8,60,60
2687,Baseball Card All Star Game,1987,1,2,45,45
2691,Lancer,1973,2,3,30,30
2692,Black Beauty Downs,1987,2,6,45,45
2694,Donnerwetter,1991,2,4,30,30
2695,Weatherslam,1982,2,6,35,35
2696,Palenque,1998,2,4,120,120
2700,Rauchzeichen,2001,2,5,45,45
2702,Renaissance Traders,2001,3,6,90,90
2703,Another Day,2000,3,8,45,45
2704,New Tactical Games with Dice and Cards,1990,2,6,0,0
2711,Buntb\u00e4r & Co.,2001,2,4,10,10
2712,Samarcanda,1982,3,6,120,120
2714,Another Day,2000,3,8,45,45
2715,Another Day,2000,3,8,45,45
2722,Booze Cruise,1995,2,6,90,90
2723,Dippi Totale,1985,2,6,120,120
2726,Crazy Clock Game,1964,1,6,30,30
2732,Pole Position,1983,2,4,30,30
2735,Hossa! Seefahrer-Erweiterung,2001,3,8,45,45
2739,More Cosmic Encounter,1992,2,8,90,90
2741,Chez Geek 3  Block Party,2001,2,8,45,45
2744,SHOC,1944,2,2,60,60
2745,WaveLength,2001,3,8,60,60
2746,Asteroid Pirates,1981,2,4,60,60
2747,Airplay,1989,2,6,90,90
2752,Combat Cards,1984,2,6,90,90
2754,Clintonopoly!,1995,2,6,90,90
2755,New America,1980,2,12,120,120
2761,Knights of the Dinner Table  Orcs \u2013 The Reckoning,1999,2,5,60,60
2768,Combo,1997,2,4,10,10
2772,Mutant Chess,2001,2,2,30,30
2789,Duck Pond,1991,2,4,10,10
2790,Regentropfenspiel,1986,2,4,20,20
2796,Quickely Dice,2001,2,6,60,60
2797,Chez Geek 2  Slack Attack,2000,2,8,45,45
2798,The Ironclads Expansion Kit,1980,2,8,120,120
2801,Goldraub in London,1986,3,6,45,45
2802,War in Europe,1976,2,3,360,360
2803,Ave,2000,2,4,150,150
2804,200 Jahre Montgolfieren,1983,4,6,45,45
2805,Caravans\u00e9rail,1996,6,8,60,60
2807,The Settlers of Catan  5-6 Player Extension,1996,5,6,120,120
2810,Checkpoint  Danger!,1978,2,2,30,30
2813,Scrabble Duplicate Crossword Game,1975,1,99,45,45
2815,Chutes \u00e0 gogo,1992,1,4,20,20
2820,Astromagie,2001,2,5,30,30
2822,Ur\u00e4us,1993,2,4,45,45
2827,Seneti,1994,2,2,45,45
2828,Karnak,2000,1,6,45,45
2829,Theben,1996,2,2,30,30
2830,Talon,2001,2,2,30,30
2831,Meander,2001,2,2,20,20
2837,Ant Wars,1982,2,3,60,60
2846,Supremacy  The Unconventional Forces,1989,4,6,360,360
2847,Supremacy  High-Tech Edge for Strategic Forces,1989,4,6,360,360
2848,Supremacy  High-Tech Edge for Conventional Forces,1989,4,6,360,360
2849,Supremacy  Fortuna,1989,4,6,360,360
2850,Supremacy  Boomers \u2013 Ballistic Missile Subs,1990,4,8,360,360
2851,Supremacy  Mega Map,1991,4,8,360,360
2852,Supremacy  Mega Supremacy \u2013 Challenge of the New World Order,1991,4,8,360,360
2859,Destiny,1993,3,6,60,60
2861,Aquitaine  Strategy and the Medieval War Ride,1982,2,2,10,10
2862,Mr. Bunny's Internet Startup Game,1999,2,2,20,20
2865,Kersplatt!,1992,3,6,20,20
2869,Column,2002,2,2,20,20
2870,The Fishing Game,1994,1,6,360,360
2873,Warpath,1966,2,2,30,30
2874,Pentagonal,2000,2,4,20,20
2880,Abstracts,1988,4,12,60,60
2883,The Book of Classic Board Games,1991,1,4,10,10
2888,Starfire II,1980,2,3,30,30
2890,Supremacy  Main Battle Tanks,1990,4,8,360,360
2892,Starfire III,1982,2,2,360,360
2893,Imperial Starfire,1993,2,2,360,900
2894,Starfire New Empires,1985,2,2,60,60
2896,Strike It Rich,1986,2,6,120,120
2898,Collect,1972,3,6,90,90
2899,The Stock Exchange Game,1987,2,6,90,90
2900,Philately,1973,2,4,90,90
2905,Pancho Villa,1994,2,3,120,120
2906,Jurassic Park III  The Spinosaurus Chase Game,2001,2,4,30,30
2912,Hounds and Jackals  Game of the Pharaohs,-2000,2,2,20,20
2913,Supremacy  Neutron Bombs and Killer Satellites,1988,2,8,120,120
2914,Supremacy  The Middle Powers,1988,3,8,120,120
2915,The Settlers of Catan Card Game Expansions,2002,2,2,90,90
2923,Listen Up!,1997,3,8,30,30
2924,Mr. Ree!   The Fireside Detective,1937,4,7,60,60
2926,The Goonies,1985,2,4,30,30
2930,The Game of Hoboken,0,2,6,60,60
2931,New York in a Box,2004,2,8,60,60
2934,Square Dance,1996,2,2,10,20
2939,Fjord,1982,2,2,120,120
2945,Teufel nochmal!,1988,3,4,30,30
2948,Kuh & Kompagnon,1993,2,6,60,60
2949,Dune  Spice Harvest,1984,3,6,30,30
2950,Dune  The Duel,1984,3,6,180,180
2951,Morecambe & Wise Game,1976,2,2,20,20
2953,Trivial Pursuit  Genus II,1984,2,24,90,90
2954,Supremacy  Colonial Legions and Merchant Marine,1994,3,8,120,120
2959,Scrabble Word Rummy,1987,2,6,60,60
2964,Underwriter,1987,2,4,60,60
2966,Craonne,1982,2,2,120,120
2967,Middleman,1973,2,2,60,60
2976,Men Against Fire,1982,3,30,120,120
2977,Headlines,1996,2,6,45,45
2982,Task Force,1957,2,2,30,30
2983,Head to Head Golf,2001,2,4,90,90
2984,Save Doctor Lucky on Moon Base Copernicus,2002,3,7,45,45
2985,Train Raider,2000,2,5,180,180
2992,Rythmo,1985,2,2,30,30
2993,Carcassonne  The Expansion,2002,2,6,60,60
2999,Gobbos' Banquet,2000,2,4,45,45
3002,Circuit,1980,2,6,30,30
3006,Pin Point,1993,2,4,30,30
3009,King of the Mountain,1980,2,10,120,120
3011,Supermoney,1978,2,6,60,60
3012,Group Therapy,1969,3,8,60,60
3014,HiQue,1998,2,2,30,30
3017,Framed!,1992,2,6,30,30
3019,Showdown Poker,1971,2,2,30,30
3023,Video 221B Baker Street,1987,1,10,60,60
3025,Questique,2000,1,4,20,20
3026,The Book of Medieval Wargames,1984,2,12,60,60
3029,Sheffield Shares,1989,2,6,60,60
3031,Flightplan,1985,2,6,45,45
3033,Bus Boss  USA,1985,2,6,120,120
3038,Rhombo Continuo,1998,1,5,20,20
3042,Survival \/ The Barbarian,1979,1,6,30,30
3043,TurfMaster Course Collection 1,1999,2,8,90,90
3055,Counterstrike,1976,2,2,30,30
3058,Schaumermal,2001,2,2,60,60
3060,Detour!,1999,2,4,30,30
3062,Pyramis,1991,2,2,20,20
3066,Zone X,1975,2,2,10,10
3068,Komme Gleich,1996,2,6,30,30
3069,Triangle Game,2001,3,3,20,20
3073,Just Wait,1998,3,5,30,30
3079,Dollars and Dibble,2001,1,12,60,60
3082,Deception,1975,2,5,10,10
3088,Dallas,1981,2,6,60,60
3092,Spritfresser,1994,2,6,90,90
3094,Patch Worlds,2001,1,8,10,10
3098,Verdict,1959,2,2,20,20
3101,Der Berg ruft,1995,2,4,30,30
3103,Pitagoras,1996,2,5,30,30
3104,Cham\u00e4leon,1990,2,4,30,30
3105,Bronco Ranch,1997,2,6,30,30
3106,Drei Chinesen mit dem Kontrabass,1999,3,7,20,20
3111,Daumen Drauf,1996,2,7,20,20
3113,Empire,1979,2,4,180,180
3116,Battlebikes,1984,2,6,60,60
3117,Peasantry,2001,3,4,30,30
3118,Up Front  Desert War,1984,2,2,60,60
3120,Demono,1985,2,2,45,45
3121,Succession,1976,2,6,45,45
3123,Tr\u00fcffeln Schn\u00fcffeln,1989,2,4,30,30
3126,Auf + Zu,1992,2,4,30,30
3131,Isaac Asimov presents Super Quiz II,1983,2,8,45,45
3132,Isaac Asimov presents Super Quiz III,1983,2,8,45,45
3134,The Card Game for Lovers,1987,2,2,60,60
3135,GLE'X,1998,2,2,45,45
3136,Z-Chess,1998,2,2,90,90
3142,Willow,1988,2,4,20,20
3145,Paroli,1994,2,6,45,45
3146,El Grande  Grossinquisitor und Kolonien,1997,2,5,90,90
3148,La Strada,1995,2,6,20,20
3150,Takt Voll,1993,3,8,30,30
3151,Star Fighter,1978,2,4,45,45
3153,Fantasy Conflict,1991,2,4,90,90
3158,The Home Stretch,1970,0,0,60,60
3164,Rigatoni Intriganti,1997,3,4,60,60
3165,Euro,1998,0,0,20,20
3167,The Whole Brain Game,2001,1,12,60,60
3168,Alexander's Generals,1992,2,6,180,180
3171,Princess of Power Game,1985,2,4,20,20
3172,Herself the Elf  Elf-Fun Game,1983,2,4,30,30
3173,The World of Wall Street,1969,2,6,45,45
3176,Quickit,1996,2,22,20,20
3179,Action Test,1970,3,3,20,20
3180,Soundbytes,1995,3,0,60,60
3184,Travellers' Tour Through the United States,1822,2,4,60,60
3186,The Famous Monarchs of England Card Game,1991,2,6,60,60
3187,Clue Jr. Travel Game,1994,2,4,30,30
3191,Juwelenzauber,1991,1,4,30,30
3193,Oxford  Cambridge Boat Race,1997,3,5,45,45
3195,Hydra,1991,2,6,25,25
3196,Denkste!,1998,2,4,30,30
3197,Kopf oder Knopf,1992,2,2,20,20
3200,Ruslan and Liudmila,1997,2,4,45,45
3204,PRO-GRIDIRON,1999,2,2,10,10
3207,Respond!,2000,2,6,30,30
3211,UFO,2002,2,6,20,20
3213,Pagoda,2001,2,2,20,20
3215,Smart,1999,3,4,45,45
3217,The Three Stooges Trivia Game,2000,2,4,45,45
3220,Lost World,1994,2,4,45,45
3221,Nieznaika on the Moon,1994,2,8,60,60
3222,Wizard of Oz's Emerald Town,1998,1,4,45,45
3223,Sherlock Holmes Consulting Detective  Adventures by Gaslight,1986,1,6,180,180
3224,Sherlock Holmes Consulting Detective  The Mansion Murders,1983,1,6,60,60
3225,Sherlock Holmes Consulting Detective  The Queen's Park Affair,1984,1,6,60,60
3227,Sushi-Jalape\u0144o War,1994,2,4,120,120
3232,Fraggle Rock,1984,2,5,20,20
3244,Hype,1985,2,6,90,90
3250,Runngus' Game,1980,1,3,10,10
3252,Beziehungskisten,1994,3,8,30,45
3254,Carrott's Canny Captions,1994,3,6,30,30
3256,King Tut,1994,2,4,20,20
3257,Baywatch  The Game,1996,2,6,30,30
3258,Alien Encounter,1998,2,2,45,45
3259,Hoodwinked,1994,2,4,20,20
