objectid,name,category1,category2,category3,category4,category5,category6
238656,Tiny Epic Defenders (Second Edition),Fantasy, Medieval,error,error,error,error
208773,Quartermaster General  1914,War, War,error,error,error,error
6887,Hearts,card, Adaptation,error,error,error,error
205494,Machi Koro  Bright Lights,card, City Building, Dice,error,error,error
122588,Dungeon Command  Sting of Lolth,card, Fantasy, Miniatures, War,error,error
17240,\u7cdf\u4e86\u500b\u7cd5,Humor,error,error,error,error,error
180956,One Night Ultimate Vampire,Bluffing, card, Deduction, Horror, Party Game,error
209001,Monster Lands,Adventure, card, Dice, Fantasy, Fighting,error
215312,Stop Thief!,Deduction,error,error,error,error,error
81453,Famiglia,card, Mafia,error,error,error,error
158109,Onward to Venus,Adaptation, Fighting, Sci_Fi, Space Exploration, Transportation,error
78733,Key Market,Economic, Farming, Medieval,error,error,error
252526,Pictomania (Second Edition),Dexterity, Humor, Party Game, Real-time,error,error
8095,Prophecy,Adventure, Fantasy, Fighting,error,error,error
949,Twixt,strategy,error,error,error,error,error
145203,Prosperity,Economic, Environmental,error,error,error,error
35488,The Name of the Rose,Bluffing, Deduction, Medieval, murder_mystery, Adaptation,error
217,A la carte,Dexterity,error,error,error,error,error
39206,Woodman,Dexterity, Childrens Game,error,error,error,error
276894,Ticket to Ride  London,Trains,error,error,error,error,error
38309,God's Playground,Age of Reason, Medieval, Negotiation, War, Political, Renaissance
382,Heimlich & Co.,Bluffing, secret_agent,error,error,error,error
3085,Gang of Four,card, Political,error,error,error,error
32674,Monsterpocalypse D.M.Z.(Dangerous Monster Zone),Collectible, Fighting, Miniatures, Sci_Fi,error,error
253618,5-Minute Marvel,card, Fighting, Real-time,error,error,error
216600,Fantastic Factories,card, Dice,error,error,error,error
2603,The Lord of the Rings Trading Card Game,Adventure, card, Collectible, Fantasy, Adaptation, Adaptation
124827,Space Cadets  Away Missions,Adventure, Fighting, Miniatures, Sci_Fi, Space Exploration,error
170587,TimeBomb,Bluffing, card, Deduction, Horror, Negotiation, Party Game
253684,Spring Meadow,strategy, Animals, Puzzle,error,error,error
19427,Gemblo Light,strategy,error,error,error,error,error
21791,Masons,City Building, Medieval,error,error,error,error
214396,Campy Creatures,Bluffing, card, Deduction, Horror,error,error
259298,The Ancient World (Second Edition),Ancient, Civilization, Fantasy,error,error,error
175549,Salem 1692,Bluffing, card, Deduction, Print & Play,error,error
1042,Dragon's Gold,card, Fantasy, Fighting, Negotiation,error,error
271869,Sushi Roll,Dice,error,error,error,error,error
128445,Darkest Night,Adventure, Fantasy, Horror,error,error,error
198609,Fate of the Elder Gods,Adventure, Dice, Horror, Miniatures, Mythology,error
37196,Sorry! Sliders,Dexterity, Childrens Game,error,error,error,error
283948,Marco Polo II  In the Service of the Khan,Dice, Economic, Medieval, Travel,error,error
11229,Star Wars Miniatures,Adventure, Collectible, Miniatures, Adaptation, Sci_Fi,error
16991,Khet  The Laser Game,strategy, Electronic,error,error,error,error
17161,Tempus,Civilization, Territory Building,error,error,error,error
258444,Gingerbread House,Fantasy, Humor, Mythology, Adaptation, Puzzle,error
90305,Cargo Noir,Economic,error,error,error,error,error
233961,Claim Pocket,card, Fantasy,error,error,error,error
118418,Oracle Pathway,Bluffing, card, Deduction,error,error,error
129050,P.I.,Deduction, murder_mystery, secret_agent,error,error,error
184459,Ave Roma,Ancient, Civilization, Economic,error,error,error
156501,Greenland,card, Economic, Medieval, Negotiation,error,error
210232,Dungeon Degenerates  Hand of Doom,Adventure, Exploration, Fantasy,error,error,error
199793,Dokmus,strategy, Mythology, Territory Building,error,error,error
145633,Ascension  Apprentice Edition,card, Fantasy,error,error,error,error
242684,Reavers of Midgard,Grey Fox Games, Arrakis Games, Corax Games, Meeple BR Jogos,error,error
128931,Noblemen,Medieval, Territory Building,error,error,error,error
32484,The Battle for Hill 218,card, War, War,error,error,error
80771,Dungeon Raiders,Adventure, Bluffing, card, Exploration, Fantasy, Fighting
63170,1817,Economic, Trains, Transportation,error,error,error
148729,Maquis,Print & Play, War,error,error,error,error
223770,Startups,card,error,error,error,error,error
172547,Queen's Architect,Medieval,error,error,error,error,error
91523,Mondo,Animals, Environmental, Puzzle, Real-time,error,error
23107,Drakon (third edition),Adventure, Fantasy, Maze,error,error,error
145645,Le Fant\u00f4me de l'Op\u00e9ra,Deduction, Adaptation,error,error,error,error
142296,Funemployed  'Hiring Frenzy',card, Educational, Humor, Party Game, Word Game,error
203430,Fuji Flush,card, Number,error,error,error,error
798,Ace of Aces  Handy Rotary Series,Aviation, Book, War, War,error,error
20,Full Metal Plan\u00e8te,Sci_Fi,error,error,error,error,error
2533,Kupferkessel Co.,card, Fantasy,error,error,error,error
3870,7 Ages,Civilization, War,error,error,error,error
173105,The Great War,Miniatures, War, War,error,error,error
118705,Ghost Blitz 2,Dexterity, card, Childrens Game, Party Game, Real-time,error
2529,Flat Top,Aviation, War, War, War,error,error
216428,Seikatsu  A Pet's Life,strategy, Animals, Puzzle,error,error,error
4491,Cave Troll,Fantasy,error,error,error,error,error
2476,Industrial Waste,Economic, Environmental, industry_manuf,error,error,error
191572,\u8afe\u4e9e\u9b27\u65b9\u821f,Animals,error,error,error,error,error
212281,Village Attacks,Fantasy, Medieval, Miniatures, Mythology, Puzzle,error
166317,Time of Soccer,Economic, Sports,error,error,error,error
267319,Roam,Fantasy,error,error,error,error,error
159692,Comancher\u00eda  The Rise and Fall of the Comanche Empire,War, American West, War,error,error,error
216632,Tournament at Camelot,card,error,error,error,error,error
225167,Human Punishment  Social Deduction 2.0,Bluffing, card, Deduction, Mafia, Party Game, secret_agent
38506,Witch of Salem,Fantasy, Horror, Adaptation,error,error,error
31479,Ubongo Extreme,Puzzle, Real-time,error,error,error,error
3972,The Settlers of Catan  Travel Edition,City Building, Civilization, Negotiation,error,error,error
41429,Band of Brothers  Screaming Eagles,War, War,error,error,error,error
131835,Boss Monster  The Dungeon Building Card Game,card, Fantasy, Adaptation,error,error,error
531,Merchants of Amsterdam,Economic, Real-time, Renaissance,error,error,error
286,Machiavelli,Bluffing, Negotiation, Political, Renaissance, War,error
257769,Walking in Burano,card, Territory Building,error,error,error,error
16366,Funny Friends,card, Humor, Adult,error,error,error
1044,Gunslinger,American West, Fighting, War,error,error,error
158340,Lost Legacy  Flying Garden,Bluffing, card, Deduction,error,error,error
770,Loot,card, War, Pirates,error,error,error
157789,Pandemic  Contagion,card, Medical,error,error,error,error
255674,Imhotep  The Duel,Ancient,error,error,error,error,error
37120,Pack & Stack,Dexterity, Puzzle, Real-time,error,error,error
215613,Tao Long  The Way of the Dragon,strategy,error,error,error,error,error
129731,DreadBall  The Futuristic Sports Game,Miniatures, Sci_Fi, Sports,error,error,error
273477,Obscurio,Bluffing, Deduction, Exploration, Party Game,error,error
140535,Kory\u014f,card,error,error,error,error,error
1111,Taboo,Party Game, Real-time, Word Game,error,error,error
245476,CuBirds,strategy, Animals, card,error,error,error
259374,Belratti,card, Deduction,error,error,error,error
200890,Pixie Queen,Economic, Fantasy, Mythology,error,error,error
283863,The Magnificent,Dice, Economic,error,error,error,error
176530,Xenon Profiteer,card, Economic, industry_manuf,error,error,error
226634,The Thing  Infection at Outpost 31,Bluffing, Deduction, Horror, Adaptation, Sci_Fi, secret_agent
180020,Virus!,card, Medical,error,error,error,error
19348,Byzantium,Medieval, Political, War,error,error,error
191004,My First Stone Age,Childrens Game, Memory, Prehistoric,error,error,error
19643,World of Warcraft Trading Card Game,card, Collectible, Fantasy, Adaptation,error,error
131904,Heart of Crown,card, Fantasy,error,error,error,error
10550,Super Boggle,Real-time, Word Game,error,error,error,error
201248,Evolution  The Beginning,Animals, card, Educational, Environmental, Prehistoric,error
270971,Era  Medieval Age,City Building, Civilization, Dice, Medieval,error,error
108,TAMSK,strategy, Real-time,error,error,error,error
245271,Forbidden Sky,Electronic, Sci_Fi,error,error,error,error
242722,Here I Stand (500th Anniversary Reprint Edition),Negotiation, Political, Religious, Renaissance, War,error
168054,You Dirty Rat,card, Mafia,error,error,error,error
40381,Modern Art  The Card Game,card,error,error,error,error,error
18866,Shear Panic,Animals,error,error,error,error,error
40832,Keltis  Das Kartenspiel,card, Number,error,error,error,error
234396,\u5947\u601d\u7f2a\u60f3,card, Humor, Party Game,error,error,error
173200,Epic Spell Wars of the Battle Wizards  Rumble at Castle Tentakill,Fantasy, Fighting, Humor,error,error,error
936,The Fury of Dracula,Adventure, Deduction, Fighting, Horror, Adaptation,error
153097,Heroes Wanted,Adventure, Adaptation, Fighting,error,error,error
38786,Red Winter  The Soviet Attack at Tolvaj\u00e4rvi,War, War,error,error,error,error
256,Mississippi Queen,War, Racing, Transportation,error,error,error
28620,Phoenicia,Ancient, Civilization, Economic,error,error,error
5867,Europa Tour,Educational, Travel,error,error,error,error
39188,Liberty Roads,War, War,error,error,error,error
244,Circus Maximus,Ancient, Fighting, Racing,error,error,error
148203,Dutch Blitz  Expansion Pack,card, Real-time,error,error,error,error
12350,Battlestations,Sci_Fi,error,error,error,error,error
156496,March of the Ants,Animals, Civilization, Exploration,error,error,error
163841,18CZ,Economic, Trains,error,error,error,error
119781,Legacy  Gears of Time,card, Exploration, Sci_Fi,error,error,error
22532,Wings of War  The Dawn of World War II,Aviation, card, War, War,error,error
348,Merchants of the Middle Ages,Economic, Medieval, Negotiation, Transportation,error,error
59,Giganten,Economic, Exploration, industry_manuf,error,error,error
162,The Awful Green Things From Outer Space,Sci_Fi, War,error,error,error,error
245352,Unlock! A Noside Story,card, Exploration, Puzzle, Real-time,error,error
193621,Joking Hazard,card, Adaptation, Humor, Adult, Party Game,error
20133,The Fast Action Battle Series  Volume 1 \u2013 The Bulge,War, War,error,error,error,error
244191,Nagaraja,Adventure, Bluffing, Exploration, Maze,error,error
119012,The Capitals,City Building, Economic,error,error,error,error
205125,Ticket to Ride  First Journey (U.S.),Childrens Game, Trains,error,error,error,error
1423,Storm over Arnhem,War, War,error,error,error,error
192934,Colony,card, Dice, Sci_Fi,error,error,error
103649,The City,card, City Building,error,error,error,error
168274,Mistfall,Adventure, card, Fantasy,error,error,error
8730,Flying Colors,Age of Reason, American Revolutionary War, War, War, War,error
154301,The Battle at Kemble's Cascade,Sci_Fi, Adaptation,error,error,error,error
59753,Priests of Ra,Ancient, Mythology,error,error,error,error
103660,VivaJava  The Coffee Game,Bluffing, Economic, Negotiation,error,error,error
183284,Factory Funner&Bigger,Puzzle, Real-time,error,error,error,error
127127,The Lord of the Rings  The Fellowship of the Ring Deck-Building Game,card, Fantasy, Adaptation, Adaptation,error,error
200454,Planetarium,Educational, Sci_Fi, Space Exploration,error,error,error
8195,Viva Topo!,Animals, Childrens Game, Dice,error,error,error
227072,The Chameleon,Bluffing, card, Deduction, Humor, Party Game, Word Game
215463,Tokyo Highway,Dexterity,error,error,error,error,error
99392,Colonial  Europe's Empires Overseas,Civilization, Economic, Exploration, Political, Territory Building,error
220775,Codenames  Disney Family Edition,card, Deduction, Adaptation, Party Game, Word Game,error
124969,Dungeon Command  Curse of Undeath,card, Fantasy, Miniatures, War,error,error
255507,Orbis,Civilization, Mythology, Territory Building,error,error,error
156548,Super Dungeon Explore  Forgotten King,Adventure, Exploration, Fantasy, Fighting, Miniatures,error
1491,Outpost,Economic, Sci_Fi,error,error,error,error
70519,Cruel Necessity,War, War, Political, Religious, Renaissance, War
68820,Enemy Action  Ardennes,War, War,error,error,error,error
932,Top Race,Racing,error,error,error,error,error
25261,Tannh\u00e4user,Fantasy, Fighting, Horror, Miniatures, Sci_Fi, secret_agent
132544,Tesla vs. Edison  War of Currents,Bluffing, card, Economic, Educational, industry_manuf,error
204431,One Night Ultimate Alien,Bluffing, card, Deduction, Horror, Party Game,error
1484,The Great Museum Caper,Childrens Game, Deduction,error,error,error,error
987,Kingmaker,Medieval, Political, Renaissance, War,error,error
149241,Assault on Doomrock,Adventure, Exploration, Fantasy, Fighting, Humor, Zombies
193557,Android  Mainframe,strategy,error,error,error,error,error
153737,Ships,Exploration, War, Transportation,error,error,error
128554,V\u00f6lusp\u00e1,strategy, Mythology,error,error,error,error
168679,Flip City,card, City Building,error,error,error,error
1262,Axis & Allies  Pacific,War, War,error,error,error,error
197097,Four Against Darkness,Adventure, Book, Exploration, Fantasy, Print & Play,error
200934,Coldwater Crown,War,error,error,error,error,error
55952,Greed Incorporated,Economic, industry_manuf, Negotiation,error,error,error
28723,Before the Wind,card, Economic, War,error,error,error
8107,Risk  The Lord of the Rings Trilogy Edition,Adventure, Fantasy, Adaptation, Adaptation, Territory Building, War
7865,10 Days in Beautiful Africa,Educational, Travel,error,error,error,error
149809,Escape  Zombie City,Dice, Real-time, Zombies,error,error,error
160081,Dungeon Saga  Dwarf King's Quest,Adventure, Exploration, Fantasy, Fighting, Miniatures,error
139952,Clockwork Wars,Civilization, Fantasy, Territory Building, War,error,error
2288,Blood Bowl (Second Edition),Fantasy, Fighting, Sports,error,error,error
199904,Pericles  The Peloponnesian Wars,Ancient, Political, War,error,error,error
232666,Robin Hood and the Merry Men,Dice, Fighting, Medieval,error,error,error
153623,Limes,card, City Building, Puzzle,error,error,error
632,Cloud 9,Aviation, Bluffing, card,error,error,error
62871,Zombie Dice Deluxe,Dice, Horror, Humor, Party Game, Zombies,error
34969,Ubongo  Duel,Puzzle, Real-time,error,error,error,error
256066,Warhammer 40,Miniatures, Sci_Fi, War,error,error,error
9364,Doppelkopf,card,error,error,error,error,error
130882,Cardline  Animals,Animals, card, Educational,error,error,error
37734,Cavum,American West,error,error,error,error,error
96152,Nightfall  Martial Law,card, Fantasy, Fighting, Horror,error,error
205867,Bohnanza  The Duel,card,error,error,error,error,error
248005,Ganymede,card, Sci_Fi,error,error,error,error
1589,Star Fleet Battles,Adaptation, Sci_Fi, Space Exploration, War,error,error
181819,Sorcerer,Ancient, card, Dice, Fantasy, Fighting, Horror
171479,Commissioned,Ancient, Educational, Religious,error,error,error
140717,Progress  Evolution of Technology,card, Civilization,error,error,error,error
266083,L.L.A.M.A.,card,error,error,error,error,error
23418,Pursuit of Glory,War, War,error,error,error,error
119637,Zug um Zug  Deutschland,Trains, Travel,error,error,error,error
40425,Maori,Exploration, War,error,error,error,error
178570,Unusual Suspects,card, Deduction, murder_mystery, Party Game,error,error
285984,Last Bastion,Fantasy, Fighting, Medieval,error,error,error
264982,Coloma,American West, City Building,error,error,error,error
223,National Geographic Expedition,Exploration, Transportation, Travel,error,error,error
1194,Speed Circuit,Racing, Sports,error,error,error,error
143157,SOS Titanic,card,error,error,error,error,error
169464,Defenders of the Last Stand,Adventure, Dice, Fighting, Miniatures,error,error
1334,Entdecker  Exploring New Horizons,Exploration, War,error,error,error,error
883,Ivanhoe,card, Fighting, Medieval,error,error,error
143176,Steam Works,industry_manuf, Sci_Fi,error,error,error,error
102104,Star Fluxx,card, Sci_Fi,error,error,error,error
75212,Grand Cru,Economic, Farming,error,error,error,error
133528,City of Remnants,Dice, Economic, Fighting, Miniatures, Sci_Fi, Territory Building
154003,\u5854\u96f2\u8ed2,Ancient,error,error,error,error,error
16216,Carcassonne  The Discovery,Medieval,error,error,error,error,error
145976,Talon,Sci_Fi, War,error,error,error,error
4688,Angola,War, War, War,error,error,error
172552,Karmaka,Animals, card, Religious,error,error,error
171890,Best Treehouse Ever,card,error,error,error,error,error
19841,Pentago,strategy,error,error,error,error,error
274637,Unmatched  Battle of Legends,card, Fantasy, Fighting, Miniatures, Mythology, Adaptation
220632,Monster Slaughter,Horror, Humor, Miniatures,error,error,error
25729,World at War  Eisenbach Gap Deluxe Edition,War, War,error,error,error,error
805,Buffy the Vampire Slayer  The Game,Horror, Adaptation,error,error,error,error
118000,Africana,Adventure, Exploration, Travel,error,error,error
32116,Airships,Aviation, Dice, industry_manuf,error,error,error
117960,Saint Malo,City Building, Dice,error,error,error,error
21654,Iliad,Ancient, Bluffing, card, Mythology,error,error
105593,Svindlandi m\u00f6lur,Dexterity, card,error,error,error,error
17393,Pax Romana,Ancient, Political, War,error,error,error
182704,SteamRollers,Dice, Trains,error,error,error,error
34615,New World  A Carcassonne Game,City Building, Exploration,error,error,error,error
111,Rheinl\u00e4nder,strategy, Medieval, Territory Building,error,error,error
253635,Ragusa,City Building, Economic, Renaissance,error,error,error
37400,Sushizock im Gockelwok,Dice,error,error,error,error,error
46007,A Brief History of the World,Ancient, Civilization, Medieval, Renaissance, War,error
256788,Detective Club,Bluffing, card, Deduction, Humor, Party Game,error
161226,The Builders  Antiquity,Ancient, City Building,error,error,error,error
173761,Telestrations After Dark,Humor, Adult, Party Game, Real-time,error,error
3236,WildLife,Animals, Prehistoric,error,error,error,error
140343,Carnival Zombie,Dexterity, Horror, Renaissance, Zombies,error,error
93724,Black Gold,Bluffing, Economic, Exploration,error,error,error
75091,Norenberc,Economic, Medieval,error,error,error,error
55253,Atlantis,Mythology,error,error,error,error,error
3097,1849  The Game of Sicilian Railways,Economic, Trains, Transportation,error,error,error
23817,1861  The Railways of the Russian Empire,Economic, Trains,error,error,error,error
122,Quo Vadis?,Ancient, Negotiation, Political,error,error,error
250621,18Lilliput,card, Economic, Adaptation, Trains, Transportation,error
8170,Return of the Heroes,Adventure, Exploration, Fantasy,error,error,error
520,Axis & Allies  Europe,War, War,error,error,error,error
40398,Monopoly Deal Card Game,card, Economic,error,error,error,error
245045,Deckscape  Heist in Venice,card, Puzzle, Real-time,error,error,error
42939,Invasion from Outer Space  The Martian Game,Fighting, Sci_Fi,error,error,error,error
1621,Mutant Chronicles  Siege of the Citadel,Sci_Fi, War,error,error,error,error
214293,Mountains of Madness,Horror, Adaptation, Real-time,error,error,error
130486,Small City,City Building, Economic, Territory Building,error,error,error
204286,Big Trouble in Little China  The Game,Adventure, Adaptation, Dice, Fantasy, Fighting, Miniatures
207572,Holland '44  Operation Market-Garden,War, War,error,error,error,error
242653,Mysthea,Adventure, Exploration, Fantasy, Miniatures,error,error
233955,Montana  Heritage Edition,American West, City Building, Territory Building,error,error,error
35505,Walk the Plank!,card, Humor, Pirates,error,error,error
27356,Portobello Market,strategy,error,error,error,error,error
185123,Ascension  Dreamscape,card, Fantasy,error,error,error,error
36708,Leader 1,Racing, Sports,error,error,error,error
124968,Dungeon Command  Tyranny of Goblins,card, Fantasy, Miniatures, War,error,error
193322,Master of Orion  The Board Game,card, Economic, Sci_Fi, Adaptation,error,error
23451,Space Dealer,City Building, Real-time, Sci_Fi, Transportation,error,error
196496,Warfighter  The WWII Tactical Combat Card Game,card, War, War,error,error,error
189,Die Siedler von N\u00fcrnberg,Medieval, Negotiation,error,error,error,error
6068,Queen's Necklace,Age of Reason, Bluffing, card, Adaptation,error,error
27463,Galactic Emperor,Civilization, Sci_Fi, Space Exploration,error,error,error
262543,Wavelength,Party Game,error,error,error,error,error
223931,Sherlock Holmes Consulting Detective  Carlton House & Queen's Park,Deduction, murder_mystery, Adaptation, Post-War, Puzzle, secret_agent
4249,Trias,Animals, Prehistoric,error,error,error,error
164812,Roll For It! Gen Con Edition,Dice,error,error,error,error,error
101,Detroit-Cleveland Grand Prix,card, Racing,error,error,error,error
30241,Patrician,Medieval,error,error,error,error,error
197320,A Handful of Stars,Fighting, Sci_Fi, Space Exploration,error,error,error
193560,Escape the Room  Mystery at the Stargazer's Manor,murder_mystery, Party Game, Puzzle,error,error,error
296,Medieval Merchant,Economic, Medieval,error,error,error,error
223278,The Palace of Mad King Ludwig,Post-War,error,error,error,error,error
139033,Archon  Glory & Machination,City Building, Economic, Medieval,error,error,error
23686,\u30ae\u30d5\u30c8\u30c8\u30e9\u30c3\u30d7,Humor, Party Game,error,error,error,error
232361,After The Virus,card, Horror, Zombies,error,error,error
129351,The Cave,Environmental, Exploration, Maze, Travel,error,error
251293,Megaland,Fantasy, Adaptation,error,error,error,error
2612,18AL,Economic, Print & Play, Trains, Transportation,error,error
23730,Gheos,Civilization, Mythology,error,error,error,error
8490,Age of Napoleon,War, War,error,error,error,error
191301,The Walking Dead  All Out War,Adaptation, Miniatures, Zombies,error,error,error
169147,Letter Tycoon,Economic, Word Game,error,error,error,error
231567,Now Boarding,Aviation, Real-time, Transportation,error,error,error
28829,Field Commander  Rommel,War, War,error,error,error,error
7866,\u7f8e\u570b\u5341\u65e5\u904a,Educational, Travel,error,error,error,error
112373,BraveRats,card, Fantasy,error,error,error,error
203411,Word Slam,Party Game, Word Game,error,error,error,error
237087,DropMix,card, Electronic, Music, Party Game, Real-time,error
209325,The Game  Extreme,card, Number,error,error,error,error
85250,The Dwarf King,Bluffing, card, Fantasy,error,error,error
35572,Strozzi,War, Renaissance,error,error,error,error
80006,Mord im Arosa,Dexterity, murder_mystery, Party Game,error,error,error
788,Tales of the Arabian Nights,Adventure, Arabian, Fantasy,error,error,error
255675,Exit  The Game \u2013 The Catacombs of Horror,Deduction,error,error,error,error,error
2266,Gobblet X4,strategy, Memory,error,error,error,error
269725,Corinth,Dice,error,error,error,error,error
508,Blue Max,Aviation, War, War,error,error,error
4209,Monza,Childrens Game, Dice, Racing, Sports,error,error
147537,Malifaux (second edition),Collectible, Fantasy, Horror, Miniatures, Sci_Fi,error
15369,The Devil's Cauldron  The Battles for Arnhem and Nijmegen,War, War,error,error,error,error
141090,Kohle & Kolonie,Economic, industry_manuf,error,error,error,error
125311,Okiya,strategy,error,error,error,error,error
5622,Pacific War  The Struggle Against Japan 1941-1945,War, War, War,error,error,error
147930,King & Assassins Deluxe,Bluffing, Deduction, Fighting, Medieval,error,error
228411,Iron Curtain,card, Political,error,error,error,error
241266,Little Town,City Building, Medieval,error,error,error,error
5406,New England,Economic, Territory Building,error,error,error,error
231280,Harvest Dice,Dice, Farming,error,error,error,error
185538,Tsukuyumi  Full Moon Down,Fantasy, Fighting, Mythology, Sci_Fi,error,error
27048,Duel in the Dark,Aviation, War, War,error,error,error
25951,The Castle of the Devil,Bluffing, card, Deduction, Fighting, Party Game,error
126008,Dungeon Command  Blood of Gruumsh,card, Fantasy, Miniatures, War,error,error
197065,Valley of the Kings  Last Rites,Ancient, card, Mythology, Religious,error,error
31291,Espa\u00f1a 1936,War, War,error,error,error,error
3041,Panzergruppe Guderian,War, War,error,error,error,error
5620,Vietnam 1965-1975,War, War, War,error,error,error
3421,StreetSoccer,Dice, Sports,error,error,error,error
36888,After the Flood,Ancient, Civilization, Fighting,error,error,error
109779,Garden Dice,Dice, Farming,error,error,error,error
198138,Enchanters,card, Fantasy, Fighting,error,error,error
177939,Marvel Dice Masters  The Amazing Spider-Man,Collectible, Adaptation, Dice, Fighting,error,error
240855,Lockup  A Roll Player Tale,Fantasy,error,error,error,error,error
40770,The Golden City,Adventure, Ancient,error,error,error,error
185196,Rising 5  Runes of Asteros,Adventure, Deduction, Electronic, Puzzle, Sci_Fi,error
714,Talisman,Adventure, Exploration, Fantasy, Fighting,error,error
90870,Pelican Cove,Puzzle, Real-time,error,error,error,error
136000,Rivet Wars  Eastern Front,Miniatures, War,error,error,error,error
3439,Street Fighter Heroclix,Collectible, Adaptation, Dice, Fighting, Miniatures,error
265,Intrigue,Negotiation, Renaissance,error,error,error,error
206504,The Blood of an Englishman,strategy, card, Adaptation,error,error,error
169704,Vault Wars,Bluffing, card, Deduction, Fantasy,error,error
95105,1st & Goal,card, Dice, Sports,error,error,error
11945,Linq,Deduction, Party Game, secret_agent, Word Game,error,error
257283,Tiny Epic Mechs,Sci_Fi,error,error,error,error,error
135281,Serenissima (second edition),Economic, War, Renaissance,error,error,error
24762,Medici vs Strozzi,Economic, Renaissance,error,error,error,error
256320,Fertility,Ancient,error,error,error,error,error
3967,Battlefleet Gothic,Miniatures, Sci_Fi,error,error,error,error
187687,Pathfinder Adventure Card Game  Mummy's Mask \u2013 Base Set,card, Fantasy, Fighting,error,error,error
198287,Legends of Andor  The Last Hope,Adventure, Fantasy, Puzzle,error,error,error
8924,Eiertanz,Dexterity, Childrens Game, Dice, Humor, Party Game,error
189067,Cavern Tavern,Dice, Fantasy,error,error,error,error
216658,Smash Up  What Were We Thinking?,card,error,error,error,error,error
3139,Goldland,Exploration,error,error,error,error,error
179182,Dojo Kun,Dice, Fighting,error,error,error,error
173634,The Red Dragon Inn 5,card, Fantasy, Humor, Medieval, Party Game,error
175,What The Heck?,Animals, Bluffing, card,error,error,error
217776,Import \/ Export,Bluffing, card, Economic, industry_manuf, Math, War
198522,Archer  Once You Go Blackmail...,card, Deduction, Adaptation, secret_agent,error,error
24037,Escape from Atlantis,Adventure, War,error,error,error,error
197831,Dark Souls  The Board Game,Exploration, Fantasy, Fighting, Medieval, Miniatures, Adaptation
17053,\uc2ac\ub9ac\ud551\ud038\uc988,Bluffing, card, Childrens Game, Deduction, Educational, Fantasy
209660,Dungeon Alliance,Adventure, Exploration, Fantasy, Fighting, Miniatures,error
2162,Warhammer 40,Fighting, Miniatures, Sci_Fi,error,error,error
100679,Ultimate Warriorz,Fantasy, Fighting, Humor, Party Game,error,error
243430,Krass Kariert,card,error,error,error,error,error
130877,Blood Bound,Bluffing, Deduction, Fantasy, Horror, Negotiation, Party Game
3202,RAF,Aviation, War, War,error,error,error
142402,The Red Dragon Inn 4,card, Fantasy, Humor, Medieval, Party Game,error
39336,M\u00e9gawatts,Economic, industry_manuf,error,error,error,error
11168,Flames of War  The World War II Miniatures Game,Collectible, Miniatures, War, War,error,error
148290,Longhorn,strategy, American West, Animals,error,error,error
71655,Wok Star,Real-time,error,error,error,error,error
233868,HATE,Adaptation, Fantasy, Fighting, Adult, Miniatures, Sci_Fi
257614,Tussie Mussie,card,error,error,error,error,error
239472,Abomination  The Heir of Frankenstein,Horror, Adaptation, Sci_Fi,error,error,error
174524,Saloon Tycoon,American West,error,error,error,error,error
216403,Element,strategy,error,error,error,error,error
8172,\u571f\u72fc\u5728\u7b11\u4f60,Bluffing, card, Deduction, Party Game,error,error
759,Turning Point  Stalingrad,War, War,error,error,error,error
118610,Santa Cruz,Exploration, Transportation,error,error,error,error
130060,Ohne Furcht und Adel,Bluffing, card, City Building, Fantasy, Medieval,error
148261,SeaFall,Civilization, Exploration, War,error,error,error
244513,ICECOOL2,Dexterity, Animals, Childrens Game,error,error,error
6866,Mus,card,error,error,error,error,error
124839,Hoplomachus  The Lost Cities,Dice, Fighting,error,error,error,error
205498,Round House,Economic, Medieval,error,error,error,error
16,MarraCash,Economic,error,error,error,error,error
207016,Flick 'em Up!  Dead of Winter,Dexterity,error,error,error,error,error
38548,Fast Flowing Forest Fellers,Racing, Sports,error,error,error,error
224904,Sunset Over Water,card, Environmental,error,error,error,error
287,Bazaar,strategy, Puzzle,error,error,error,error
229218,A Game of Thrones  Catan \u2013 Brotherhood of the Watch,Civilization, Negotiation, Adaptation,error,error,error
18460,Lock 'n Load  Band of Heroes,War, War,error,error,error,error
200058,Harvest,Fantasy, Farming,error,error,error,error
228328,Rurik  Dawn of Kiev,Civilization, Medieval, Miniatures, Territory Building,error,error
84465,Ottoman Sunset  The Great War in the Near East 1914-1918,War, War,error,error,error,error
251420,Choose Your Own Adventure  House of Danger,Book, card, Adaptation,error,error,error
234621,Tybor the Builder,card,error,error,error,error,error
140951,Thunderstone  Starter Set,card, Fantasy,error,error,error,error
6050,Duel of Ages Set 1  Worldspanner,Adventure, Ancient, Fighting, Post-War, Sci_Fi,error
19301,Mesopotamia,Ancient, Civilization,error,error,error,error
192638,Multiuniversum,card, Sci_Fi,error,error,error,error
234948,Prehistory,Civilization, Exploration, Prehistoric,error,error,error
135243,Triassic Terror,Animals, Prehistoric, Territory Building,error,error,error
18985,Battleground,Ancient, card, Fantasy, Fighting, War,error
14808,Marvel Heroes,Adaptation, Fighting, Miniatures,error,error,error
236217,Timebomb,Bluffing, card, Party Game, secret_agent,error,error
230769,Who Goes There?,Adaptation, Sci_Fi,error,error,error,error
1116,Oh Hell!,card,error,error,error,error,error
