objectid,name,category1,category2,category3,category4,category5,category6
4607,Omnigon,strategy,error,error,error,error,error
200407,Rummy 17,card,error,error,error,error,error
206753,Blank White Dice,Dice,error,error,error,error,error
8746,Bloody Ridge,War, War,error,error,error,error
91197,Baby Boom,Dice, Humor,error,error,error,error
1945,Ultimatum,War,error,error,error,error,error
8962,The Jewish War,Ancient, War,error,error,error,error
11924,Struggle,Dice, Racing,error,error,error,error
173093,WarQuest,Fantasy,error,error,error,error,error
189816,Taco Takeover,Dexterity, Childrens Game, Party Game, Real-time,error,error
146384,The Amberden Affair,murder_mystery, Real-time,error,error,error,error
3558,Quizzard,Electronic, Trivia,error,error,error,error
36538,Dracula  El Vampiro del Castillo,Bluffing, Deduction, Horror, Memory, Adaptation,error
32280,H\u00e6ttuspil,Humor,error,error,error,error,error
13226,Maask,Dice, Medieval, Memory,error,error,error
39587,Machi,card,error,error,error,error,error
4410,Barn Buzzin' Goofy,Dexterity, Aviation, Childrens Game, Electronic, Adaptation,error
43489,Politix,card, Political,error,error,error,error
3112,And They're Off!,Racing,error,error,error,error,error
2014,Thrill,Dexterity,error,error,error,error,error
18885,Syllabus,card, Word Game,error,error,error,error
8700,Empire (third edition),Miniatures, War, War,error,error,error
11552,French Foreign Legion,Post-War, War,error,error,error,error
167466,Zum Kuhkuck,card,error,error,error,error,error
2730,Quadwrangle,Dice,error,error,error,error,error
9560,Indus,Ancient, Exploration,error,error,error,error
6759,Dispatcher,Trains,error,error,error,error,error
3677,Ultimatum,War, War,error,error,error,error
172035,Thumbs Up!,Childrens Game, Real-time,error,error,error,error
141102,DuCo,strategy,error,error,error,error,error
209541,Dead Cat  A Quantum Physics Card Game,Bluffing, card,error,error,error,error
131450,DrachenSchatten,Adventure, card, Fantasy,error,error,error
66537,Kakuzu,strategy, Deduction, Math,error,error,error
8406,Operation Solace,War, War,error,error,error,error
251538,Star Wars  Han Solo Card Game,card, Adaptation, Sci_Fi,error,error,error
98472,Strain,Educational, Fighting, Medical,error,error,error
40416,Martians!!!,Fighting, Horror, Sci_Fi,error,error,error
145068,Piwne Imperium,Economic, industry_manuf,error,error,error,error
141337,My Mine,American West, Dice,error,error,error,error
9070,Blood Race,Fantasy, Racing,error,error,error,error
13388,The Moscow Option  Guderian's Gambit,War, War,error,error,error,error
23304,\Oh My God! There's An Axe In My Head.\ The Game of International Diplomacy ,Humor, Negotiation, Political,error,error,error
56244,Honfoglal\u00f3,Trivia, War,error,error,error,error
166,Black Death,Educational, Medical,error,error,error,error
4092,wordXchange,Word Game,error,error,error,error,error
22123,Kaleidoscope Classic Puzzle Game,strategy, Puzzle,error,error,error,error
152245,Cards vs Dice  Strategically Lucky,card, Dice,error,error,error,error
175458,Bad Beets,Bluffing, card,error,error,error,error
2657,Auweier,Animals, card,error,error,error,error
203997,Locos Crononautas,card, Educational, Fantasy, Humor, Sci_Fi,error
4298,Beachhead,War, War,error,error,error,error
191205,The Ants Go Marching,Childrens Game,error,error,error,error,error
39447,Silent But Deadly Night,card, Humor,error,error,error,error
2127,Overpower,card, Collectible, Adaptation, Fantasy, Fighting,error
3417,Trimatics,Math, Real-time,error,error,error,error
157364,Feed the Shoggoth!,card, Horror, Humor,error,error,error
1291,Input\/Entr\u00e9e,strategy,error,error,error,error,error
30010,Ninja Sen So,Fighting,error,error,error,error,error
180340,\u4eba\u9b5a\u7684\u547c\u559a,card,error,error,error,error,error
171430,Do Not Forsake Me (Oh My Darling),card, Dice, Print & Play, Sci_Fi, Space Exploration,error
11320,Samurai,strategy, Fighting,error,error,error,error
212348,Mined Out!,Exploration,error,error,error,error,error
186461,Hunt  The Unknown Quarry,Deduction, murder_mystery,error,error,error,error
226757,Vault Assault,Dice, Real-time,error,error,error,error
151985,Evolution  Random Mutations,Animals, card, Dice,error,error,error
2558,Comeback,card,error,error,error,error,error
212610,Munchkin Wonderland,card, Childrens Game, Fantasy, Adaptation,error,error
114405,Astronauts  The Ultimate Space Game,Adventure, card, Space Exploration,error,error,error
156015,Turbulence,strategy, Aviation,error,error,error,error
98978,Take-Back-Toe,strategy, Print & Play,error,error,error,error
12496,Over the Top! Mons & The Marne,War, War,error,error,error,error
113780,Titty Grab,Dexterity, card, Humor, Adult, Party Game,error
19361,Casablanca,Adventure, War, War,error,error,error
254585,Bad Doctor,Humor, Medical,error,error,error,error
166026,Munchkin Treasure Hunt,Adventure, Childrens Game, Fighting,error,error,error
455,Am Fu\u00df des Kilimandscharo,Racing,error,error,error,error,error
235867,Unicorn Glitterluck  A Party for Rosalie,Childrens Game,error,error,error,error,error
140271,Maximum Throwdown,Dexterity, card,error,error,error,error
117555,\u05e7\u05dc\u05d0\u05e7,Childrens Game, Real-time,error,error,error,error
75292,Paying the Peiper,War, War,error,error,error,error
173005,Gondola,Racing, Sports,error,error,error,error
3039,Swordquest,Fantasy, War,error,error,error,error
57767,Unter Geiern,Animals, Bluffing, card, Exploration, Party Game,error
166764,W\u00fcrfel Kung Fu,Childrens Game, Dice, Memory,error,error,error
13295,Sorry! Card Revenge,card, Electronic,error,error,error,error
900,City,Economic,error,error,error,error,error
150978,Gatenkaas,Animals, Childrens Game,error,error,error,error
228740,Kitten Klash,card, Real-time,error,error,error,error
116970,Kokoriko,Childrens Game, Dice, Farming, Humor,error,error
14102,Toss Up!,Childrens Game, Dice,error,error,error,error
263189,Harry Potter  A Year at Hogwarts,Adventure, Fantasy, Adaptation, Adaptation,error,error
239116,Passaportas,Aviation, Transportation, Travel,error,error,error
236332,Animator vs Animation,card, Fighting, Memory, Party Game,error,error
30838,Les 7 Blasons,card, Medieval,error,error,error,error
284111,Drinks & Daggers,card, Fantasy, Fighting, Adult,error,error
249816,Taco vs. Burrito,card,error,error,error,error,error
238915,Dragoon  Heads Will Roll,Dexterity,error,error,error,error,error
22614,Petr\u00f3leo,Economic,error,error,error,error,error
11464,Quadruple Alquerque,strategy,error,error,error,error,error
27336,PowerShot Soccer,card, Sports,error,error,error,error
27949,Sortie,Aviation, War, War,error,error,error
33907,Have You Herd?,Animals, Farming,error,error,error,error
248899,Tex  Fino all'ultima pallottola,American West, card, Adaptation, Dice,error,error
99707,Artefakt,card, Dice,error,error,error,error
26918,Flintlock  Black Powder,Age of Reason, American Revolutionary War, War,error,error,error
136563,Stack Up!,Dexterity, Childrens Game,error,error,error,error
104809,Kleiner Obstgarten,Childrens Game, Dice,error,error,error,error
235616,Valhal,strategy, Medieval, Mythology,error,error,error
2030,Twinkle,Childrens Game,error,error,error,error,error
32968,Shark Alarm!!!,Animals, Bluffing, card,error,error,error
220721,Star Plus,card,error,error,error,error,error
3983,Sabotage,strategy, card,error,error,error,error
147673,Squashed,strategy,error,error,error,error,error
259972,Wspinaczka,Childrens Game, Dice, Sports,error,error,error
139374,DTC,card,error,error,error,error,error
40961,Topas,strategy,error,error,error,error,error
153980,Fate of the Norns  Gulveig,card, Mythology,error,error,error,error
14253,Desperados,American West, card,error,error,error,error
159087,I Say,card, Deduction, murder_mystery, Adaptation,error,error
