,objectid,name,yearpublished,minplayers,maxplayers,minplaytime,maxplaytime,usersrated,average,baverage,avgweight,siteviews,boardgamehonor_cnt,boardgameversion_cnt,boardgamecategory,boardgamemechanic
772,137649.0,Level 7 [Omega Protocol],2013.0,2.0,6,1.0,1.5,1839.0,7.49704,6.62911,3.0879,412881.0,0.0,2.0,"Fighting, Horror, Miniatures, Sci-Fi","Action Points, Dice Rolling, Grid Movement, Modular Board, Player Elimination, Scenario ,  Mission ,  Campaign Game"
773,230244.0,Black Angel,2019.0,1.0,4,1.0,2.0,1797.0,7.55463,6.62862,3.8085,402218.0,0.0,9.0,Sci-Fi,"Dice Rolling, Hand Management, Solo ,  Solitaire Game, Tile Placement"
774,6830.0,Zendo,2001.0,3.0,5,1.0,1.0,2476.0,7.26329,6.6282,2.5446,248282.0,1.0,2.0,"Abstract Strategy, Deduction, Puzzle","Pattern Recognition, Simultaneous Action Selection"
775,176165.0,Dale of Merchants  The Guild of Extraordinary Traders,2015.0,2.0,4,0.5,0.5,2931.0,7.20175,6.62809,2.0652,180754.0,0.0,13.0,"Animals, Card, Fantasy","Card Drafting, Deck, Dice Rolling, Hand Management, Set Collection, Take That"
776,11825.0,Empire of the Sun,2005.0,1.0,2,6.0,6.0,1214.0,8.07245,6.62754,4.2361,584369.0,6.0,3.0,"War, War, War","Action Points, Campaign ,  Battle Card Driven, Dice Rolling, Hexagon Grid"
777,202670.0,Ticket to Ride  Rails & Sails,2016.0,2.0,5,1.0,2.0,2270.0,7.40376,6.62728,2.6136,226470.0,0.0,10.0,Trains,"Card Drafting, Hand Management, Network and Route Building, Set Collection"
778,87890.0,Pr\u00eat-\u00e0-Porter,2010.0,2.0,4,1.5,1.5,2146.0,7.36899,6.62723,3.6131,353112.0,2.0,7.0,"Economic, Industry","Card Drafting, Loans, Set Collection, Worker Placement"
779,184151.0,Legend of the Five Rings  The Card Game,2017.0,2.0,2,0.75,1.5,1837.0,7.64744,6.62717,3.9767,297738.0,3.0,6.0,"Card, Collectible Components, Fantasy","Action Points, Deck, Hand Management, Secret Unit Deployment, Variable Player Powers"
780,157809.0,Nations  The Dice Game,2014.0,1.0,4,0.3333333333333333,0.6666666666666666,4355.0,6.97611,6.62686,2.0197,296593.0,0.0,4.0,"Ancient, Civilization, Dice, Medieval, Renaissance","Dice Rolling, Events, Push Your Luck, Re-rolling and Locking, Turn Order: Stat-Based, Variable Setup"
781,8203.0,Hey,2003.0,2.0,4,0.3333333333333333,0.3333333333333333,18228.0,6.72317,6.62619,1.4617,605847.0,11.0,47.0,"Abstract Strategy, Animals","Grid Movement, Map Deformation, Map Reduction, Modular Board"
782,35497.0,Fauna,2008.0,2.0,6,0.75,1.0,3771.0,7.04373,6.62619,1.4839,219784.0,11.0,16.0,"Animals, Educational, Trivia",Betting and Bluffing
783,94246.0,1812  The Invasion of Canada,2012.0,2.0,5,1.5,1.5,2105.0,7.35752,6.62589,2.1774,282776.0,4.0,3.0,"American Indian Wars, Educational, War","Area Movement, Campaign ,  Battle Card Driven, Dice Rolling, Team-Based Game, Variable Player Powers"
784,71671.0,Yggdrasil,2011.0,1.0,6,1.5,1.5,3583.0,7.06702,6.62455,2.5917,442928.0,1.0,4.0,Mythology,"Action Points, Cooperative Game, Dice Rolling, Set Collection, Variable Player Powers"
785,251658.0,Sprawlopolis,2018.0,1.0,4,0.25,0.3333333333333333,1880.0,7.48111,6.62407,1.7925,117840.0,2.0,5.0,"Card, City Building, Territory Building","Area Majority ,  Influence, Cooperative Game, Solo ,  Solitaire Game, Tile Placement"
786,217449.0,NMBR 9,2017.0,1.0,4,0.3333333333333333,0.3333333333333333,4788.0,6.95572,6.62269,1.1829,155255.0,4.0,14.0,"Abstract Strategy, Number, Puzzle","Pattern Building, Simultaneous Action Selection, Tile Placement"
787,5737.0,Domaine,2003.0,2.0,4,1.0,1.0,4171.0,7.00709,6.62245,2.7171,295358.0,2.0,7.0,"Medieval, Territory Building","Enclosure, Hand Management, Modular Board"
788,164265.0,Witness,2014.0,4.0,4,0.25,0.25,2212.0,7.31324,6.62235,1.4915,160405.0,0.0,3.0,"Comic Book , Strip, Deduction, Memory, Murder,Mystery","Communication Limits, Cooperative Game, Memory, Storytelling"
789,68264.0,No Retreat! The Russian Front,2011.0,1.0,2,6.0,6.0,1345.0,7.83584,6.62231,3.121,456518.0,6.0,4.0,"War, War","Campaign ,  Battle Card Driven, Dice Rolling, Hexagon Grid, Simulation"
790,239464.0,Palm Island,2018.0,1.0,2,0.25,0.25,2065.0,7.43069,6.62138,1.7358,155619.0,2.0,8.0,"Card, City Building","Cooperative Game, Deck, Hand Management, Memory, Simultaneous Action Selection, Solo ,  Solitaire Game"
791,130176.0,Tales & Games  The Hare & the Tortoise,2011.0,2.0,5,0.25,0.3333333333333333,3286.0,7.10425,6.62016,1.4034,144072.0,4.0,14.0,"Animals, Card, Childrens Game, Novel-based, Racing","Betting and Bluffing, Hand Management"
792,219215.0,Werewords,2017.0,4.0,10,0.16666666666666666,0.16666666666666666,2644.0,7.21442,6.61999,1.1316,144763.0,3.0,4.0,"Deduction, Party Game, Real-time, Word Game","Roles with Asymmetric Information, Traitor Game, Variable Player Powers, Voting"
793,142326.0,Eight-Minute Empire  Legends,2013.0,2.0,4,0.26666666666666666,0.5333333333333333,4125.0,6.99874,6.61997,1.9884,239330.0,0.0,9.0,"Civilization, Exploration, Mythology, Territory Building","Area Majority ,  Influence, Area Movement, Card Drafting, Modular Board, Set Collection, Variable Player Powers"
794,212402.0,The Grimm Forest,2018.0,2.0,4,0.75,1.0,3247.0,7.20315,6.61863,1.8676,282461.0,1.0,5.0,"Animals, Fantasy","Set Collection, Simultaneous Action Selection, Take That"
795,17396.0,Manoeuvre,2008.0,2.0,2,1.0,1.0,2259.0,7.30424,6.61837,2.1084,331794.0,6.0,2.0,"Napoleonic, War","Campaign ,  Battle Card Driven, Dice Rolling, Grid Movement, Hand Management, Modular Board, Variable Player Powers"
796,35052.0,Axis & Allies Anniversary Edition,2008.0,2.0,6,6.0,6.0,2361.0,7.42873,6.61767,3.117,645389.0,5.0,2.0,"War, War","Area Majority ,  Influence, Area Movement, Dice Rolling, Team-Based Game"
797,156091.0,Sons of Anarchy  Men of Mayhem,2014.0,3.0,4,1.5,1.5,2321.0,7.34265,6.61642,2.5417,269480.0,0.0,1.0,"Mafia, Adaptation, Negotiation, Territory Building","Action Points, Area Majority ,  Influence, Auction, Bidding, Commodity Speculation, Dice Rolling, Modular Board"
798,152162.0,Diamonds  Second Edition,2014.0,2.0,6,0.3333333333333333,0.5,4532.0,6.95674,6.61627,1.5625,174451.0,1.0,3.0,Card,"Hand Management, Trick-taking"
799,287954.0,Azul  Summer Pavilion,2019.0,2.0,4,0.5,0.75,1280.0,7.85394,6.61478,2.0256,91214.0,0.0,6.0,Abstract Strategy,"Pattern Building, Set Collection"
800,50768.0,Ninjato,2011.0,2.0,4,1.0,1.0,2536.0,7.22372,6.61429,2.7622,284414.0,1.0,3.0,"Fighting, Medieval, Political","Area Majority ,  Influence, Hand Management, Push Your Luck, Set Collection, Worker Placement"
801,1634.0,Warhammer Quest,1995.0,1.0,4,2.0,2.0,2280.0,7.42022,6.61395,2.6845,673151.0,0.0,3.0,"Adventure, Exploration, Fantasy, Fighting, Miniatures","Cooperative Game, Dice Rolling, Modular Board, Role Playing"
802,91536.0,Quarriors! Dice-Building Game Set-up Box,2011.0,2.0,4,0.5,0.5,12729.0,6.77296,6.61262,1.9665,794569.0,7.0,9.0,"Dice, Fantasy, Fighting","Card Drafting, Deck, Dice Rolling"
803,104020.0,Vanuatu,2011.0,2.0,5,1.5,1.5,2441.0,7.2326,6.61235,3.3281,236201.0,0.0,4.0,"Economic, War","Auction, Bidding, Grid Movement, Market, Modular Board, Tile Placement, Variable Phase Order"
804,221.0,Shogun,1986.0,2.0,5,4.0,6.0,4701.0,7.02468,6.61194,2.9461,585566.0,1.0,6.0,"War, Medieval, Territory Building, War","Area Majority ,  Influence, Area Movement, Auction, Bidding, Dice Rolling, Simultaneous Action Selection"
805,207336.0,Honsh\u016b,2016.0,2.0,5,0.5,0.5,3806.0,7.01913,6.61124,1.9524,194338.0,2.0,12.0,"Card, City Building, Territory Building","Auction, Bidding, Hand Management, Melding and Splaying"
806,40793.0,Dice Town,2009.0,2.0,5,0.75,0.75,6360.0,6.85837,6.60852,1.6792,354396.0,8.0,13.0,"American West, Dice","Dice Rolling, Set Collection, Simultaneous Action Selection"
807,38823.0,Conflict of Heroes  Storms of Steel! \u2013 Kursk 1943,2009.0,1.0,4,2.0,2.0,1410.0,7.72377,6.60694,3.109,507730.0,3.0,7.0,"War, War","Action Points, Dice Rolling, Hexagon Grid, Modular Board, Simulation"
808,159473.0,Quartermaster General WW2,2014.0,2.0,6,1.5,1.5,2086.0,7.38174,6.60557,2.3088,330656.0,2.0,4.0,"War, War","Area Majority ,  Influence, Campaign ,  Battle Card Driven, Hand Management, Team-Based Game"
809,121410.0,Steam Park,2013.0,2.0,4,1.0,1.0,5179.0,6.90539,6.6054,2.098,298532.0,2.0,11.0,"City Building, Dice, Real-time, Sci-Fi","Card Drafting, Dice Rolling, Memory, Modular Board"
810,1608.0,Ambush!,1983.0,1.0,1,4.0,4.0,2067.0,7.41706,6.60539,3.2491,481540.0,1.0,2.0,"Exploration, Fighting, War, War","Action Points, Dice Rolling, Hexagon Grid, Secret Unit Deployment, Simulation, Solo ,  Solitaire Game"
811,34084.0,Witch's Brew,2008.0,3.0,5,0.75,0.75,3556.0,7.03373,6.60524,1.8675,274694.0,8.0,6.0,"Bluffing, Card, Fantasy","Hand Management, Simultaneous Action Selection"
812,153065.0,Linko!,2014.0,2.0,5,0.3333333333333333,0.3333333333333333,3705.0,7.01496,6.60448,1.401,158538.0,7.0,7.0,Card,"Card Drafting, Hand Management, Set Collection"
813,177524.0,\u03a0\u03b1\u03b3\u03bf\u03b4\u03c1\u03bf\u03bc\u03af\u03b5\u03c2,2016.0,2.0,4,0.5,0.5,6581.0,6.85917,6.60437,1.02,240675.0,9.0,16.0,"Action , Dexterity, Animals, Childrens Game","Area Movement, Flicking, Take That"
814,151007.0,Pathfinder Adventure Card Game  Skull & Shackles \u2013 Base Set,2014.0,1.0,4,1.5,1.5,2245.0,7.34841,6.6041,2.9651,300549.0,2.0,3.0,"Card, Fantasy, Fighting, Pirates","Cooperative Game, Deck, Dice Rolling, Role Playing, Variable Player Powers"
815,823.0,Lord of the Rings,2000.0,2.0,5,1.0,1.5,13483.0,6.753,6.60393,2.5717,1060010.0,3.0,32.0,"Adventure, Fantasy, Novel-based","Cooperative Game, Dice Rolling, Hand Management, Set Collection, Variable Player Powers"
816,214887.0,CO\u2082  Second Chance,2018.0,1.0,4,1.0,2.0,1412.0,7.72265,6.60272,4.0481,330504.0,1.0,6.0,"Economic, Environmental, Industry","Area Majority ,  Influence, Card Drafting, Cooperative Game, Tile Placement, Worker Placement"
817,27364.0,Caylus Magna Carta,2007.0,2.0,4,0.75,1.25,4726.0,6.92577,6.60263,2.8691,333584.0,6.0,8.0,"Card, City Building, Economic, Medieval","Hand Management, Worker Placement"
818,124.0,Ursuppe,1997.0,3.0,4,1.5,1.5,4446.0,6.95045,6.60213,2.7302,272505.0,2.0,4.0,Prehistoric,"Bias, Dice Rolling, Grid Movement, Variable Player Powers"
819,21523.0,Runebound (Second Edition),2005.0,2.0,6,2.0,4.0,7566.0,6.88272,6.60152,2.6806,893140.0,3.0,10.0,"Adventure, Exploration, Fantasy, Fighting","Area Movement, Card Drafting, Dice Rolling, Role Playing, Variable Player Powers"
820,134352.0,Two Rooms and a Boom,2013.0,6.0,20,0.11666666666666667,0.3333333333333333,3880.0,7.02889,6.60059,1.4228,495408.0,1.0,3.0,"Bluffing, Card, Deduction, Negotiation, Party Game, Print & Play","Acting, Team-Based Game, Variable Player Powers, Voting"
821,183880.0,Risk  Star Wars Edition,2015.0,2.0,4,0.5,0.75,3306.0,7.08604,6.59984,1.848,268672.0,2.0,8.0,"Adaptation, Sci-Fi, War","Area Majority ,  Influence, Area Movement, Campaign ,  Battle Card Driven, Dice Rolling, Hand Management, Variable Player Powers"
822,198830.0,Heroes of Land,2018.0,1.0,4,2.0,3.0,1533.0,7.74462,6.59874,3.2222,469844.0,0.0,2.0,"Exploration, Fantasy, Fighting, Medieval, Miniatures, War","Action Points, Area Majority ,  Influence, Take That, Variable Player Powers, Worker Placement"
823,176544.0,Automania,2015.0,2.0,4,1.0,1.5,1946.0,7.35687,6.59747,2.7229,148821.0,0.0,2.0,"Economic, Industry","Card Drafting, Tile Placement, Variable Player Powers, Worker Placement"
824,44163.0,Power Grid  Factory Manager,2009.0,2.0,5,1.0,1.0,5663.0,6.86695,6.59704,2.9915,393759.0,2.0,9.0,"Economic, Industry","Auction, Bidding, Commodity Speculation"
825,229265.0,Wendake,2017.0,1.0,4,1.0,2.0,1452.0,7.67436,6.59679,3.5811,147887.0,1.0,4.0,"American Indian Wars, Economic, Farming, Fighting","Area Majority ,  Influence, Area Movement, Highest-Lowest Scoring, Set Collection, Variable Player Powers, Worker Placement"
826,327.0,Loopin' Louie,1992.0,2.0,4,0.16666666666666666,0.16666666666666666,7894.0,6.80725,6.59675,1.0519,440342.0,4.0,34.0,"Action , Dexterity, Animals, Aviation , Flight, Childrens Game, Electronic, Adaptation",Player Elimination
827,833.0,For the People,1998.0,2.0,2,6.0,6.0,1394.0,7.74114,6.59658,3.653,390667.0,3.0,5.0,"American War, War","Campaign ,  Battle Card Driven, Dice Rolling, Point to Point Movement, Simulation"
828,37628.0,Haggis,2010.0,2.0,3,0.75,0.75,3737.0,6.98711,6.59588,2.1225,339255.0,4.0,3.0,Card,"Betting and Bluffing, Hand Management, Ladder Climbing"
829,112.0,Condottiere,1995.0,2.0,6,0.75,0.75,7943.0,6.80692,6.59425,1.9613,483148.0,2.0,22.0,"Bluffing, Card, Medieval, Negotiation","Area Majority ,  Influence, Auction, Bidding, Hand Management"
830,229892.0,Container  10th Anniversary Jumbo Edition!,2018.0,3.0,5,1.25,1.5,1247.0,7.77766,6.59313,3.0,209821.0,0.0,2.0,"Economic, Industry, War, Transportation","Auction, Bidding, Commodity Speculation, Pick-up and Deliver, Set Collection"
831,42910.0,Peloponnes,2009.0,1.0,5,0.75,0.75,2643.0,7.13197,6.59109,2.3843,301509.0,0.0,5.0,"Ancient, City Building, Civilization","Auction, Bidding, Tile Placement, Variable Player Powers"
832,163154.0,Falling Sky  The Gallic Revolt Against Caesar,2016.0,1.0,4,3.0,6.0,1152.0,7.94764,6.59043,4.0112,362433.0,3.0,3.0,"Ancient, War","Area Majority ,  Influence, Area Movement, Campaign ,  Battle Card Driven, Dice Rolling, Simulation, Variable Phase Order"
833,187377.0,Vikings Gone Wild,2017.0,2.0,4,0.75,1.5,2608.0,7.2816,6.58866,2.2045,220165.0,0.0,6.0,"Card, City Building, Fantasy, Humor, Medieval, Mythology","Deck, Hand Management"
834,17329.0,Animal Upon Animal,2005.0,2.0,4,0.25,0.25,6381.0,6.83648,6.58817,1.0464,277538.0,7.0,19.0,"Action , Dexterity, Animals, Childrens Game","Dice Rolling, Stacking and Balancing"
835,216092.0,Unlock! Squeek & Sausage,2017.0,1.0,6,0.75,1.25,2203.0,7.25304,6.5877,2.2105,40699.0,0.0,3.0,"Card, Exploration, Puzzle, Real-time","Cooperative Game, Storytelling"
836,227460.0,Hannibal & Hamilcar,2018.0,2.0,2,0.6666666666666666,3.3333333333333335,895.0,8.44927,6.58743,3.8889,235146.0,3.0,5.0,"Ancient, Card, Miniatures, Political, War","Area Majority ,  Influence, Campaign ,  Battle Card Driven, Dice Rolling, Point to Point Movement"
837,274960.0,Point Salad,2019.0,2.0,6,0.25,0.5,2012.0,7.34758,6.58742,1.1739,87089.0,0.0,4.0,Card,"Card Drafting, Set Collection"
838,121297.0,Fleet,2012.0,2.0,4,0.5,0.75,4232.0,6.94155,6.58671,2.2391,385248.0,1.0,4.0,"Card, War","Auction, Bidding, Hand Management"
839,182694.0,Watson & Holmes  From the Diaries of 221B,2015.0,2.0,7,0.75,1.25,1922.0,7.38857,6.58529,2.2222,235209.0,0.0,9.0,"Bluffing, Deduction, Murder,Mystery, Novel-based","Auction, Bidding, Modular Board, Player Elimination, Simultaneous Action Selection, Variable Player Powers"
840,157001.0,Trains  Rising Sun,2014.0,2.0,4,0.75,0.75,1603.0,7.49896,6.58466,2.4355,124227.0,1.0,1.0,"Card, Territory Building, Trains","Deck, Hand Management, Network and Route Building"
841,23094.0,Planet Steam,2008.0,2.0,5,1.5,3.0,2626.0,7.16657,6.5844,3.7546,406895.0,1.0,6.0,"Economic, Industry, Sci-Fi","Auction, Bidding, Commodity Speculation, Market, Trading"
842,175199.0,Mottainai Mini,2015.0,2.0,5,0.25,0.5,3208.0,7.04496,6.5831,3.0652,321420.0,3.0,3.0,"Card, Print & Play","Card Drafting, Follow, Hand Management, Set Collection, Team-Based Game, Variable Phase Order"
843,30381.0,Hamburgum,2007.0,2.0,5,1.25,1.25,3041.0,7.05793,6.5817,3.0786,216050.0,3.0,2.0,"City Building, Economic, Pike and Shot","Rondel, Set Collection"
844,140933.0,Blueprints,2013.0,2.0,4,0.5,0.5,5709.0,6.86192,6.58154,1.6875,223838.0,1.0,8.0,Dice,"Dice Rolling, Pattern Building, Set Collection"
845,24068.0,Shadow Hunters,2005.0,4.0,8,1.0,1.0,7637.0,6.82475,6.58116,1.8235,579568.0,2.0,8.0,"Adventure, Bluffing, Card, Deduction, Horror, Party Game","Dice Rolling, Player Elimination, Team-Based Game, Variable Player Powers"
846,8989.0,Hansa,2004.0,2.0,4,1.0,1.0,4834.0,6.88329,6.58048,2.3475,311438.0,2.0,4.0,"Economic, Medieval, War, Transportation","Action Points, Area Majority ,  Influence, Pick-up and Deliver, Point to Point Movement, Set Collection"
847,235488.0,Istanbul  The Dice Game,2017.0,2.0,4,0.3333333333333333,0.6666666666666666,2443.0,7.20186,6.57965,1.7708,105476.0,1.0,7.0,Dice,"Action Points, Dice Rolling, Set Collection"
848,4099.0,Keythedral,2002.0,2.0,5,1.0,1.5,2924.0,7.07053,6.57919,2.8527,236161.0,2.0,6.0,"City Building, Medieval","Auction, Bidding, Modular Board, Set Collection, Tile Placement, Worker Placement"
849,145639.0,Coconuts,2013.0,2.0,4,0.3333333333333333,0.3333333333333333,3313.0,7.05731,6.5781,1.0441,208233.0,3.0,11.0,"Action , Dexterity, Animals, Childrens Game","Push Your Luck, Take That"
850,252328.0,Star Wars  X-Wing (Second Edition),2018.0,2.0,2,0.5,0.75,971.0,8.43147,6.57746,3.0526,71246.0,0.0,5.0,"Aviation , Flight, Bluffing, Collectible Components, Miniatures, Adaptation, Sci-Fi","Action Queue, Critical Hits and Failures, Dice Rolling, Player Elimination, Simultaneous Action Selection, Variable Player Powers"
851,91873.0,Strasbourg,2011.0,3.0,5,1.0,1.0,2404.0,7.17264,6.57741,2.7322,190194.0,1.0,2.0,"City Building, Economic, Medieval","Area Majority ,  Influence, Auction, Bidding, Pattern Building, Tile Placement"
852,194880.0,Dream Home,2016.0,2.0,4,0.5,0.5,4568.0,6.94101,6.5761,1.6545,252421.0,5.0,15.0,Card,"Card Drafting, Memory, Pattern Building, Set Collection, Variable Phase Order"
853,95103.0,Fortune and Glory  The Cliffhanger Game,2011.0,1.0,8,1.5,4.0,3315.0,7.09725,6.57549,2.8739,662944.0,0.0,1.0,"Adventure, Miniatures","Area Movement, Cooperative Game, Dice Rolling, Pick-up and Deliver, Push Your Luck, Roll ,  Spin and Move"
854,91080.0,Andean Abyss,2012.0,1.0,4,6.0,6.0,1507.0,7.59184,6.57471,3.7514,361620.0,5.0,2.0,"Modern Warfare, Political, War","Area Majority ,  Influence, Area Movement, Campaign ,  Battle Card Driven, Dice Rolling, Solo ,  Solitaire Game, Variable Phase Order"
855,38159.0,Ultimate Werewolf  Ultimate Edition,2008.0,5.0,20,0.5,1.5,3571.0,7.04288,6.57446,1.4968,492944.0,1.0,15.0,"Bluffing, Card, Deduction, Horror, Murder,Mystery, Negotiation","Player Elimination, Role Playing, Team-Based Game, Traitor Game, Voting"
856,18258.0,Mission  Red Planet,2005.0,3.0,5,1.0,1.0,4010.0,6.93095,6.57421,2.3177,372429.0,0.0,2.0,"Sci-Fi, Space Exploration","Action Retrieval, Area Majority ,  Influence, Area Movement, Hand Management, Simultaneous Action Selection, Take That"
857,2507.0,Libert\u00e9,1998.0,3.0,6,1.5,1.5,2539.0,7.15113,6.57399,3.3116,312380.0,1.0,2.0,"Napoleonic, Political","Area Majority ,  Influence, Auction, Bidding, Card Drafting, Hand Management"
858,154246.0,La Isla,2014.0,2.0,4,0.5,1.0,4519.0,6.90275,6.57235,2.2562,260625.0,1.0,1.0,Animals,"Action Queue, Enclosure, Hand Management, Modular Board, Set Collection, Simultaneous Action Selection"
859,204836.0,Escape Room  The Game,2016.0,3.0,5,1.0,1.0,2603.0,7.14335,6.57132,2.1724,210874.0,0.0,12.0,"Electronic, Puzzle, Real-time",Cooperative Game
860,230.0,Merchant of Venus,1988.0,1.0,6,3.0,3.0,2592.0,7.15584,6.5702,2.8345,487632.0,0.0,1.0,"Economic, Exploration, Sci-Fi, Space Exploration, Transportation","Commodity Speculation, Dice Rolling, Pick-up and Deliver, Point to Point Movement, Roll ,  Spin and Move"
861,57390.0,Catacombs,2010.0,2.0,5,0.5,1.0,2827.0,7.10291,6.56974,1.9463,573887.0,3.0,3.0,"Action , Dexterity, Adventure, Fantasy, Fighting","Flicking, Player Elimination, Role Playing, Team-Based Game, Variable Player Powers"
862,251678.0,Railroad Ink  Blazing Red Edition,2018.0,1.0,6,0.3333333333333333,0.5,2314.0,7.22344,6.56967,1.4444,66307.0,0.0,14.0,"Dice, Trains","Dice Rolling, Line Drawing, Network and Route Building, Paper-and-Pencil"
863,253284.0,Ticket to Ride  New York,2018.0,2.0,4,0.16666666666666666,0.25,3006.0,7.07657,6.56928,1.2791,115740.0,1.0,9.0,Trains,"Card Drafting, Hand Management, Network and Route Building, Set Collection"
864,19100.0,Hacienda,2005.0,2.0,5,1.0,1.5,3944.0,6.94682,6.56914,2.6303,249587.0,3.0,4.0,"Animals, Economic, Farming, Territory Building","Card Drafting, Enclosure, Network and Route Building, Tile Placement"
865,214880.0,City of the Big Shoulders,2019.0,2.0,4,2.0,3.0,951.0,8.13479,6.56655,3.9054,187567.0,0.0,4.0,"Economic, Educational, Industry","Commodity Speculation, Ownership, Stock Holding, Tile Placement, Variable Player Powers, Worker Placement"
866,221318.0,Whistle Stop,2017.0,2.0,5,1.25,1.25,2429.0,7.16928,6.56525,2.8281,184688.0,0.0,2.0,"American West, Trains","Action Points, Pick-up and Deliver, Set Collection, Tile Placement"
867,37836.0,Julius Caesar,2010.0,2.0,2,2.0,2.0,1269.0,7.76608,6.56521,2.4459,331404.0,2.0,2.0,"Ancient, War, War","Campaign ,  Battle Card Driven, Dice Rolling, Hand Management, Point to Point Movement, Secret Unit Deployment, Simultaneous Action Selection"
868,278.0,The Settlers of Catan Card Game,1996.0,2.0,2,1.0,2.0,12462.0,6.73216,6.56464,2.4534,470658.0,3.0,25.0,"Card, City Building, Territory Building","Card Drafting, Dice Rolling, Hand Management, Trading"
869,123955.0,Thunderbolt Apache Leader,2012.0,1.0,1,1.5,1.5,1031.0,8.06601,6.56429,3.1478,308964.0,2.0,1.0,"Aviation , Flight, Modern Warfare, War","Area Movement, Hand Management, Hexagon Grid, Simulation"
870,132372.0,Seven Seas Guildhall,2012.0,2.0,4,0.5,0.75,3730.0,6.95677,6.56377,2.0694,228324.0,5.0,6.0,"Card, Medieval","Hand Management, Set Collection, Take That"
871,16992.0,Tsuro,2004.0,2.0,8,0.25,0.25,21243.0,6.67823,6.56327,1.2408,688061.0,1.0,8.0,"Abstract Strategy, Fantasy","Hand Management, Network and Route Building, Player Elimination, Tile Placement"
872,218509.0,Empires of the Void II,2018.0,2.0,5,1.5,3.0,1448.0,7.59401,6.56276,3.4058,291866.0,1.0,2.0,"Civilization, Economic, Exploration, Sci-Fi, Space Exploration","Action Points, Area Majority ,  Influence, Dice Rolling, Hand Management, Modular Board, Point to Point Movement"
873,195162.0,Plague Inc.  The Board Game,2017.0,1.0,4,1.0,1.0,2159.0,7.59296,6.56249,2.1507,179731.0,0.0,3.0,"Medical, Adaptation","Area Majority ,  Influence, Hand Management, Network and Route Building, Simulation, Take That, Tile Placement"
874,527.0,GIPF mini,1996.0,2.0,2,0.5,1.0,2766.0,7.10668,6.56245,2.7678,200324.0,2.0,10.0,Abstract Strategy,"Grid Movement, Pattern Building"
875,855.0,Java,2000.0,2.0,4,2.0,2.0,3251.0,7.01595,6.5617,3.4044,306735.0,1.0,2.0,City Building,"Action Points, Area Majority ,  Influence, Tile Placement"
876,39953.0,A Game of Thrones  The Card Game,2008.0,2.0,4,1.0,2.0,5774.0,6.87541,6.56161,3.2526,736061.0,2.0,8.0,"Card, Collectible Components, Fantasy, Fighting, Medieval, Negotiation","Card Drafting, Hand Management, Simultaneous Action Selection, Variable Player Powers"
877,223750.0,Hardback,2018.0,1.0,5,0.75,1.5,1763.0,7.39709,6.56152,2.1389,107641.0,1.0,2.0,"Card, Word Game","Cooperative Game, Deck, Push Your Luck"
878,164338.0,The Golden Ages,2014.0,2.0,4,1.5,1.5,2006.0,7.29063,6.56128,2.9304,242917.0,3.0,5.0,"Civilization, Territory Building","Action Points, Area Majority ,  Influence, Card Drafting, Modular Board, Tile Placement"
879,147303.0,Carcassonne  South Seas,2013.0,2.0,5,0.5833333333333334,0.5833333333333334,2784.0,7.11892,6.56053,1.8905,132250.0,2.0,10.0,"Economic, War","Area Majority ,  Influence, Set Collection, Tile Placement"
880,30618.0,Eat Poop You Cat,1984.0,3.0,20,0.3333333333333333,0.3333333333333333,1533.0,7.48327,6.56016,1.113,310027.0,0.0,1.0,"Humor, Party Game",Paper-and-Pencil
881,13823.0,\u5996\u7cbe\u5947\u8b5a,2004.0,2.0,5,0.5,0.5,8191.0,6.74229,6.55935,1.7648,565347.0,1.0,12.0,"Card, Fantasy","Card Drafting, Drafting, Hand Management, Set Collection, Simultaneous Action Selection"
882,218479.0,Cerebria  The Inside World,2018.0,1.0,4,1.0,2.0,1226.0,7.88495,6.55888,4.3203,315258.0,2.0,2.0,Fantasy,"Action Points, Area Majority ,  Influence, Deck, Hand Management, Point to Point Movement, Team-Based Game"
883,183571.0,Deep Space D-6,2015.0,1.0,1,0.5,0.5,2048.0,7.34186,6.55846,1.6441,326168.0,1.0,3.0,"Dice, Print & Play, Sci-Fi","Dice Rolling, Solo ,  Solitaire Game, Worker Placement"
884,60435.0,Rallyman,2009.0,1.0,4,0.75,0.75,2271.0,7.23781,6.55835,2.1626,297497.0,1.0,5.0,"Racing, Sports","Dice Rolling, Modular Board, Push Your Luck, Race, Simulation"
885,152470.0,Fief  France 1429,2015.0,3.0,6,2.0,4.0,1816.0,7.45771,6.55808,3.7714,418708.0,1.0,6.0,"Medieval, Negotiation, Political, Territory Building","Area Majority ,  Influence, Dice Rolling, Team-Based Game, Trading, Voting"
886,174660.0,\u7d10\u7d04 1901,2015.0,2.0,4,0.5,1.0,4901.0,6.87093,6.55781,2.0562,358672.0,5.0,9.0,City Building,"Area Majority ,  Influence, Card Drafting, Tile Placement"
887,198740.0,Lovecraft Letter,2017.0,2.0,6,0.08333333333333333,0.25,2231.0,7.23365,6.55728,1.35,119356.0,0.0,3.0,"Card, Deduction, Fantasy, Horror","Hand Management, Player Elimination"
888,234477.0,Battle for Rokugan,2017.0,2.0,5,1.0,1.5,1669.0,7.5035,6.55674,2.7885,262146.0,0.0,7.0,"Fantasy, Medieval","Area Majority ,  Influence, Hand Management, Secret Unit Deployment, Variable Player Powers"
